,Pop,R_med,std_R,I1,I2,I3,I4,I5,I6,I7,a,b,f=a+b/2,tetha,Excent,flong,sym,Conc
0,1,1.06690665826,0.410477829045,1.66124844291,2.38623409527,3.8985990906,10.3207177391,21.933955609,7.45386541482,0.121979685772,52.2024290207,9.95131937403,31.0768741973,-0.328442403832,0.809370568368,2.56635163057,0.409411764706,0.408532631256
1,2,0.774749988922,0.337734456667,0.91013260947,0.357566308576,0.500855575153,0.147220496492,0.0811296099683,0.104017243387,-0.0206331220985,35.7612881168,16.2700700026,26.0156790597,-0.317668663106,0.545036802102,1.80127127003,0.77358490566,0.389333643362
2,3,0.650518355878,0.273928413185,0.634812210751,0.131442240464,0.0132184093604,0.121574478537,6.61713158559e-05,0.0124588629857,-0.00096012184695,29.0820021365,15.1946918747,22.1383470056,-0.494856439769,0.477522496444,1.38323286657,0.858490566038,0.426454259857
3,4,0.72936466184,0.409742974844,0.89156505874,0.439554732671,0.407122196755,2.40935101,0.650743075546,0.671016518969,-0.0812342791858,36.3078785601,13.9223666842,25.1151226221,-0.364213012514,0.616546952442,1.86908210098,0.344339622642,0.720893408796
0,1,0.851510824285,0.306238604932,1.04247574229,0.3742514719,0.847350351903,1.99053411926,0.707555078778,0.592781708372,0.353093406218,44.0314139543,22.4677040464,33.2495590003,0.342187872198,0.489734668306,1.63328591864,0.600682593857,0.35881991657
1,2,0.837968443278,0.272750575034,0.988695267272,0.40101175515,0.460477317403,1.94832023229,0.117893727443,0.308920839238,0.112161206322,43.5996053171,20.410196537,32.004900927,-0.762042547458,0.531871988551,0.970526687822,0.764505119454,0.297316664234
2,3,0.781120320615,0.241894966216,0.85422335335,0.289443372546,0.0852446545407,0.051149638278,-0.00263048080134,-0.0175446923547,0.0033831252795,40.3251310675,19.218469185,29.7718001262,0.567861269237,0.523412108622,1.31253937098,0.969178082192,0.299320954044
3,4,0.440375066683,0.218127560989,0.307946526408,0.0475027822406,0.00198226556869,0.00492017643004,1.52374775318e-06,0.000277815498632,2.17755338295e-06,24.8052512984,10.2613049764,17.5332781374,0.507431527041,0.586325296486,1.48067031692,0.950427350427,0.502503258812
0,1,0.663702661743,0.16713755209,0.5964453125,0.0767754503727,0.0775318316189,0.0140052426851,-1.20315751821e-06,-0.000113215692653,-2.30998623238e-06,33.4382611079,20.2183751592,26.8283181336,0.540612825612,0.395352076057,0.800886888547,0.940625,0.221171348115
1,2,0.748148436934,0.264065710141,0.801403808594,0.117094488531,0.405372073138,0.719172859728,0.0136973882368,0.0134296773834,0.0262644862035,38.2596523246,24.2444375889,31.2520449567,-0.470893799042,0.366318402915,0.773592059767,0.68125,0.330514363404
2,3,0.693070499533,0.282907745464,0.715662188854,0.248450842224,0.010783886458,0.141249105967,-0.000830442505832,0.0266243421215,0.000223158279061,39.3599435451,16.648265678,28.0041046115,0.782943626907,0.577025163695,1.00342495019,0.758620689655,0.413894767108
3,4,0.693462199224,0.342565225004,0.762750385114,0.330583085582,0.150258401343,0.0632492296977,0.000924263886662,0.0172180251434,0.000868019401751,41.3472902501,15.4916614127,28.4194758314,-0.515995247686,0.625328254426,0.664969709391,0.682316118936,0.592070088065
0,1,0.898336906206,0.123387231879,1.04714494299,0.172825975309,0.339332810562,0.145452355481,0.0125271838726,0.000754218053667,0.00553910325629,53.6010587255,35.2152217025,44.408140214,0.373088165822,0.343012572142,1.35016168852,0.745417515275,0.10126621699
1,2,0.623927253501,0.192407938152,0.542878742,0.0012249033608,0.00915900736967,0.119166786932,0.000125786993741,0.0013623618036,-0.000741078854535,33.6890358695,31.5828523215,32.6359440955,-0.518244917409,0.0625183681761,1.03338731155,0.792260692464,0.293477507239
2,3,0.587594341514,0.22254428164,0.503754685548,0.0312918308629,0.0199360358733,0.000615500170028,-1.56359963537e-06,-2.69984950421e-05,-2.98618479951e-06,36.5249685472,25.3109667925,30.9179676699,-0.270286469765,0.307022899697,0.732925894643,0.759183673469,0.380632906784
3,4,0.575444441509,0.24787562002,0.500402655552,0.0808934039787,0.0177006051336,0.00195680872626,-3.11862566338e-05,-0.000986168119054,-4.09987317905e-05,39.2405078266,20.585494065,29.9130009458,-0.618037846359,0.47540194546,1.20795808127,0.982670744139,0.44115770046
0,1,0.641539678151,0.222420473356,0.586925743535,0.104032109197,0.0848242604185,0.233423794028,0.0198913971718,0.0537769902945,0.00362955454922,40.706839074,21.9479079195,31.3273734967,-0.0479660445786,0.460829963252,1.84801385904,0.241492864984,0.339374864793
1,2,0.710840684404,0.20991606535,0.699375000753,0.0313174513966,0.00389619151646,0.271618669775,-0.00184965160839,0.0146819617916,-0.00166373214056,39.9586762352,30.8516887102,35.4051824727,0.119070959677,0.227910140751,0.777991890798,0.954994511526,0.277301402017
2,3,0.687754861419,0.239869940046,0.676887160663,0.161697246767,0.0315292439697,0.0370026728214,-2.32402344119e-05,-0.0005997286594,-2.66208726438e-05,44.2902661621,22.350258152,33.3202621571,-0.651080987683,0.495368619593,0.852995798535,0.882288228823,0.338958788409
3,4,0.633516481837,0.268900833437,0.603607052288,0.0269890893631,0.0111803175415,0.473932574714,0.00321845026263,0.0291478286887,-0.00761584632474,37.383966101,28.2766467052,32.8303064031,0.744663843162,0.243615655202,0.978091162186,0.716483516484,0.456692878797
0,1,0.716412447069,0.193890027377,0.700839656207,0.0565454788597,0.00906268942962,0.546782101601,0.0103393904653,0.0531363725154,0.00202553469771,40.2735286968,28.286829765,34.2801792309,0.563843953043,0.297632199603,1.15779000355,0.240740740741,0.281687863835
1,2,0.676098299169,0.207333330824,0.637001540075,0.00738948198098,0.0301180726919,0.115625596998,-0.00316226612357,-0.00432807770755,8.3358879503e-05,35.3247114098,30.8398132314,33.0822623206,-0.594287877574,0.126962061385,1.05166614801,0.926998841251,0.295749920236
2,3,0.684189461355,0.242684298749,0.671264512889,0.0536162355716,0.0767485300411,0.141077706368,-0.0001535128774,0.00208783620509,-0.0111313889724,39.4748141749,27.5489408935,33.5118775342,-0.341855987773,0.302113474899,1.3153179143,0.825028968714,0.37233377876
3,4,0.605105048833,0.294467599845,0.577436867803,0.00309586954541,0.0280813547832,0.410013731879,-0.00560374805821,0.0075503916322,0.00198384523604,33.0367287846,29.9929470275,31.5148379061,0.263425239004,0.0921332670965,1.08706847589,0.341067285383,0.587696798703
0,1,0.647445074083,0.182465739706,0.576003536877,0.0763713052909,0.0111029682831,0.342831068064,0.00455351459522,0.0396422434155,0.00351309960373,37.4108326308,22.1816414401,29.7962370354,-0.571260247859,0.407079717819,1.22379246013,0.263093788063,0.276073530534
1,2,0.655108607554,0.276764900373,0.643776862238,0.102101785045,0.108592669594,0.388906447911,0.0197852360806,0.0567088224667,-0.0178560929072,39.7712954553,23.0739522709,31.4226238631,0.321932559303,0.419834028367,1.52202477291,0.78928136419,0.422529412438
2,3,0.771901536043,0.238709660844,0.833044855023,0.169626401673,0.138845318405,0.116478420602,-0.00286379028292,-0.024092508487,-0.00538959318758,45.1569447874,26.2660480948,35.7114964411,-0.663032620285,0.418338680385,0.886593395894,0.45177045177,0.248439750255
3,4,0.692248311832,0.277165250157,0.708628792385,0.0698892510106,0.0223560840627,0.389269427241,-0.00908079299047,0.0527431883722,-0.010263061551,39.9463521908,26.9924320074,33.4693920991,0.382534888283,0.324282931306,1.31771529856,0.358536585366,0.309872109322
0,1,1.05146360602,0.354046752516,1.563515202,1.92638556778,1.40221452584,4.30984541469,2.5918331214,2.36102835754,-0.78794160063,41.6588211508,10.1605362986,25.9096787247,-0.389875784777,0.756101204549,2.10322353579,0.993197278912,0.359544799122
1,2,0.729068329573,0.234846682386,0.747778075458,0.203545593444,0.102627637885,0.154394423203,-0.00115471368352,-0.0179727596449,-0.000436615206541,26.5061855645,13.1840066467,19.8450961056,-0.229930180318,0.5026064156,1.83140446715,0.894197952218,0.294663749085
2,3,1.05803892826,0.496841074166,1.74091719181,2.59694128315,4.92607732333,12.5940387192,19.8207198431,7.03786251308,4.5688850714,44.3228847977,8.70843453291,26.5156596653,-0.497507517005,0.803522839891,1.74137199643,0.689419795222,0.58001956261
3,4,0.490827743477,0.242996466049,0.382182669571,0.0419047282494,0.060084331291,0.226929107573,0.00294418428747,0.0111140001558,-0.00080772266898,18.5449998814,10.1980913967,14.3715456391,-0.643817488097,0.450089433167,1.16274301811,0.668941979522,0.500370000053
0,1,0.561528327494,0.192804984033,0.448532205131,0.0499666196034,0.0658516055567,0.170053610955,2.37425006626e-05,0.00868015518284,0.000501641389296,32.2337010667,18.6507397658,25.4422204162,-0.59803051536,0.421390062308,0.831537562336,0.946959896507,0.288656732556
1,2,0.666268953466,0.188370261793,0.610836868104,0.107763884122,0.00186491921229,0.103818853591,0.000296597301588,0.0105926393499,-0.000209150504787,38.0786992073,20.8872428861,29.4829710467,-0.139404687045,0.451471732991,1.77141409892,0.69689119171,0.227967301654
2,3,0.781319634169,0.219978308775,0.839492335365,0.0301002181649,0.107073395401,0.19880625178,-0.0195408204585,-0.0152702462918,-0.00532853325864,39.5480862351,32.0671359299,35.8076110825,-0.284518768965,0.189160867629,0.838709485221,0.336787564767,0.198278551087
3,4,0.674310675383,0.298046614499,0.692468254181,0.233704100662,0.0438965091699,0.126166405326,0.00607388550865,0.0428553534525,0.000915831658808,42.6096956467,17.9654058069,30.2875507268,0.149847097132,0.578372820217,0.44693919261,0.683937823834,0.522499706121
0,1,0.701192616126,0.192341361838,0.672695671497,0.0189349021626,0.143755496076,0.571807002875,0.0182268864646,0.0174258044442,-0.00947405664354,28.5226404988,23.1782632513,25.850451875,-0.547525694813,0.187373158798,1.0985185641,0.609561752988,0.212595475731
1,2,0.700853260425,0.173696037291,0.663422009174,0.0678192230468,0.0535390869388,0.00463156504731,7.07667128278e-05,-0.000681892587228,-1.01083634136e-05,30.4555187728,20.1149887075,25.2852537401,-0.282627762392,0.339528941945,0.708579155048,0.709163346614,0.206282586399
2,3,0.79092803697,0.326982939188,0.935628,0.615446247184,0.374472677201,0.183709255798,0.0373361876276,0.152892283855,0.00432881749197,41.474471935,12.2932574085,26.8838646718,0.122627216029,0.703594600848,0.320793249696,0.488,0.461877371083
3,4,0.684662541321,0.444629342488,0.849335261613,0.597199334698,1.14632003862,1.41726563535,0.824592926306,0.759374729905,-0.00854837657857,40.3158311163,8.75794643003,24.5368887732,0.0140194509448,0.782766566197,0.217684395293,0.922155688623,0.769412349005
0,1,0.795045254719,0.311089231691,0.924825174825,0.407868466173,0.802968719415,3.76053590418,0.34047450989,0.63617391459,0.347973717797,29.9049394135,12.7943190001,21.3496292068,-0.708494974311,0.572167031567,0.899252528815,0.664335664336,0.336471205696
1,2,0.863122876131,0.410216471949,1.16263465682,0.738044827241,2.04571440861,8.57698655084,2.84537190635,1.87013971173,0.233901755744,33.9468129013,13.1536079694,23.5502104354,-0.785018398495,0.612523036914,0.999438924809,0.849122807018,0.495554441854
2,3,0.985642477776,0.418046702349,1.45941520468,1.63748914491,2.57953674333,13.9120045203,7.58187143284,4.8813994921,-1.57276752705,39.5128312184,10.1227220865,24.8177766524,0.730975303689,0.743811775205,1.10025214317,0.224561403509,0.464350893418
3,4,0.58184422066,0.344423936721,0.583899523904,0.231709620353,0.0715523080835,0.759423467917,0.000965189045551,0.126183524477,-0.00768843839145,24.5981440419,7.63159019125,16.1148671166,-0.607679905774,0.689749349453,0.744403488799,0.929577464789,0.69314718056
0,1,0.639231179125,0.251797062845,0.601035758891,0.0529537071634,0.0431358305788,0.272972796774,0.00714049186709,0.0377306306385,0.0102589817995,38.333765686,25.6082965418,31.9710311139,-0.0236483214322,0.331965016129,1.49617692616,0.251131221719,0.335668434661
1,2,0.643812444689,0.245936403107,0.604810763498,0.0700494616034,0.0148886288778,0.016891853813,0.00010442321713,0.00125364837135,6.11906101489e-05,39.20764586,24.522874339,31.8652600995,0.683110888279,0.374538465619,1.09322840506,0.900452488688,0.40263710168
2,3,0.724326352706,0.231923657364,0.738246923864,0.0656738666633,0.0285214421298,0.20190381221,-0.00454553599357,0.0112065182177,0.00102702040805,41.8846787965,29.1583406507,35.5215097236,-0.546249820622,0.303842324007,0.851160645923,0.816326530612,0.289246073723
3,4,0.735973341857,0.262736423507,0.778506558384,0.0450929732848,0.122004987201,0.446177777861,-0.0103379972626,-0.025745326164,-0.0085251756932,41.8312629091,31.6200981599,36.7256805345,-0.533994551374,0.24410366886,0.876158762131,0.251415628539,0.283986179562
0,1,0.596111092084,0.174528364451,0.491032619313,0.000468192451849,0.021779453176,0.0858233986644,9.78952770741e-05,0.000742411794835,0.000650842247998,30.6967123391,29.3725681575,30.0346402483,-0.546746422411,0.0431363517695,0.979957599889,0.881392818281,0.260236661705
1,2,0.671537834799,0.233927705297,0.644284486973,0.023961053825,0.0375784780694,0.0952453726849,-0.000661676108786,-0.00239387938363,-0.000559596076618,38.3028372234,29.9784138474,34.1406255354,0.0107713861888,0.217331769117,1.27760499242,0.954248366013,0.369783342495
2,3,0.823008826861,0.21355182301,0.921140254698,0.207910432729,0.0102882582585,0.116530020137,0.00116754158455,0.0169952117143,-0.000312922697317,50.2829795765,29.2241164137,39.7535479951,0.0889717061371,0.418806986781,1.70296636911,0.703703703704,0.177210153776
3,4,0.603955924099,0.275429500801,0.561352233946,0.038386001423,0.00451817204047,0.0951669035754,4.85805827109e-05,0.0097512233733,-0.000743321799339,37.2875068964,25.9022630769,31.5948849866,0.102992305879,0.305336686926,0.70050720035,0.917211328976,0.609703885647
0,1,0.907533770833,0.120377146195,1.06675454652,0.281082935668,0.134252833547,0.299962846048,-0.00682145306632,-0.0284648997483,0.000229314187241,53.9407190796,31.2674334201,42.6040762499,-0.16792736879,0.420337104258,1.66375999276,0.878155872667,0.113270687939
1,2,0.770200049395,0.147629722643,0.78362758121,0.0936572910803,0.102345306414,0.0212917035055,7.89229457884e-05,0.002027556572,-0.000162426120304,44.5329710531,29.4825182912,37.0077446721,0.66600003285,0.337962017939,1.09706544677,0.984615384615,0.17328679514
2,3,0.692020656704,0.188638509937,0.655515034416,0.172449240025,0.0484636199721,0.0523204052572,-7.77352485008e-06,-0.00215111552591,-0.000140622985591,44.145542354,20.9104236098,32.5279829819,-0.138565452572,0.526329896637,0.492699647867,0.945054945055,0.283406083657
3,4,0.366515456811,0.155029966044,0.201764279676,0.000170879492006,0.000463238824915,0.00908726415496,4.57074019904e-06,-1.2729331255e-05,1.121306282e-06,19.7737753017,18.5315889319,19.1526821168,-0.444428089193,0.0628198890105,0.959964280395,0.791208791209,0.421440044998
0,1,0.69384865213,0.157981156093,0.644446959408,0.129021033293,0.00177792279458,0.224052006763,0.000348871441446,0.0326553462317,0.00121344984146,33.6468142189,17.9377878609,25.7923010399,-0.608957863288,0.466880051578,1.2153901879,0.382978723404,0.204111349226
1,2,0.745797629505,0.234869734792,0.778010411951,0.15791510075,0.158607714076,0.0367666094654,-0.000298417803449,-0.000125550301059,4.80135580197e-05,36.4121737511,20.720644104,28.5664089275,0.655703890122,0.430941853522,1.14083997828,0.794326241135,0.303909795155
2,3,0.694839139313,0.286949884645,0.72166006003,0.181417003187,0.0873099575463,0.254208781342,-0.000421665460943,0.0162740605591,-0.00407870392683,35.9150674463,18.2318332945,27.0734503704,0.626650232851,0.492362548902,1.20488659086,0.996441281139,0.363935937348
3,4,0.675700645643,0.402619655446,0.788452498509,0.47355525127,0.246966026296,0.364900782728,0.0253196271615,0.0827589268341,0.0203308622814,40.7757080122,10.6271662612,25.7014371367,0.587368170482,0.739375064732,1.41960365723,0.841918294849,0.708303336014
0,1,0.622665679324,0.158267644662,0.524667988703,0.0538978548688,0.0525672606588,0.0832079186436,-0.00362282942252,0.00897989994903,-0.00087871224975,19.7616493675,12.2855434808,16.0235964241,0.312509366914,0.378313861747,0.686911643666,0.658914728682,0.239656273925
1,2,0.991501718082,0.421519182679,1.47492638664,1.67954114746,1.14348579312,10.7235151282,7.20732698861,4.71922752263,3.49703474927,37.8124729969,9.6094181338,23.7109455653,0.571318354823,0.745866446381,0.682197898607,0.961240310078,0.509084575316
2,3,0.628847456851,0.323713432522,0.64045715332,0.107635824243,0.033937222518,0.0486759628229,-4.26597054227e-05,0.00484234151146,-0.000381832168448,22.2685990987,12.6466445819,17.4576218403,0.424110554133,0.432086206868,0.702789957508,0.7421875,0.476457981372
3,4,0.946787639175,0.396346745625,1.34386591773,1.51474516904,4.65998048816,13.7500791435,9.5306877873,4.35736417945,-5.18785405305,36.3779122484,7.62506812248,22.0014901854,0.596980463997,0.790392915613,0.704187097384,0.817120622568,0.362407559073
0,1,0.720404082402,0.250556404583,0.740630963373,0.190055242672,0.0672993787085,0.604368659337,0.0582936845375,0.152814735889,0.012999648924,36.6238448518,18.636860915,27.6303528834,0.0849670731232,0.49112767951,0.515466973166,0.901754385965,0.333282685499
1,2,0.728153593786,0.203872792639,0.727959372114,0.00114967688995,0.0379684178886,0.208544320991,-0.00167764077116,-0.00251579211376,-0.00351579152796,29.470791197,28.1286301594,28.7997106782,0.112229167074,0.0455420768507,0.955576147409,0.442105263158,0.238450145156
2,3,0.742981217773,0.239585292534,0.778596756596,0.118885626005,0.0924253737584,0.0608155323376,-0.00138000239861,-0.00942025714049,0.000628907078643,35.723611046,22.1989964823,28.9613037641,0.771003882388,0.378590354327,0.987333098917,0.609154929577,0.312453278462
3,4,0.563385584033,0.293615974929,0.514641973555,0.11335261191,0.0577811956338,0.465192157213,0.0129402135376,0.0494220223541,-0.00488011966714,31.1256009765,14.231025812,22.6783133942,-0.63402304418,0.542787115252,1.21844921178,0.541300527241,0.635544493762
0,1,0.901829190413,0.363541270202,1.20254899115,0.952966701136,0.702070961848,3.57104252305,0.803212266933,0.887668410316,0.289625514096,42.5248371386,13.706551413,28.1156942758,-0.595713240507,0.677681272045,1.36371297368,0.612048192771,0.365786454805
1,2,0.973200117038,0.426141030862,1.43556394252,1.5442117857,0.763922539925,1.66726304016,0.273989287336,0.610091114536,0.1326175343,47.147942839,12.6533643996,29.9006536193,-0.503435839775,0.731624252562,1.6499105,0.98313253012,0.466134005806
2,3,0.712864592811,0.34921328362,0.805245970839,0.327574197646,0.159217391861,0.0634948552512,0.00616825242072,0.0226220214803,-0.00255491314159,33.7325780453,13.8700945291,23.8013362872,-0.46326450499,0.588821983588,1.57789754375,0.963680387409,0.468140875411
3,4,0.783952628779,0.525026548035,1.13457723634,0.928864765848,1.69838507192,7.08212664302,3.54377712132,1.86858510276,-0.398332253761,41.6825710835,11.8921474617,26.7873592726,-0.5697912847,0.71469736265,1.44949031795,0.734299516908,0.808933235484
0,1,0.811178037118,0.211977890514,0.894966172688,0.0265088637747,0.0321993240131,0.28360416571,-0.00954834995202,0.000538936444748,0.000873810212511,46.0182438353,38.2853208131,42.1517823242,0.315289101396,0.168040376549,0.862423662738,0.695304695305,0.21128784026
1,2,0.75262729567,0.182944607611,0.76380063493,0.0762262662136,0.0604791794247,0.79702171847,0.0184851812131,0.0710615475883,0.0235601322088,45.6274385337,31.2473134062,38.43737597,0.728369227362,0.315163980044,1.04202131838,0.35964035964,0.217022157514
2,3,0.596805054009,0.185708480369,0.498364230096,0.0278277881572,0.0206170841435,0.0846778164756,0.000530590796151,0.00482830490458,-3.99630496969e-06,36.4558823669,25.7377563963,31.0968193816,0.582981452413,0.294002648535,0.8758066794,0.878878878879,0.289515775755
3,4,0.534154889271,0.277380283954,0.461612,0.012995063636,0.0353588622687,0.123549107198,-0.000606852149104,0.00221065955139,-0.00132982890596,33.9295709689,26.3672564721,30.1484137205,0.437562909271,0.222882703223,1.17305708335,0.728,0.588165357744
0,1,0.771000781734,0.189786570238,0.802560299064,0.219011906787,0.116647778647,0.340592970256,-0.0020031225851,-0.015238621932,-0.00568577026133,33.0171114878,16.9429578939,24.9800346909,0.331861681581,0.486843120721,0.608685076697,0.428904428904,0.211126627937
1,2,0.908547323178,0.305648224618,1.16958721155,0.79987523198,0.970644814199,4.82131205671,1.43592178061,1.15228160753,0.389195875795,42.0816410296,15.3670798549,28.7243604423,0.741001638439,0.634826982053,0.934341654153,0.909090909091,0.356675974864
2,3,0.634410141062,0.187939173554,0.559883507286,0.0361925726888,0.0733151927405,0.0923356158907,0.00144298696022,0.00654067750774,-0.00550872627741,25.3102435183,17.7671777018,21.5387106101,-0.345794831347,0.298024229242,1.30728476061,0.63700234192,0.256231143219
