,Pop,R_med,std_R,I1,I2,I3,I4,I5,I6,I7,a,b,f=a+b/2,tetha,Excent,flong,sym,Conc
3,4,0.59059259898,0.400905776303,0.649734692986,0.311263906546,0.447740519362,1.96294623266,0.237478715751,0.283152534517,-0.0488369630678,32.1518913415,8.86575871303,20.5088250273,-0.731453187019,0.724253897885,1.09716275398,0.658878504673,0.767613954937
0,1,0.885617220909,0.282204142758,1.09711898612,0.598382824229,1.22010540863,3.01996856348,1.20729699101,1.10201540926,0.423386078701,36.0311770773,14.9851737115,25.5081753944,0.305928090358,0.584105351891,0.51778328072,0.697406340058,0.317936354852
1,2,0.623550071322,0.202019841626,0.547144909619,0.048445819417,0.0360992157609,0.00818616809167,-5.04180775717e-06,-0.000325830877083,-1.73712646502e-05,23.0420555042,15.0436775111,19.0428665076,-0.188371564153,0.347120854373,0.674933559354,0.849710982659,0.278329609014
2,3,0.856050706562,0.285805083314,1.03728824886,0.648996378033,0.534685602031,2.10080330161,0.906527674316,0.968847422664,0.107778608582,35.7110742406,12.661994827,24.1865345338,0.261369723036,0.645432261664,0.442164967277,0.884393063584,0.31522972035
3,4,0.500321453607,0.244501654078,0.395958832178,0.0563318976768,0.0211229922915,0.2202017495,0.00292708582989,0.0188263740088,-0.00142868032873,20.9040319569,10.4615790563,15.6828055066,-0.463711326266,0.49954252472,1.45704742919,0.371014492754,0.538541271969
0,1,0.734392846461,0.196511642041,0.735588352988,0.0859252419396,0.0193191050444,0.876318447853,0.0240479450203,0.0995259561177,0.0139986752775,27.1017519524,17.7740037465,22.4378778494,0.759234656269,0.344175100645,0.979370083828,0.806722689076,0.236211169306
1,2,0.661176978628,0.186349085765,0.600577485896,0.0292328032339,0.082050492152,0.0315001273915,-0.000213194987701,0.00136002629471,-7.20951960259e-05,23.4710291889,17.5138641846,20.4924466867,0.518985848451,0.25380927936,1.15677091422,0.621848739496,0.26451127592
2,3,0.718604874626,0.270802776531,0.754683594525,0.205084979683,0.348029812604,0.654261291222,0.0526961267663,0.0596456090763,-0.0467081675493,29.2806787338,14.6387348195,21.9597067766,0.121875258761,0.500054798844,1.94640452759,0.839436619718,0.387480946225
3,4,0.685323816655,0.404218473517,0.807560598409,0.532759060412,0.619024185252,0.933847362189,0.57535784272,0.581985242649,0.00658168117138,33.0858641921,7.43585118163,20.2608576869,-0.0666258023449,0.775255948025,4.26596552108,0.466292134831,0.76067231416
0,1,0.787469894772,0.25379492497,0.871375868056,0.161123867628,0.0798832647646,0.401531238846,-0.00213942806131,-0.00696087691833,0.0122887987095,34.9552158411,21.2408698544,28.0980428477,-0.141293052261,0.392340474997,0.621767141352,0.15,0.307506595544
1,2,0.920735842033,0.27603868096,1.17619357639,0.931885610265,0.66892599776,0.434223468014,0.0105860292315,0.162267979025,-0.0313079259223,45.341750835,14.2273433178,29.7845470764,-0.585723763299,0.686219807225,0.718447082734,0.5625,0.262069959975
2,3,0.701186950155,0.304690890225,0.747063251694,0.211628311977,0.342863231535,1.03266132437,0.00606103333532,0.109052428382,0.0563036438365,33.9703089105,16.5651154468,25.2677121786,-0.496822080683,0.512364886335,0.704988899964,0.598326359833,0.366276385386
3,4,0.534823744946,0.316796255552,0.492727977999,0.159467699387,0.152779482107,0.201410868492,0.0188723711381,0.0553515325732,-0.00137783893503,29.2334644182,9.45893038103,19.3461973996,-0.0309615900788,0.676434847211,0.325027740024,0.776617954071,0.663931095525
0,1,0.822272890679,0.227766859979,0.926721711391,0.384967872582,0.257407677527,2.50980664344,0.388467594837,0.51915418913,0.0544432933003,36.8147965583,16.3794747392,26.5971356487,-0.692715931128,0.555084469549,1.13204713782,0.00913242009132,0.266807671982
1,2,0.738088589681,0.275617915047,0.790079439545,0.327637704635,0.29368519305,0.916552807989,0.1988494708,0.332906339028,-0.0383221164689,34.5474874031,13.8090655807,24.1782764919,0.191947621535,0.600287412524,2.25673588524,0.223744292237,0.388455305444
2,3,0.456523536543,0.189814378613,0.3125368235,0.00151094666872,0.00144442574209,0.0214940652883,2.35599882234e-05,-0.00016092286388,6.2336696906e-06,17.5050716271,15.4478699992,16.4764708132,0.322129485738,0.117520320492,1.1049177804,0.775229357798,0.427320811851
3,4,0.94808950581,0.289289348386,1.2535751876,1.12197748469,1.18549340354,4.27066782976,3.6085068012,2.2944623353,-0.00105420244729,44.9599329115,13.0327994118,28.9963661617,-0.283008199907,0.710124135696,2.4440371924,0.0183066361556,0.243362286429
0,1,0.813607147981,0.245822170558,0.919536532085,0.226016031065,0.222260146185,2.02984539955,0.197268629838,0.345170931217,-0.160945464837,34.9966328916,19.7469449939,27.3717889428,0.658570115263,0.435747288744,0.87767680494,0.441913439636,0.29054470875
1,2,0.741897828994,0.293257315808,0.81000513696,0.402759408347,0.38730702885,1.05147395749,0.103633825543,0.245861569655,-0.0135695658501,35.6144989549,12.4087261512,24.011612553,0.194073193942,0.651582178178,0.39909743185,0.605922551253,0.352746743428
2,3,0.556536601961,0.288990392797,0.502715100357,0.0180663241975,0.0792436995186,0.231122971955,-0.00103282169106,0.00837924193434,-0.0098067813816,23.5976319865,17.941509414,20.7695707003,0.227494191842,0.239690261111,0.782740494034,0.572082379863,0.45934249512
3,4,0.769996029979,0.330258577186,0.895435874982,0.462182257766,0.364516529153,2.55307702545,0.430528844538,0.597633888987,-0.0188340168108,37.1475646356,13.7427105992,25.4451376174,0.567254115206,0.630050832833,0.717074477335,0.643835616438,0.445635703531
0,1,0.688751145231,0.236157128084,0.673840574276,0.117570825131,0.0576855017589,0.387868520983,0.0277633500586,0.0564650278961,0.0142539877688,27.9072136538,15.9220346022,21.914624128,0.321470222959,0.429465270174,0.649005211226,0.485639686684,0.325824360387
1,2,0.800163725314,0.297122778227,0.928394232614,0.657886340717,0.451720167804,0.663623477868,0.012387494643,0.102064478141,-0.0120847892951,36.4551103163,9.46632554161,22.960717929,-0.738908977406,0.740329258107,1.08468888327,0.874345549738,0.334739654555
2,3,0.828783732667,0.448474423305,1.13129437241,0.790078901881,0.442920442106,2.37114119886,0.586067636425,0.854987781914,0.0372858562337,39.2861408628,13.6094429406,26.4477919017,0.551864203549,0.653581577581,0.690901828821,0.895287958115,0.608817883538
3,4,0.703593066029,0.353418658956,0.789842657822,0.421417743735,1.05678491287,1.93890322506,0.32267501367,0.48023061803,-0.0556208024273,33.1572518322,10.3670744228,21.7621631275,0.220683738177,0.687336137648,0.383876257596,0.937172774869,0.541911889998
0,1,0.838349075904,0.144862919433,0.920973551427,0.130648447203,0.0482921527459,0.956831352713,0.0284284570281,0.178843378931,0.0720992689141,47.4005458263,31.3094167875,39.3549813069,-0.402809106287,0.339471387055,1.32162205462,0.0,0.14771708286
1,2,0.586534858304,0.212319953324,0.495606857143,0.0331396802539,0.00499722654989,0.112427734371,0.000640975545369,0.0100817766712,0.000901683532889,34.4367155361,23.425128027,28.9309217816,-0.0271699835216,0.319763001136,0.680663360829,0.553142857143,0.361729745734
2,3,0.600775273003,0.249573975681,0.539040653061,0.0498481854086,0.0859079377204,0.344326890859,0.00245021483361,0.00442490004243,-0.00712557506706,36.5244920394,23.5075257519,30.0160088957,0.363894437837,0.356390070351,0.726350321917,0.713142857143,0.431955342101
3,4,0.654720882731,0.251959800299,0.627558661353,0.083526018651,0.0185346692418,0.673054075037,0.00712393206006,0.0722735974294,0.01599084094,40.0269873627,24.3266389532,32.1768131579,0.539179569361,0.392244069411,1.24765783066,0.240274599542,0.341430551761
0,1,0.796771364494,0.282890537649,0.909481723295,0.335170580464,0.204097271068,0.613792166464,0.105744754085,0.23137574379,0.052920717455,50.4794670712,23.7884178702,37.1339424707,-0.300036063038,0.528750613855,1.79265850697,0.406542056075,0.340160330036
1,2,0.611401559756,0.250382699337,0.555961834411,0.0299924171457,0.0744214570664,0.0972734633431,0.0028802927513,0.00115399697339,0.0022163672357,35.3105931837,25.584203773,30.4473984784,0.403161124849,0.275452450208,0.803284926669,0.912280701754,0.42223749384
2,3,0.6590125819,0.249417221535,0.632399712732,0.126069520373,0.171603531592,0.22817873059,-0.00133488100904,-0.0145462591155,-0.00246390987612,41.0921005113,21.7771966312,31.4346485713,-0.454813729159,0.470039341862,0.698040347585,0.80701754386,0.386684829555
3,4,0.738652751536,0.21518838045,0.754844265037,0.0310797202308,0.453501285962,1.44192108046,-0.0399934307884,0.0371422644996,-0.159645673304,39.879629674,31.4350623735,35.6573460238,0.543278013283,0.21175139713,0.896588931374,0.697892271663,0.244082549286
0,1,1.03522169443,0.366164708778,1.53237755676,1.75351516821,2.76889199895,13.1873132762,11.4971816372,5.2285549474,-5.05183568305,45.6651315861,12.3274892052,28.9963103956,0.669169770115,0.730045906428,1.22356332512,0.230136986301,0.389671766123
1,2,0.759839720807,0.233660031054,0.805397898804,0.314174611096,0.375569788528,0.0673241742452,0.0208780476338,0.0414758972996,0.0128271160769,31.5338389133,13.3520164788,22.4429276961,0.408669033241,0.576581319022,1.67863755743,0.752747252747,0.273500996395
2,3,0.679561745519,0.30892779621,0.710013887212,0.21571336024,0.235287598089,1.13037964821,0.126482130308,0.196659333842,0.030372991233,29.2405431427,13.3705219232,21.305532533,0.411490679758,0.542740302122,1.61324933933,0.549450549451,0.429011911873
3,4,0.897123698922,0.547638848822,1.407227388,1.74559823164,4.78199024864,19.151541903,17.4682839418,6.40690094579,5.67743331518,44.5679601365,7.91328036867,26.2406202526,0.696216875539,0.822444636361,1.18310282452,0.445054945055,0.807948012534
0,1,0.731931295873,0.209683354999,0.737278911264,0.109955761516,0.111439287006,0.811549968131,0.0424619982917,0.0724157245595,0.00806214999634,37.9302693749,23.3677019467,30.6489856608,-0.714594174834,0.383929976459,0.938416042668,0.686478454681,0.249833779802
1,2,0.635704140261,0.26632893559,0.605025864512,0.156097327727,0.0544531490954,0.0050407654278,1.9227144931e-05,5.49930070534e-05,-1.47961321146e-05,36.6627576205,16.797372636,26.7300651282,-0.388775448742,0.541840992708,1.65554935957,0.988095238095,0.455099361854
2,3,0.697124849744,0.328898439998,0.756683142007,0.376357543133,0.0894751042013,0.115669190891,0.00107633433606,0.00457976046591,-0.000865958854913,42.9126913585,13.873182983,28.3929371708,0.0557722697306,0.676711421637,3.04858978606,0.946428571429,0.506773765327
3,4,0.690169795593,0.235297209183,0.678227882401,0.0532396772632,0.0437848089235,0.515917354391,0.00972466860216,0.037221291313,0.0143162862251,34.9260820015,24.5057632484,29.715922625,0.561228579412,0.298353498472,1.16015325718,0.295081967213,0.269702415343
0,1,0.611508902201,0.243109008649,0.551398156421,0.0162401830083,0.0645896153129,0.197021510133,0.0034490815318,0.00466069173095,-0.000534022718085,33.9108642674,26.7990715995,30.3549679334,0.140867132268,0.209720183237,1.25327896089,0.670602125148,0.413855756419
1,2,0.639715852737,0.233301351266,0.590401012533,0.00618123771174,0.00966702153831,0.175468421202,-0.000458435037329,0.000836026167797,0.00113503769462,33.6648634549,29.4441097509,31.5544866029,-0.645696731915,0.125375637112,0.963925720186,0.805194805195,0.361013298818
2,3,0.657911606503,0.247511738106,0.630650187318,0.0283708121293,0.00417125532128,0.213956827658,0.000953364200384,0.0140882429874,-0.00114986799931,36.7485549218,27.9489059588,32.3487304403,-0.670203241524,0.239455646128,0.940760917142,0.913609467456,0.310119450425
3,4,0.782306704012,0.218345065155,0.841027726081,0.214562587522,0.00221101357197,0.177911406622,0.000378928100457,0.0407253910732,0.00110871930448,46.9762552627,25.2837747687,36.1300150157,-0.221277571416,0.461775430431,1.72676668039,0.54609929078,0.242240157332
0,1,0.758641002226,0.254526568463,0.813702980811,0.160866266378,0.15454989502,1.19007781117,0.0639687681684,0.140204230664,-0.0525541655547,33.1018954982,19.2920888399,26.1969921691,0.574855955337,0.417190811899,0.815241229726,0.607538802661,0.309239825831
1,2,0.875062633904,0.332235950238,1.11575802469,0.894930189057,1.26672546431,5.34174509401,2.02158475693,1.36594188878,0.231633769799,43.076547816,12.3602375664,27.7183926912,-0.586928864424,0.713063414014,1.40542434985,0.462222222222,0.355556592586
2,3,0.610445735141,0.219358763819,0.535866666667,0.0205189580857,0.00809231409727,0.229890283795,0.0010919515659,0.00767004768824,-0.00195375160331,24.7224586127,18.7978732878,21.7601659502,0.685851878131,0.239643856533,0.948457229386,0.733333333333,0.335179213156
3,4,0.722108492602,0.415474195989,0.885630527626,0.594185840648,0.720137974371,3.80856491473,0.904106881839,0.802872393112,-0.0765165223491,38.5681941905,10.1531682003,24.3606811954,-0.748150320285,0.736747638477,1.06702072142,0.41425389755,0.734128228474
0,1,0.860662230535,0.325563708236,1.0757077178,0.511778671042,0.0513408205934,0.73438062145,-0.0136010799908,0.208243574677,0.00317154055906,38.5100829749,17.2726804505,27.8913817127,-0.404833853094,0.551476415625,0.60916415565,0.333333333333,0.385321256049
1,2,0.737409486175,0.23233083973,0.761298946467,0.146420504084,0.153995356159,0.662011137144,-0.024608030278,0.0904295559721,0.0282604368827,30.7392464164,17.6851516622,24.2121990393,-0.561413306501,0.424671918671,0.80151888394,0.857142857143,0.295182960072
2,3,0.773564550989,0.339250302909,0.908553136854,0.548052516922,1.33317998967,2.36710964877,-0.0346434564092,0.382728012562,0.357569565035,36.9047069119,11.7886551324,24.3466810222,-0.595169239476,0.680564997831,0.731720768947,0.910411622276,0.5085802766
3,4,0.696310577411,0.453059434893,0.880620228108,0.654658837422,1.16420753566,2.97427297727,0.166767660452,0.516806902057,0.384872215426,37.3140406442,7.67622998115,22.4951353127,0.760697848029,0.794280387526,1.04644822616,0.723300970874,0.816834381969
0,1,0.739645354045,0.206397586414,0.750362616753,0.0043687809032,0.0653149916664,0.347319866922,-0.00296403057636,-0.0056786434124,0.00430631793157,40.1458690038,36.7524259453,38.4491474746,-0.255182912886,0.0845278267156,1.08005621964,0.786220871327,0.275115606989
1,2,0.623093709512,0.230537574402,0.562215849479,0.0746239799213,0.00445284821378,0.0210133392927,-1.17846650646e-05,-0.00169370261054,2.17777917477e-05,40.5880350224,23.874478494,32.2312567582,-0.402812000957,0.41178530863,1.41935598301,0.941176470588,0.379918325775
2,3,0.57003380293,0.243705077946,0.489516517245,0.00387385829798,0.0168021692944,0.0499511986367,-0.000195407751982,-0.00171876959455,-0.000651469062777,32.9858226628,29.0273775474,31.0066001051,0.450226682877,0.120004438146,0.923896438648,0.531440162272,0.466764302379
3,4,0.74013526225,0.223600094492,0.762233502538,0.165239498801,0.0278657456766,0.355538009892,0.00732173173883,0.0491212626894,-0.00393817138695,47.9833130731,26.4726588488,37.227985961,-0.693761219473,0.448294476697,0.907101521691,0.838578680203,0.193140436877
0,1,0.592708631972,0.182716757348,0.489353483934,0.0091052835789,0.0311132215677,0.0674045670022,-2.95836773971e-05,0.00132540205085,0.000277215248785,26.2462389722,21.5418603645,23.8940496684,-0.180458385907,0.179240104178,0.831521874854,0.784380305603,0.292832239062
1,2,0.816804651225,0.313343896586,0.975175274191,0.479091205658,0.339469918833,1.02195767111,0.0540859771764,0.0946366383224,0.0598237817557,44.2808215675,18.2433847244,31.262103146,-0.661483888164,0.588007085719,1.19232089415,0.887755102041,0.337046035563
2,3,0.751305760979,0.228412772195,0.785740316535,0.146429298905,0.0336149121505,0.0375154139828,0.000292937208971,-0.00701992432223,-0.000535615613686,37.0680418963,21.7720346883,29.4200382923,0.305267933402,0.412646755143,0.655413988386,0.809523809524,0.237765924657
3,4,0.617727717691,0.286201448845,0.590517839789,0.162529277081,0.0948302184976,0.051243695068,-0.000290807340455,-0.00264526633888,0.000134765802162,34.1840962764,14.8440399133,24.5140680948,-0.520117404732,0.565761815284,1.43373073648,0.554421768707,0.449634789053
0,1,0.84649054982,0.215080677096,0.971286036729,0.208259424903,0.121928147099,1.21700426977,0.0588433767953,0.142356417878,0.0612229754035,44.1928981523,26.5410314304,35.3669647914,-0.738059966863,0.399427678652,0.95652714822,0.555555555556,0.248186071897
1,2,0.807898999402,0.206978497502,0.885635751171,0.192648631924,0.119774707578,0.183075002145,0.00233170345238,0.00930761355304,0.00175085688812,42.5674634115,24.7206487358,33.6440560736,-0.685191429808,0.419259529355,0.905758510801,0.795321637427,0.234920902862
2,3,0.667640006621,0.210105957917,0.625579415382,0.0223490322856,0.0090399377789,0.122997707942,-0.000263308656175,0.000655267317158,0.000649726189028,32.5146546567,25.4828938254,28.998774241,-0.518377482146,0.21626435543,0.884930735425,0.58357771261,0.246779196111
3,4,0.498412095295,0.326912650733,0.452891708057,0.107992480726,0.0620451041788,0.222049975127,-0.000917271699686,0.0243553475359,-0.000495495294418,32.673350819,13.0289022053,22.8511265121,-0.608218543047,0.601237648459,0.773127871402,0.808199121523,0.652248293306
0,1,0.808241141484,0.239007111356,0.903751402019,0.180016665564,0.14221363366,0.412466188134,-0.00468629995235,-0.0304137456027,-0.00459584386237,40.9711652274,24.6180251891,32.7945952083,0.248327901973,0.399137782573,0.64473251435,0.411392405063,0.297859767045
1,2,0.785263047473,0.227148536453,0.851487212459,0.15089331064,0.0883602453151,0.119077191407,-0.00172137802537,0.0259155075493,-0.00587819872793,39.5575607553,24.1733967688,31.865478762,0.337300798282,0.388905779141,0.688933220296,0.966719492868,0.257207822891
2,3,0.705634901645,0.266056838136,0.724611400916,0.138179549682,0.0514949577632,0.129149974474,-0.000231814926362,-0.0114906287035,0.000877039371695,37.1964603648,21.1031398669,29.1498001159,-0.0584004327384,0.4326573104,0.570033839135,0.522979397781,0.354221673959
3,4,0.565669298935,0.347233396053,0.5611925829,0.17264953597,0.060564147494,0.0500458743574,-5.78270973852e-05,-0.000800163215464,0.000628378153237,35.1084055689,13.5591274664,24.3337665176,0.134040243776,0.61379255917,0.408518961999,0.703645007924,0.725288383375
0,1,0.757100862802,0.186892297623,0.773881433667,0.00904622083389,0.0969409903435,0.0753073313671,6.64021503567e-05,0.000582929943461,-0.000134057733027,42.0006655314,37.1201120097,39.5603887705,-0.437891823846,0.116201813947,1.08206257493,0.971428571429,0.238082667089
1,2,0.718701398013,0.194233548376,0.706014222969,0.0189152213755,0.00214461650617,0.0453109281424,-0.000113901504993,-0.00229367932673,0.000139045053681,41.3607663874,33.9540968399,37.6574316136,0.611648549143,0.17907476564,1.06869336652,0.974358974359,0.264541399772
2,3,0.683300850785,0.20686537036,0.649237110434,0.000836597166764,0.0813507167065,0.0996170013582,0.000167612381197,-0.000845053780324,-0.000786798068133,37.0851818197,35.4682253478,36.2767035837,0.75772724896,0.043601147214,1.00246730452,0.901380670611,0.292264134805
3,4,0.520407928744,0.288941264426,0.451692654914,0.00625421388922,0.0597755060488,0.149712913337,-0.00119666920319,0.00297102980533,-0.00159801497851,32.7925703189,27.4755522163,30.1340612676,-0.196843422139,0.162140937747,1.17717871507,0.923988153998,0.631432161077
0,1,0.747213649552,0.272469788389,0.804612204354,0.138186732611,0.777971262417,1.21480678073,0.0533222792868,0.102412397737,0.0241347949476,36.9081262867,22.3891062637,29.6486162752,0.280848989939,0.393382744771,0.661660915021,0.880829015544,0.353283258182
1,2,0.666257568845,0.231871503847,0.634121957352,0.0685885696352,0.249043746548,0.285802592588,-0.0205486745677,0.0105137550599,-0.00927728040991,32.1837641163,20.7435602707,26.4636621935,0.351484175167,0.355465066307,0.721669910766,0.979238754325,0.352477588548
2,3,0.780981321241,0.317400563075,0.905487841381,0.354343007726,0.289136998859,0.568647738799,0.0362349184429,0.12109259073,0.0255466083146,41.6518042477,18.9371352688,30.2944697582,0.0673277907098,0.545346579558,0.459410636647,0.878892733564,0.416681192544
3,4,0.717180002678,0.371225636325,0.830826977646,0.334800596817,0.201747178056,0.252477040299,0.000395429640451,0.0493426043818,-0.00906955768618,40.3648386485,17.0748872089,28.7198629287,0.41941473127,0.576986115128,0.603958163836,0.626297577855,0.617142557617
0,1,0.686067334945,0.226750591466,0.664511289525,0.0212727977722,0.261069230627,0.162910112336,-0.000143208798675,-0.00115152269444,0.000632907509942,39.3831852799,31.5073631633,35.4452742216,-0.705252065474,0.199979307428,0.965560979394,0.984326018809,0.34657359028
1,2,0.736718201981,0.212064760638,0.748830333853,0.00385010179644,0.0178919429581,0.0479508509408,-0.000305801094945,0.00048567488959,0.000426949378144,39.3751399589,36.2370742454,37.8061071022,-0.214608957577,0.0796966237262,0.927290578378,0.89539748954,0.267289119344
2,3,0.70171274344,0.203202575316,0.679985250608,0.00290006073889,0.0727596479719,0.0496757368744,-0.00189193746953,-0.00102898339393,-6.38127504324e-05,37.4579394593,34.6000920489,36.0290157541,0.323422727807,0.0762948376676,1.06532720451,0.822175732218,0.264714524977
3,4,0.563304672197,0.286704823381,0.508955769332,0.0473130932882,0.0359578637998,0.0527725562887,6.93466530978e-05,-0.00125732608298,-0.00020013393049,37.2694715401,23.6057906677,30.4376311039,-0.393341112512,0.366618583731,0.732338397615,0.914225941423,0.61029281407
0,1,0.62880934206,0.217232749609,0.563297811364,0.116654325588,0.181997729209,0.222770674221,-0.00139338250489,-0.00952469041774,0.00314853031535,34.7428111185,17.1992917383,25.9710514284,0.0734256136937,0.504953940553,0.500149633402,0.614692653673,0.321003878
1,2,0.600429584899,0.310465477775,0.581423680963,0.165480054239,0.309421671984,0.689880571335,0.0129515978023,0.0337444781011,0.0267252676769,36.3081292271,15.2629660563,25.7855476417,-0.66576737178,0.579626756288,0.845902224858,0.728635682159,0.543407189185
2,3,0.730838314802,0.282432127495,0.783639550003,0.167045821576,0.352522765504,0.807712831961,-0.00481352594755,0.0874394860855,0.0261882940715,39.8224570619,22.3305422362,31.076499649,-0.624333054537,0.439247502949,0.846500770311,0.836090225564,0.327233309991
3,4,0.877588801071,0.246205362268,1.05899593287,0.367271264211,0.0428468554246,1.71821140768,0.0364129584083,0.402843388217,-0.104938252388,47.0936655758,24.5632210387,35.8284433073,-0.643451110252,0.478417729044,0.850709817692,0.531531531532,0.261769659638
0,1,0.737244587592,0.204588692594,0.744969473992,0.000954938175513,0.0229447177262,0.112964964679,0.000776730374543,-0.00090737859093,0.00033268094942,40.7856420671,39.1274904083,39.9565662377,0.593625929954,0.0406552790336,1.01564496003,0.738805970149,0.268809734371
1,2,0.719662885298,0.214593231556,0.718371880343,0.0194828160726,0.0246830266379,0.00447553286024,-0.000140435162203,-0.00119435269412,4.21497158689e-05,42.8688087856,35.2103730268,39.0395909062,0.639140913989,0.178648205438,1.05769047141,0.959850606909,0.290311140484
2,3,0.61950522051,0.23649784775,0.56008372848,0.00299319729326,0.073384169736,0.115016616126,-0.000300199696076,-0.00086819155682,0.000335853198123,36.2889573379,32.9015237965,34.5952405672,-0.100752552176,0.093346124824,0.908464553922,0.619981325864,0.384939497949
3,4,0.615459401152,0.280905645281,0.583505983055,0.0642796644765,0.0155630854795,0.0799673796041,-0.000249019974515,0.00799033735536,-0.000788059204227,42.3233541163,26.5732817662,34.4483179412,-0.544090944282,0.372136676757,1.22685341056,0.573831775701,0.521904922031
0,1,0.749468194708,0.210979564535,0.771286760946,0.142846607024,0.181023567956,0.0852810212853,0.00117466242246,0.0283050839527,-0.0123379774352,44.5116288005,26.0405770532,35.2761029269,-0.147564013616,0.414971373663,0.601347671714,0.452436194896,0.251155809419
1,2,0.708122040204,0.242863659501,0.713823026732,0.0757535583202,0.0390473178199,0.143856824999,0.00330801150504,0.0107718973069,2.16179180585e-05,41.26930561,27.481828879,34.3755672445,-0.77170772418,0.334085503191,0.989499018158,0.513356562137,0.320233461366
2,3,0.656687911554,0.245088158807,0.625780195084,0.0379223170715,0.152993754197,0.513915654698,0.00190596132953,0.0146306363394,0.0206590750318,37.5889585493,27.2443973516,32.4166779504,0.631274259098,0.275202123094,1.09932219162,0.789779326365,0.361944861193
3,4,0.603663635041,0.284720758337,0.568024607896,0.0234164622937,0.109677757729,0.300975799883,-0.00357558879875,-0.00882883175202,-0.00883650795067,35.2165340026,26.7170429502,30.9667884764,-0.152063616376,0.241349448295,0.768795350533,0.53488372093,0.505605463239
0,1,0.991549851837,0.416794326528,1.47149485331,1.82973219552,2.95680044705,11.4911342457,10.446963379,4.75282162978,-4.65131884595,49.0529664232,10.0614966645,29.5572315439,0.626368252789,0.79488505185,1.34421353772,0.305164319249,0.38889205063
1,2,0.975990882587,0.400394962738,1.41553153034,1.66908519794,1.55648543196,5.33813971534,1.36219638838,1.63281628824,0.728633865121,48.0287196104,10.2619598658,29.1453397381,0.528348881164,0.786337009418,1.62127240475,0.732394366197,0.445899039647
2,3,0.569515643098,0.17537589185,0.453870372019,0.00743679923894,0.0243555453276,0.0416488337034,-0.00012350450847,0.000596259591204,1.82852601051e-05,21.4011903539,17.6565342686,19.5288623113,0.192624797491,0.174974196454,1.19474315136,0.891509433962,0.258296120836
3,4,0.654180756546,0.300623171306,0.660794463668,0.180393455504,0.643282336076,1.62125755839,0.00501865158763,0.160073969102,0.122356761514,30.3758732446,14.1653419608,22.2706076027,-0.551784717357,0.533664700048,0.742283194945,0.912941176471,0.449893002241
0,1,0.6259091238,0.215458112396,0.557823021275,0.018192271614,0.0330268443638,0.155517037258,-0.000834268587002,0.00538465874382,0.00109975423014,35.4088995666,27.6681977819,31.5385486743,0.100772228458,0.218608933896,1.27314195457,0.954696132597,0.334404328181
1,2,0.726028753976,0.245289359785,0.747635298068,0.139258862651,0.0335479511336,0.0877681853447,-0.000863075992418,0.00470861703154,-0.000424368231968,45.0407026845,26.0341099462,35.5374063154,-0.755374122779,0.421987038512,0.970481147331,0.910497237569,0.333461971437
2,3,0.734293233826,0.230576097911,0.755766737919,0.16830990656,0.130877022022,0.102562135309,0.0103335932633,0.034129560017,0.00349550938052,45.8893984581,24.9798432044,35.4346208312,-0.430769708555,0.455651108019,1.44697332451,0.72203765227,0.239081818029
3,4,0.611823287526,0.26182929728,0.564396683374,0.0846538924341,0.00602561159699,0.0267674851121,-5.24252507108e-05,-0.000942923546791,-8.07831794234e-05,39.3252207413,22.2347795295,30.7800001354,-0.0210053050858,0.434592378368,0.565757871849,0.867256637168,0.40849654841
0,1,0.706177686949,0.234676129004,0.703966151347,0.0794076695755,0.0518873389834,0.193780662393,-0.000162670407391,-0.000381306041645,0.00213657752797,32.3554775092,21.1742102713,26.7648438902,-0.566718482603,0.345575713874,1.18672492332,0.760828625235,0.230957452262
1,2,0.94907739183,0.286397310427,1.25174083304,0.920841784119,0.0439599828206,0.555021364919,0.000849705809889,0.17662979035,0.0172156484103,48.4151484407,17.5972715926,33.0062100166,0.418554926503,0.636533767647,0.567083664931,0.618867924528,0.319671146437
2,3,0.802113241341,0.267748518351,0.910751156995,0.376251740293,0.194150242696,0.365928879069,0.00353854411729,0.033069681766,-0.00649611892261,40.1944457589,17.7538441742,28.9741449666,0.721838519537,0.558301057795,0.917967548134,1.0,0.327861617581
3,4,0.474801517249,0.26672609501,0.378350563356,0.0800308766581,0.0528702508664,0.0901223038857,0.000349635640911,0.0079357577667,-0.000312348584439,26.449957066,10.0493563609,18.2496567134,0.446851943333,0.620061524643,0.601637440296,0.850661625709,0.614778473807
0,1,1.02881301521,0.325949925345,1.4800451421,1.69358546783,2.11986895325,12.6729597435,2.26060417369,4.73744649523,-1.68250827524,43.6175839687,11.0547782934,27.3361811311,-0.652885790985,0.746552255134,0.790950165031,0.912280701754,0.327516748933
1,2,0.883325473694,0.200822309135,1.0459576371,0.527828047052,0.0824050838751,0.581740039008,0.010736418466,0.193503132958,0.0239373646806,34.768206983,14.7600135567,24.7641102699,-0.602087873866,0.575473835509,0.775434171381,0.721407624633,0.193553750912
2,3,0.780819558183,0.428866706946,1.01101641713,0.665942148336,1.34474813869,5.74695480909,0.377232768106,1.25588073813,0.25992121606,35.2995920094,11.5310535916,23.4153228005,-0.632794582445,0.673337482527,0.78076916047,0.868035190616,0.64454377992
