,Pop,Raio_medio,std_R,tm,tm_std,tp,tp_std,I1,I2,I3,I4,I5,I6,I7,a,b,f=a+b/2,tetha,Excent,flong,sym,Conc
K0003,3,0.735721088608,0.227267841944,8.87010036453,0.256780855145,8.90457221356,0.0363416442237,0.756704290878,0.0560077592221,0.1958263983,0.731921166012,-0.000642027082709,-0.0104757690879,-0.033330530055,39.3150631569,28.4462574372,33.880660297,0.35585327138,0.276453980916,0.78551729879,0.383033419023,0.244443953881
K0003,4,0.440010060534,0.180337037735,8.87010036453,0.256780855145,9.23806242203,0.140391250055,0.288195754736,0.0204594785142,0.016086211389,0.0351754434615,8.43375147576e-06,0.000582205174638,-0.000135859503761,25.9202635176,15.0385475008,20.4794055092,0.131916033758,0.419815022691,0.593408353969,0.759948652118,0.361729745734
K0005,1,0.703470004217,0.194332181314,8.75935841062,0.418605861838,8.12915806066,0.263145223421,0.678019395135,0.0334167331936,0.108018999724,0.82419403857,0.00327371777597,0.0424216175099,0.039197746425,36.6453553347,27.7945758236,32.2199655792,0.459403602773,0.241525274628,1.17948233759,0.158974358974,0.243362286429
K0005,2,0.751713529053,0.235198309951,8.75935841062,0.418605861838,8.77391482407,0.0572126334895,0.789710716634,0.0879181962388,0.0694624723215,0.517925110212,0.0159855577994,0.0297970650578,0.00637441912712,41.1643578889,27.7379356747,34.4511467818,-0.573407052199,0.326166200635,0.855806625484,0.625641025641,0.296381968907
K0005,3,0.685974539687,0.263889822601,8.75935841062,0.418605861838,8.95408935833,0.0584918554939,0.689364001031,0.131171696566,0.103881129308,0.0537428535355,-0.000694809757722,0.0148263708649,-0.00236745709563,40.4499290552,22.5633333229,31.506631189,0.0665775090767,0.442191028516,0.561391653637,0.789203084833,0.352988114434
K0005,4,0.598685018659,0.309226974294,8.75935841062,0.418605861838,9.18095437597,0.107905588539,0.578616144921,0.172353313477,0.0571486416969,0.0402541188144,-2.53919199246e-05,-0.0011782938913,-7.23875159042e-05,39.3483769329,15.9584817674,27.6534293502,-0.218403982593,0.59443100297,0.460464428835,0.803594351733,0.575646273249
K0007,1,0.707740508609,0.149757688861,9.47414612065,0.173722252903,9.27329332045,0.0755711702019,0.665922240981,0.0151593131306,0.189659143548,0.0383763570978,0.0040062011031,0.00110187253237,0.00164606684702,27.9209036133,23.1578386209,25.5393711171,0.36030573707,0.170591362599,1.15008056426,0.48987854251,0.187876698936
K0007,2,0.800443349195,0.324176506656,9.47414612065,0.173722252903,9.40825837437,0.0242338309188,0.948831319969,0.323855126284,1.02759383369,1.49714614315,0.55160522306,0.412332092215,-0.0582475384033,38.7259481184,19.3698639796,29.047906049,0.411188410224,0.499822085172,1.54244700706,0.825910931174,0.369187867819
K0007,3,0.873133492054,0.318298733249,9.47414612065,0.173722252903,9.50112422116,0.0517655272403,1.10331565206,0.782632931181,0.261988604242,0.792831989566,0.0252882012529,0.146260159926,0.0261340008721,44.2286489651,14.6680541987,29.4483515819,0.366847844091,0.668358529099,1.9861032018,0.711382113821,0.373717836967
K0007,4,0.542173870934,0.345479809162,9.47414612065,0.173722252903,9.71430708373,0.0929130843473,0.526733292464,0.190459014577,0.178879665778,0.348408849835,0.0488074093516,0.114346915844,0.00393048951367,30.8166400423,9.43677642215,20.1267082322,0.146205186137,0.693776595722,2.9459868871,0.596348884381,0.693606317512
K0008,1,0.742667699644,0.220229453823,9.01695621132,0.370062516779,8.51332890664,0.336676554223,0.764088450781,0.048788069857,0.361603239446,1.0120243966,-0.035899199843,0.0168689209465,0.106192043971,39.7973569012,29.5546754574,34.6760161793,-0.268121571813,0.257370896996,0.775836305516,0.482587064677,0.305943857906
K0008,2,0.588182311032,0.211104955797,9.01695621132,0.370062516779,8.98242419134,0.0752305179754,0.497257184228,0.00794395158275,0.0269293321121,0.183887523663,-0.00126235844342,0.00111505024314,-0.00249462249129,30.7068191149,25.6177743827,28.1622967488,0.327868978374,0.165730117248,0.866724987386,0.751243781095,0.33538961682
K0008,3,0.741972620708,0.235276401036,9.01695621132,0.370062516779,9.1973904081,0.0428256153544,0.773415588212,0.0968375769314,0.00803312552622,0.240319774217,-0.00102134100794,0.0301024507973,0.000513731422596,41.7097487286,27.2289196991,34.4693342138,-0.144344943303,0.347180922228,0.665814822592,0.561097256858,0.255412811883
K0008,4,0.623340453589,0.274646232895,9.01695621132,0.370062516779,9.37494780918,0.106382699497,0.591494535591,0.0834293480403,0.0119056019379,0.341946225227,0.00069793174732,0.0428457079507,0.00621106462697,37.6007911487,22.0467900909,29.8237906198,-0.699817361554,0.413661536968,1.08694121811,0.311332503113,0.414235061605
K0009,1,0.625856585183,0.260795129927,9.15986397918,0.243704279701,8.85816375822,0.175503701199,0.585195113202,0.114587991002,0.0435050809288,0.062549254804,0.000578350863725,0.00511448508921,-0.000511277733393,40.6850935717,21.0252811343,30.855187353,0.431935156229,0.483219054241,0.673646348898,0.870535714286,0.448225092666
K0009,2,0.774067659099,0.213870650744,9.15986397918,0.243704279701,9.10724777612,0.0272490909294,0.821032465721,0.12130778565,0.131251372678,0.205853787248,-0.00192542333799,0.00712891407649,-0.00214711875993,45.775874077,29.1058363499,37.4408552135,0.696854248701,0.364166453689,1.07774459702,0.924107142857,0.199762462144
K0009,3,0.711196679789,0.243270819155,9.15986397918,0.243704279701,9.21544508914,0.0450521366874,0.720844656647,0.00259889575344,0.147300792505,0.123358017473,-0.0174448943749,0.0011376048503,-0.00487552146808,37.1486386348,34.608079111,35.8783588729,0.0544707878882,0.0683890343536,1.07295724665,0.543624161074,0.310237951892
