,Pop,Raio_medio,std_R,I1,I2,I3,I4,I5,I6,I7,a,b,f=a+b/2,tetha,Excent,flong,sym,Conc
3,4,0.651372751111,0.318897880935,0.670086210301,0.187318595097,0.0205945328948,0.00481764389444,-5.1084003627e-09,-1.6211169071e-06,1.63368488666e-09,43.0960060573,19.9896127578,31.5428094075,-0.356881244966,0.536160897806,1.70529242178,0.800475059382,0.556155887881
0,1,0.78239009834,0.184070622666,0.822686997271,0.0825123437421,0.000467896744462,0.531681962238,0.00160373151724,0.0432695202837,-0.00183313218755,45.7772905701,31.7947443732,38.7860174716,0.252709170663,0.305447221159,1.37105517105,0.360169491525,0.180950230413
1,2,0.790615940441,0.199940748683,0.846918988796,0.165519007604,0.294674990548,0.0189296514379,-0.00260656892678,-0.00224037202034,-0.00180971337693,48.6528260841,28.8247916857,38.7388088849,-0.481842217939,0.407541267266,0.754845833371,0.716101694915,0.206349253659
2,3,0.618106721182,0.223105740904,0.551059091872,0.00747488264635,0.0777165076031,0.0375790298186,-0.0028599650915,0.00314716893011,-0.000890850351778,34.6566166492,29.58563132,32.1211239846,0.302175482528,0.146320842005,1.13863181585,0.537154989384,0.360361545299
3,4,0.49574495112,0.22799611727,0.379524745038,0.0217733315111,0.00690629181683,0.0627414676341,0.000222559847689,0.00295567283967,-6.28734335181e-05,31.5290001995,20.9162492982,26.2226247488,0.475571092152,0.336602836568,0.794729019295,0.791092258749,0.448797501081
0,1,0.656469408564,0.210185952526,0.604885396975,0.0455857796434,0.0113895753235,0.511037816347,-0.0056665515093,0.0417545321466,-0.00563952235642,30.0583865819,20.7865425844,25.4224645832,-0.208556553104,0.308461133541,1.39747799902,0.0289855072464,0.299619571252
1,2,0.682985250334,0.282413593129,0.695330550305,0.16784529945,0.30860682336,0.750687669068,0.0313859505606,0.0757704405334,-0.0018596107417,34.9276664499,17.7580396283,26.3428530391,0.289377770003,0.491576694545,0.582549714835,0.742753623188,0.397308801279
2,3,0.768065132875,0.355676616058,0.915259504132,0.488495973991,0.289716649255,1.99951275788,0.356553613968,0.580020456547,0.0180839948448,42.1379023162,15.4262146192,28.7820584677,0.387561863818,0.633911187524,0.542297753348,0.843636363636,0.446342417782
3,4,0.82187525819,0.358850928754,1.02562244525,0.565515430279,0.966441402967,0.143901280194,0.112592493746,0.111305968435,0.139184089548,44.2600080178,17.364433754,30.8122208859,0.302621912211,0.607672150737,0.497675580538,0.021778584392,0.490564821764
0,1,0.67869593206,0.226545370421,0.651665023011,0.0827647267777,0.00121343610836,0.0373739769491,3.72221918552e-05,-0.00385649832303,-6.26770232081e-05,38.2804341879,23.8286220789,31.0545281334,-0.343642400439,0.377524769914,1.42688944116,0.987179487179,0.33058640913
1,2,0.754154178993,0.224976375407,0.788408941486,0.0601845563924,0.1298238416,0.385588397673,-0.032718110816,-0.0308519534747,0.00165271276359,40.1575097217,29.1068773727,34.6321935472,0.271392096128,0.275182211886,1.31394054691,0.961538461538,0.294594314284
2,3,0.711566333724,0.227280513068,0.712092174913,0.0468723435703,0.031736075128,0.0139120414481,-0.000382615890841,-0.00185321778319,-2.17850696746e-05,38.0117055709,27.7694272162,32.8905663936,0.19059611334,0.269450638978,1.33653804968,0.881748071979,0.291100007302
3,4,0.555154768369,0.262631500765,0.480669565834,0.000564154871626,0.0116381757285,0.187650604671,-0.00228311277863,0.00128871857365,-0.000218000013355,28.0337067338,26.6810354728,27.3573711033,-0.239611916601,0.0482516020357,0.957072575002,0.944801026958,0.569415421135
0,1,0.625788618931,0.213963182575,0.556993642794,0.0267096018776,0.000265182115887,0.106082809025,-0.000156932145463,0.00713329473306,3.26879730784e-05,38.3925547018,28.3765700849,33.3845623934,-0.602424954287,0.260883514907,0.899980403471,0.762463343109,0.337046035563
1,2,0.616057831703,0.247968947141,0.561589788721,0.00904849962424,0.0631933327151,0.0293243477318,0.000901587566643,0.00252857063239,-0.00162196029281,36.6556352701,30.8932001966,33.7744177334,-0.165837184016,0.157204616181,1.17532154082,0.830889540567,0.412164656397
2,3,0.659275188619,0.262101556346,0.642211885373,0.00213165325273,0.077837938886,0.207512456954,-0.00100142887951,-0.00201598145469,-0.00247338669622,37.4923387362,34.887216512,36.1897776241,-0.595959067584,0.06948412161,1.02695440503,0.861900097943,0.400517849154
3,4,0.777622266296,0.194380615054,0.818999620865,0.00171202427016,0.0925096289475,0.172158671086,-0.00793718393716,0.00322541579296,-0.000590762361891,41.9357726308,39.868050165,40.9019113979,0.223741630534,0.049306888513,1.04663275622,0.598825831703,0.186052667283
0,1,0.765569307418,0.268361997967,0.838028038891,0.273732449043,0.0423540463867,0.106063102725,4.94940762118e-05,-0.0121382500104,0.000707353326181,49.5269921705,23.8186922125,36.6728421915,-0.0494058365836,0.519076544554,0.483322034033,0.355160932297,0.374495617877
1,2,0.716819437973,0.236247704433,0.72537974208,0.061599741007,0.188066121236,0.518506711336,-0.00761686934897,-0.0270445327972,0.000380864670239,41.8852956683,29.3238912362,35.6045934523,-0.0958039591194,0.299900101735,0.705070600651,0.46614872364,0.287175668515
2,3,0.619748106612,0.208277192459,0.545542507371,0.0381528863387,0.0109503725928,0.0395372372364,-3.8152356618e-06,0.00175532718241,8.35176239394e-05,36.49773311,25.0935516485,30.7956423793,0.0217978137232,0.312462733702,1.45389925131,0.93659621802,0.289978203633
3,4,0.58766632198,0.216838593557,0.500185185185,0.0148525638409,0.00349798405634,0.0828171725157,0.000169904931445,0.00505104447298,0.000481439636241,33.4619381486,26.0953130275,29.7786255881,-0.316243713927,0.2201493855,1.22031614958,0.848888888889,0.364068234983
0,1,0.83534737327,0.149176653568,0.917026165416,0.06433915727,0.0421477027876,0.668880794397,-0.0298346931556,0.0905095783161,0.0365330340813,49.4879579338,37.2529125793,43.3704352566,-0.359484318931,0.247232778747,1.23519094255,0.151051625239,0.147107878548
1,2,0.729717233135,0.185172958252,0.721793667216,0.0916839439688,0.0235391428596,0.06555105933,-0.000109735059026,-0.00514062741017,-0.000446538098581,46.2972622638,29.6065568837,37.9519095738,-0.368192808864,0.36051171417,0.725103597768,0.946462715105,0.25244526874
2,3,0.670521747876,0.191527272831,0.620461201392,0.0127571700035,0.0204497533672,0.308552860899,-0.0032400731578,0.0075591187143,0.00133078828441,39.1325652951,32.5528541059,35.8427097005,0.379931877699,0.168139020266,1.14195200264,0.77969348659,0.25771432411
3,4,0.439035697123,0.225647247434,0.310567065772,0.0224824919384,0.027536647727,0.130045547396,0.000835919186867,0.0055709262863,-0.000581342659958,31.0235905546,18.3223132827,24.6729519186,0.743156042361,0.409407068776,0.960056628279,0.861244019139,0.513877193867
0,1,0.679051602843,0.188066653554,0.632012235649,0.0501387843801,0.0549172215771,0.151606826156,-0.00343582044532,-0.01351773169,0.000779757844955,37.2141554271,25.6962688033,31.4552121152,0.342201243819,0.309502835456,0.754478245442,0.457354758962,0.234192315804
1,2,0.696778107267,0.229038978259,0.684791460715,0.0139456529073,0.0440149472576,0.485404714196,0.00789879352013,0.0149950616651,0.00403816745111,36.0425439811,30.2806900556,33.1616170183,0.42057647536,0.159862575977,1.12239601035,0.70457354759,0.321963572077
2,3,0.611458204338,0.255244029011,0.560211224892,0.0470510384054,0.111354664058,0.0694256387978,8.36803077795e-05,0.000836142185582,-4.38574763582e-05,35.4157833934,23.5389914947,29.477387444,0.338500338988,0.335353075965,1.3654750664,0.842627013631,0.436462441981
3,4,0.730099371092,0.293793186545,0.78934510097,0.208929890673,0.0619599813842,1.04491370615,0.0644299374175,0.199752536576,-0.0350298738951,44.880248309,23.1716783608,34.0259633349,0.562851358859,0.483699862772,1.29005235789,0.339108910891,0.349122032327
0,1,0.739501390372,0.249845371776,0.77556206022,0.100681632764,0.16687119502,0.338470700299,0.0129955822588,0.0399332027615,0.0488128836001,31.6396117036,20.4881591552,26.0638854294,0.344034443492,0.352452256775,1.38713678766,0.89519650655,0.272189998056
1,2,0.753732024094,0.316814810999,0.850827596728,0.254381835476,0.157722944903,0.818968645413,0.0760100386075,0.160389800451,-0.0423533347232,35.2328597295,17.81464994,26.5237548348,-0.489387455841,0.494373999819,1.41019376296,0.737991266376,0.446089377733
2,3,0.837119556643,0.390738943707,1.09093663435,0.613660412219,0.849793613943,0.652737342505,0.332735358949,0.354891774261,-0.0514574402305,41.3444423047,16.7482987663,29.0463705355,-0.110989856794,0.594908098099,2.38256682514,0.802631578947,0.462865623166
3,4,0.764603804091,0.442710480818,0.995494352379,0.849210539043,1.19590223203,2.32254971066,2.25620042737,1.4216404862,0.00156866016146,41.8587719092,8.22234093206,25.0405564206,-0.197983894558,0.803569465681,3.5644365118,0.385120350109,0.739305604698
0,1,0.886088832477,0.163956703258,1.03408947826,0.119435499296,0.0332606406212,0.0548933836943,1.67081018386e-05,0.0016031736241,-0.000178440600516,48.0294854085,33.928804086,40.9791447472,0.458842425449,0.293583851724,1.2286845688,0.968899521531,0.138887914879
1,2,0.778895620471,0.207655495059,0.827456445594,0.0684929950383,0.116192858136,0.213836257031,-0.0202543698955,-0.0233717889352,-0.00316234168977,42.6742203107,30.7558982138,36.7150592623,0.440853549485,0.279286229722,1.22615523694,0.973684210526,0.271502279129
2,3,0.657885609049,0.197580997771,0.602286516111,0.0220635456813,0.018575120781,0.0375019165029,-0.000488527704489,0.00209886690519,0.00045439402604,35.3889154839,27.5109519759,31.4499337299,-0.20003495947,0.222611046431,1.26008713909,0.906474820144,0.289830632647
3,4,0.457818593194,0.253878619582,0.349326257664,0.0114734698253,0.00952114158874,0.0139049988094,-5.98708776762e-05,-0.00126849720226,-0.000109554480805,27.6089786933,20.1120361005,23.8605073969,0.664662509818,0.271540018777,1.07622224466,0.929341317365,0.557554315123
0,1,0.819323034755,0.373824623838,1.03022595641,0.617357448249,0.318049472728,0.127818424049,0.00210157148492,-0.0152025822018,0.00929234366173,34.3035509911,12.5872645521,23.4454077716,0.352014473998,0.633062345198,1.94347891586,0.462962962963,0.472145913466
1,2,0.633457491063,0.261280450362,0.598328365076,0.0754773029278,0.0743810449127,0.0135565006024,0.000296630086086,-0.000934597771614,0.00121965241645,23.7486117938,14.4583431121,19.1034774529,0.549455180452,0.391192073134,1.23594253666,0.835913312693,0.367712937287
2,3,1.01584266059,0.454907982286,1.5785927211,2.02107594238,2.68036128665,6.80468096426,6.32377789971,3.60395681273,0.446437066138,44.0244692663,10.0691559472,27.0468126067,0.479427049099,0.771282740824,1.77305988368,0.947368421053,0.48757403025
3,4,0.934370069508,0.506212374876,1.4386987319,1.77110207884,2.88815177789,5.34128517449,6.92666668326,3.73856175697,0.0815594392723,42.2979196302,8.34773960815,25.3228296192,0.363490438629,0.802644203754,2.3400603202,0.66253869969,0.757327142272
0,1,0.958794666463,0.438509949393,1.41422503585,1.52284208845,0.311361918431,4.16073449415,-0.224948027164,1.61704538918,-0.658992972338,41.996917802,10.9547543504,26.4758360762,-0.666095613165,0.739153373063,0.811204862773,0.894894894895,0.515098336677
1,2,0.734476955946,0.344879355452,0.837639441243,0.378559104474,0.0333540259451,0.89337941239,-0.0132865463166,0.158487180707,-0.0336554130707,31.1068920544,12.1695111838,21.6382016191,-0.719995555367,0.60878408674,0.908371901328,0.678678678679,0.471871168226
2,3,1.04203905968,0.389479455832,1.58423161526,1.83837898347,8.23672968619,17.9735330383,-5.48523993885,6.60778267592,8.02342797073,44.1174135374,12.2953845558,28.2063990466,-0.551614505492,0.72130314155,0.665781898906,0.634441087613,0.410509210229
3,4,0.590478506769,0.290977451218,0.552937654231,0.153508021429,0.00726760640828,0.0528370727629,9.06125097468e-05,0.00293334215203,0.000223323801021,25.0460868115,10.3438261901,17.6949565008,-0.443668168168,0.587008291238,0.617848002036,0.78313253012,0.493520256506
0,1,0.788161452036,0.189833195232,0.836655698398,0.0195984991423,0.0822915626862,0.381274113095,0.00812711831971,0.0134707609401,0.0142225631809,39.3321005736,33.2191378123,36.275619193,0.589447974846,0.155419178538,0.938008001911,0.941919191919,0.215986062875
1,2,0.851208726353,0.24732236848,1.00019290123,0.532736273711,0.0996521803366,0.144157263152,-0.000120536604416,0.0148374449373,0.00188331701869,52.3492875797,20.692104799,36.5206961893,-0.414364687487,0.604729963756,1.71642518919,0.893939393939,0.302546439628
2,3,0.67376449301,0.21391173252,0.637716712065,0.0034866080946,0.067384113092,0.105091647696,-0.00183613943987,-0.00239539422008,0.00423189629184,33.1796242637,30.2373501459,31.7084872048,-0.715691099664,0.0886771379443,1.01295072013,0.921518987342,0.272980825129
3,4,0.508383131417,0.259942938872,0.41547050334,0.0759049892866,0.0478435117592,0.259105921367,0.00322978149262,0.0204698325213,-0.00235526616019,33.0625005594,14.8801790757,23.9713398176,0.71889545474,0.549937880563,0.91560790502,0.713021491783,0.513708932719
0,1,0.520282369847,0.226665727144,0.409599245794,0.034300404547,0.0136713992704,0.106726023985,-0.000182181502671,0.00864882949279,0.00119038998332,28.7950565906,17.6863623512,23.2407094709,-0.71995343708,0.385784768455,1.0608628188,0.473457675753,0.433304003404
1,2,0.764608742234,0.29675902212,0.856771865504,0.355408389322,0.183205241155,1.65446824321,0.195875408306,0.387288622868,0.104588321747,44.9720254801,19.0465166838,32.0092710819,0.30374119636,0.576480790437,1.91457827327,0.33908045977,0.38228534136
2,3,0.697901103569,0.270069102875,0.713246465848,0.118745556211,0.410664226315,0.0112988657156,0.00733941620022,0.0146346773259,0.0102740682231,38.3733631796,22.6531048469,30.5132340133,0.110600237088,0.40966589921,1.66832878154,0.804597701149,0.357157181237
3,4,0.790552376889,0.202143996968,0.849343201698,0.168274272611,0.254949302855,1.12392488901,0.0469751902046,0.16282053898,-0.138960563724,41.8423515969,24.706106807,33.274229202,0.64125484338,0.409543061897,1.14819124208,0.270503597122,0.216404110228
0,1,0.836793115535,0.118466994967,0.909642355741,0.15365252433,0.0224761128405,0.235273695184,0.00524206605393,0.0401275085713,0.000984170906716,51.6559466293,32.5760162752,42.1159814523,-0.104352143874,0.36936561227,1.56768769779,0.450731707317,0.116637348594
1,2,0.694517683494,0.228987358438,0.681029863177,0.138941947958,0.0251462043499,0.0069003373166,-5.83447525245e-07,1.78779309434e-05,1.01350225031e-07,46.4784576941,25.1391210944,35.8087893943,0.0185196506221,0.459123164975,0.541166716386,0.485853658537,0.32912721979
2,3,0.63942169334,0.24948098886,0.601077466558,0.0309508089945,0.0293586155151,0.347475246193,-0.000183759661255,0.0106505799788,0.00631198548909,39.8717198535,29.4933034616,34.6825116576,0.708410932619,0.260295177384,1.04594299608,0.756598240469,0.402359478109
3,4,0.503052373346,0.203692728822,0.375449180603,0.0117554127073,0.0368397201305,0.120645701101,-0.000161648374347,-0.00135678273664,0.000617759450352,31.4796594361,23.3852706962,27.4324650662,-0.402305926673,0.257130759511,0.816294383488,0.421875,0.389220165424
0,1,0.584906348082,0.214257314616,0.494040838301,0.0135795545994,0.0303188414691,0.0539031768135,-0.00148110438395,6.56016807756e-06,-0.000968109337493,29.5692300866,23.2506686567,26.4099493716,-0.382146231201,0.213687046007,0.842025019607,0.449720670391,0.329171384106
1,2,0.657203229616,0.224595747192,0.614166224525,0.0109737973292,0.0297132937978,0.050602593361,0.00034905328485,0.00171060620167,-7.19919824613e-05,32.0857674637,27.0088058474,29.5472866556,0.432504875594,0.158230954647,1.11749484901,0.837988826816,0.288490595938
2,3,0.851276228422,0.26679324586,1.01617902063,0.464841005566,0.0734594215495,0.0743510597279,-0.000789396116549,0.00530590841903,0.000749799821415,49.2412766245,21.8518639777,35.5465703011,0.403811889785,0.556228727692,1.65218007057,0.966386554622,0.240037731886
