#num, CALIFA_ID,ned_name,ra,dec,Mr,u-r,objID,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroRad_r,petroR50_r,petroR90_r,z,re
228,K0229,NGC2710,134.9517159,55.70623232,-19.61,2.36,587725979617722508,17.59627914,15.69090939,13.87018013,13.27936363,13.01176262,13.19265842,27.62774467,14.9007206,30.5007267,0.008332,17.423999786
229,K0230,NGC2719,135.0654617,35.72763231,-19.27,0.99,587734623244582940,17.13829422,15.19073868,14.391819,14.12280273,13.94590473,13.91343021,17.78199768,7.932864666,21.66125298,0.010587,9.1079998016
230,K0231,UGC04722,135.1005338,25.61474391,-17.05,3.06,587739157111177344,19.76840019,18.47343636,15.5756073,15.32299423,15.37819195,16.5283947,30.83189201,13.66891479,29.12869263,0.00575291,16.631999969
231,K0232,NGC2730,135.5659391,16.83829008,-20.4,1.89,588023239669842054,17.73199654,15.4088583,13.89783096,13.45731163,13.34308624,13.59123325,37.82189941,17.29401779,32.58095551,0.0128214,20.195999145
232,K0233,NGC2735,135.6610882,25.93459307,-19.89,2.57,587739157111439402,15.75376606,15.75810623,13.96037769,13.0909977,12.65732384,12.3187933,15.34508514,6.272701263,18.52627754,0.007772,6.3359999656
233,K0234,NGC2738,136.0019099,21.9676114,-20.4,1.88,587741390495154327,16.7069397,15.00380802,13.61069298,13.04480457,12.75426197,12.63504791,24.6312542,11.31340027,27.80052948,0.0103593,9.8999996185
234,K0235,2MASXJ09043394+4517323,136.1410384,45.29221479,-17.39,1.96,587732048943120482,19.04510117,16.89820862,15.4766798,14.89305973,14.65014935,15.15690613,27.30592728,12.00928307,26.61134148,0.006133,15.048000335
235,K0236,UGC04773,136.5012283,18.76457069,-20.06,2.69,588023046403194942,15.93003178,16.36794281,14.47254181,13.59729004,13.14540672,12.84904861,16.27762604,6.52732563,21.31629372,0.0114965,7.1279997825
236,K0237,IC2434,136.8168781,37.21536947,-21.8,2.38,587734623782305827,16.7500782,15.74965858,14.0440588,13.3225832,12.9371109,12.7419405,20.14681816,9.614189148,22.98973465,0.02395,10.692000389
237,K0238,NGC2764,137.0727741,21.44334122,-20.4,2.12,587741533308649556,16.35583496,15.01199532,13.45374393,12.79502583,12.43933105,12.27253056,24.70584488,10.81381607,27.2904911,0.009066,11.484000206
238,K0239,UGC04800,137.3310122,54.91195013,-18.73,1.78,587725469598285989,18.25706673,15.89971066,14.57420826,14.08137512,13.88603306,14.05476475,32.81824112,13.17860031,29.41335869,0.00820369,13.859999656
239,K0240,NGC2742A,137.4919939,62.24735463,-22.13,3.01,587737826756198431,16.34482574,16.29492188,13.96315479,13.1660099,12.77378559,12.78814411,29.1424408,11.93158817,28.4732399,0.0260727,16.236000061
240,K0241,NGC2769,137.6340215,50.43327122,-21.55,2.68,587728932418093093,15.50041294,15.43354797,13.57592678,12.70299911,12.2258482,11.93323708,19.53086662,8.788442612,27.09041786,0.016088299,9.8999996185
241,K0242,NGC2776,138.0605118,44.95485195,-20.85,2.37,587731522281668676,16.19242477,14.53781128,12.74116993,12.13689041,11.798563,11.85561562,39.38132095,18.53375435,41.07284927,0.00880665,24.552000045
242,K0243,NGC2778,138.1015523,35.02753272,-20.14,2.68,587735044153409606,14.97454643,15.13564682,13.17655277,12.40482998,11.98409081,11.73333359,23.45050049,9.280749321,26.09658241,0.006818,9.8999996185
243,K0244,UGC04845,138.1077755,9.95551565,-18.41,1.94,587735348018216969,18.33171082,16.57327461,14.97744465,14.43630314,14.27504253,14.26414013,26.95471191,11.70089054,26.08414459,0.007062,16.631999969
244,K0245,UGC04851,138.357856,52.98131337,-21.99,2.61,588010136266866753,15.2969017,15.87731075,14.05912685,13.23114395,12.8212719,12.57431507,12.14268017,5.045750618,17.08626366,0.025271799,7.1279997825
245,K0246,NGC2783,138.41446,29.99295555,-22.48,2.71,588017978875969642,15.39693642,15.33705139,13.34365368,12.55447388,12.16349983,11.8908968,24.21459389,9.829339981,32.70788956,0.0225632,15.444000244
246,K0247,UGC04869,138.6460213,30.14156262,-19.62,3.27,588017978876100715,18.26684189,18.78096581,16.06634903,15.44629288,15.52334595,14.92758656,23.05362892,10.46379375,29.41084099,0.022532901,11.088000297
247,K0248,NGC2794,139.0074532,17.58982044,-22.53,2.42,587741816240799826,15.88889408,15.56349087,13.84267998,13.06951618,12.66813087,12.44653606,22.97505569,10.92595005,25.6567173,0.029488601,13.067999839
248,K0249,NGC2795,139.016326,17.62836794,-22.7,3.14,587741816240799896,16.30792427,16.08143234,13.75602341,12.86812592,12.45214176,12.24946594,28.7072773,12.61814213,31.68678665,0.0286319,17.027999877
249,K0250,NGC2796,139.1743807,30.91540796,-22.04,3.21,588017979413299278,15.3940239,16.29689217,13.97621918,13.0359354,12.54929638,12.27198601,17.96224594,7.116680145,23.14822578,0.0232259,15.444000244
250,K0251,IC2450,139.271999,25.42916437,-18.92,1.84,587739376163356792,16.9431572,15.21113586,13.80056763,13.28697491,13.02353191,12.97813702,23.38709259,10.18633842,26.14776421,0.00549359,10.692000389
251,K0252,UGC04906,139.4163116,52.99291613,-20.22,2.63,588010135730192474,15.61716843,15.14785671,13.29893112,12.48429203,12.0588007,11.81736851,27.23060608,11.77009869,31.86579514,0.00767674,12.671999931
252,K0253,NGC2800,139.6467253,52.51443684,-22.21,2.79,588010135193256011,15.97857857,15.82455254,13.87160778,13.00446129,12.58300018,12.32192039,20.61792755,8.746324539,27.24747467,0.025338,15.444000244
253,K0254,UGC04926,139.6484023,34.55321816,-21.07,2.79,587735240104542357,16.68776131,16.63508606,14.61632156,13.80427837,13.34916496,13.10796452,27.17058372,10.07565308,26.43191528,0.021193201,9.8999996185
254,K0255,CGCG151-054,139.6981544,27.95627402,-21.34,2.95,587739114707025982,16.49128532,17.08382034,14.86101151,14.07282639,13.58884716,13.38380814,18.52570915,7.271377563,24.27338028,0.027125,26.927999496
255,K0256,UGC04938,139.7948219,20.24295647,-21.68,2.62,588023046941573141,16.28360748,16.69805145,14.83955383,13.99786377,13.55220699,13.25274849,12.86208534,5.802390099,18.7498436,0.029965799,5.9400000572
256,K0257,NGC2826,139.8506978,33.62400081,-21.46,2.6,588016892780281878,15.66819191,16.04477119,14.20926952,13.41119576,12.99367142,12.68858147,11.22941399,5.031268597,15.19804764,0.021178599,5.1479997634
257,K0258,NGC2832,139.9452637,33.74974339,-22.88,2.99,588016892780347398,15.22431374,15.20987892,13.01321125,12.17916012,11.72520542,11.44423389,25.74491501,10.37736702,30.63159752,0.02276,17.819999694
258,K0259,IC2461,139.9917709,37.19126111,-19.18,2.79,587734622172610762,16.80971146,16.34919357,14.38443565,13.52990532,13.14715099,12.89686584,24.34223938,10.18793488,28.38972473,0.00749657,11.088000297
259,K0260,NGC2805,140.0849352,64.10297765,-18.87,2.24,587737810650923091,17.73731041,15.6277132,13.92007637,13.26730061,12.93030167,13.02026844,43.28050613,18.22889328,42.83812332,0.00607164,38.01599884
260,K0261,UGC04958,140.2610126,49.60228822,-21.63,2.3,587728930270937230,16.88191032,16.1255722,14.491539,13.77717495,13.39187145,13.19138622,21.34104347,9.226908684,25.21414375,0.027471701,9.1079998016
261,K0262,UGC04970,140.4398433,39.52479613,-18.02,2.1,587732152030134388,18.14474106,16.96006012,15.3983202,14.81959057,14.45586681,14.31502724,19.67994881,8.976730347,24.07779884,0.00813024,7.9200000762
262,K0263,UGC04982,140.7628722,44.55494426,-19.54,1.94,587731679047516203,17.70389938,15.49173164,14.0905323,13.49861526,13.20397091,13.09670639,24.397686,10.8846693,23.37214851,0.00885791,10.295999527
263,K0264,NGC2854,141.0117767,49.2038095,-20.13,2.03,587731913110650988,17.15576363,15.05386448,13.61013985,12.97542477,12.63628101,12.44719505,22.76322556,11.02213097,23.60155296,0.0089,10.692000389
264,K0265,NGC2860,141.2217065,41.06018419,-20.6,2.26,587732483809738762,16.18400955,15.70142269,14.12132645,13.3996954,13.04192257,12.85672855,16.78624153,7.708129883,20.98008156,0.0140982,7.1279997825
265,K0266,NGC2872,141.4272346,11.43214034,-21.54,2.86,587735349093466188,14.73909187,14.92138767,12.80310535,11.98063183,11.53063869,11.24435043,20.07835007,8.437614441,24.93140984,0.01071,12.671999931
266,K0267,NGC2874,141.4481756,11.42821551,-20.56,2.34,587735349093466207,18.28476143,15.7235508,14.1197176,13.30517197,12.87720299,12.51004028,38.08161926,17.07858849,39.59171677,0.012619,16.631999969
267,K0268,UGC05020,141.5062138,34.65344614,-17.8,2.55,587735663156658380,18.53555489,16.92104912,14.8793087,14.31906891,14.07543278,14.2586565,33.8146019,13.30778694,31.48433495,0.00530589,15.840000152
268,K0269,NGC2882,141.6493291,7.95444718,-20.0,2.28,587734691963535429,18.05959892,15.21086502,13.49169254,12.81106758,12.54598331,12.45135021,33.20121002,14.94981194,29.76379395,0.007168,15.048000335
269,K0270,2MASXJ09283754+3832213,142.1564697,38.53921917,-19.08,1.3,588297864181710903,18.18178558,16.01118088,14.97903252,14.67075348,14.61264038,14.85294342,24.39666176,10.12508202,26.62524223,0.0122005,9.8999996185
270,K0271,NGC2894,142.3760362,7.71881402,-20.52,2.63,587734691426992175,15.03517532,15.08067894,13.08777237,12.30622768,11.76492023,11.52772331,26.64936638,9.719278336,28.22183037,0.007125,10.295999527
271,K0272,NGC2880,142.3940331,62.49056831,-20.24,2.65,587737825146372158,14.65550327,14.45169544,12.51286507,11.71743584,11.32699108,11.08686161,24.15176392,9.763461113,31.8684597,0.00513,13.067999839
272,K0273,IC2487,142.5381909,20.09084434,-20.91,3.1,587741707795824842,17.42575836,16.48171234,14.05047131,13.25988865,12.97168541,13.09345436,47.18109894,16.06575775,40.27147675,0.0145248,15.048000335
273,K0274,IC0540,142.5430681,7.90275082,-19.08,2.59,587732772111974531,16.95483208,16.38587379,14.5103817,13.64785004,13.2012434,13.00091457,20.15552139,8.891119003,23.74518776,0.00690755,9.50399971
274,K0275,NGC2906,143.0259122,8.44176866,-20.56,2.96,587735342651605014,15.73770714,15.30154419,13.05879402,12.23090076,11.80260944,11.61893845,34.19651031,14.40647984,29.96233177,0.007138,15.048000335
275,K0276,NGC2919,143.6979967,10.28371148,-20.12,2.12,587735344799481904,17.20858192,15.0443058,13.45382118,12.85768604,12.54207993,12.43646336,34.7671051,15.70826626,31.06199455,0.008159,16.236000061
276,K0277,NGC2916,143.740002,21.70526217,-21.17,2.18,587741709407158353,15.76199341,14.87524796,13.1978426,12.63372517,12.32094002,11.97552013,37.62910461,16.04763412,34.6811409,0.01244,21.780000686
277,K0278,UGC05108,143.8595026,29.81262169,-21.71,2.44,587739157651914755,16.42683029,16.16056633,14.43043709,13.67672253,13.27954388,13.01428413,14.6746397,6.809143543,19.14724731,0.027112,7.9200000762
278,K0279,NGC2918,143.9335069,31.70546487,-22.41,2.75,587738946668920886,15.49466896,15.41619205,13.44969654,12.61970901,12.19326401,11.94351768,19.36467361,8.289678574,24.94245529,0.022563901,10.295999527
279,K0280,UGC05111,144.2189776,66.78829737,-21.3,2.56,587738066201870483,16.95821953,16.64625931,14.86934662,13.86566925,13.32559109,13.01647854,22.66733932,9.651682854,26.38457489,0.022495201,9.8999996185
280,K0281,UGC05113,144.2378452,66.54866421,-21.46,2.71,587738195049250844,15.81067371,16.63098335,14.58403015,13.70484447,13.25582504,12.9611063,13.28719139,5.402154446,18.59774399,0.0227428,5.5440001487
281,K0282,NGC2927,144.313311,23.59060891,-22.19,3.03,587741532774858770,16.22098541,16.22238731,13.86214542,13.10619545,12.73453712,12.64296627,30.29454041,12.29686928,29.15123177,0.0251584,14.255999565
282,K0283,NGC2929,144.3742966,23.16160975,-21.53,2.68,587741532237922387,17.2737236,16.48724174,14.41223431,13.74024773,13.359869,13.1495533,23.70289421,10.41037846,23.81644249,0.025101,11.088000297
283,K0284,NGC2939,144.5328789,9.52391117,-20.75,3.11,587735343726067735,16.42599678,16.08978844,13.76459789,12.8884573,12.72984695,12.27251148,29.86047363,13.19661331,36.45201492,0.0111693,17.027999877
284,K0285,NGC2943,144.6369519,17.03129683,-22.84,3.15,587742013267181662,16.040205,15.90062904,13.6130228,12.67397499,12.27057457,12.12678814,31.24736023,13.21235657,37.44607925,0.028070301,20.591999054
285,K0286,NGC2942,144.7831666,34.00632322,-20.83,2.33,588016890634436689,17.54936218,15.70987415,13.87751484,13.31273079,13.08676052,13.15541267,36.58462524,17.56556129,34.37392044,0.0147574,20.591999054
286,K0287,UGC05145,144.8946996,48.4219426,-21.59,2.92,587731681196965893,16.7589283,16.56280899,14.33829689,13.60029411,13.14407253,12.93312359,28.01216316,10.85560417,30.44946098,0.024639299,12.276000022
287,K0288,NGC2954,145.1003668,14.9226171,-21.4,2.57,587745243089010760,15.04689026,15.14683056,13.28938484,12.48971653,12.06802082,11.8100071,16.80706596,6.990240097,23.57337189,0.0127537,10.692000389
288,K0289,UGC05164,145.2080138,11.55414753,-20.34,2.28,587738410323214424,18.85977936,17.04985619,15.37267399,14.69787216,14.4059124,14.40715313,35.4647789,12.80034542,33.54700851,0.022212099,7.9200000762
289,K0290,UGC05157,145.2422459,47.62044884,-20.5,1.97,587731680123093063,17.41102219,15.76093197,14.26735878,13.76064587,13.42902756,13.3226223,24.467659,10.83186531,27.26415062,0.016065,11.088000297
290,K0291,NGC2955,145.3192533,35.88225586,-22.06,2.21,587735662621229188,16.15246582,15.23540783,13.58919048,13.0007906,12.63333321,12.53556538,26.37592316,10.95610714,29.22214317,0.023329,13.859999656
291,K0292,NGC2968,145.8000177,31.92870033,-20.17,3.67,587738946132770821,15.34390831,15.60703278,12.92770386,11.89380646,11.31535435,11.04418945,32.27419662,13.78210163,36.93226242,0.00506105,19.799999237
292,K0293,NGC2965,145.8297973,36.24781837,-21.75,2.69,588016892782706719,16.02989769,15.93463707,14.04264545,13.21953964,12.80983543,12.63767147,24.82363129,9.797909737,30.88726616,0.0220662,15.840000152
293,K0294,NGC2959,146.2873758,68.59457299,-21.79,3.23,587738196660650025,15.4817009,15.94756794,13.34759235,12.47318745,12.07015419,11.98798943,42.79856491,15.41560936,32.86161423,0.0148195,17.027999877
294,K0295,UGC05215,146.3099812,9.11033843,-21.5,2.3,587734948052336668,16.7670269,15.52865601,13.77802849,13.14246941,12.83846188,12.73434448,32.41506577,13.62894344,28.86461067,0.018293999,14.255999565
295,K0296,IC0565,146.9601386,15.85204103,-20.62,2.35,587742567855226925,17.65703583,16.64655113,15.03030777,14.185256,13.69158077,13.42220497,19.32074165,8.709516525,23.56235695,0.019493,9.50399971
296,K0297,UGC05244,147.199061,64.16690907,-18.88,1.92,587737825147617461,18.33886337,16.51699448,14.95530415,14.4567709,14.26062393,14.17379475,25.35042191,11.003088,26.73071861,0.0100457,9.8999996185
297,K0298,UGC05267,147.4702926,9.09576227,-21.12,2.91,587735342653505642,17.09366989,16.55920792,14.47391415,13.56915092,13.09501934,12.80576611,29.20288086,11.92386532,29.21760559,0.018889699,12.276000022
298,K0299,NGC3021,147.738122,33.55362392,-19.8,1.72,587738947207430197,15.53933907,13.9706707,12.74928665,12.21492004,11.7882967,11.55683422,27.30015182,12.47089863,26.15414047,0.005137,13.463999748
299,K0300,UGC05315,148.5608227,37.29885881,-19.47,1.59,588016892783755411,18.78784943,16.84690666,15.63009644,15.21777725,15.13303089,15.20560074,22.87137604,10.03263092,24.56027603,0.019059099,11.880000114
300,K0301,UGC05320,148.5740492,23.28748049,-20.27,1.96,588023047482245142,17.73138237,15.77825451,14.28454304,13.75421619,13.49002075,13.46058178,27.95123482,14.20234776,28.74711418,0.0137838,15.444000244
301,K0302,NGC3053,148.8900439,16.43285615,-21.06,2.46,587745244164456537,15.72408295,15.31180954,13.54406738,12.775177,12.37023067,12.14909554,22.20093155,10.18587494,28.2718544,0.0124304,10.692000389
302,K0303,NGC3043,149.0617297,59.30716894,-19.94,1.96,587725469064757343,17.30363846,15.25909901,13.80460548,13.27294254,13.03618145,13.00897026,25.08695221,11.31283474,25.18487549,0.010041,12.276000022
303,K0304,NGC3060,149.07987088,16.8311923,-20.59,2.57,587742568393015389,16.31726,15.85109,14.06094,13.20994,12.77517,12.48398,18.51192,8.150182,16.65494,0.0117149,11.484000206
304,K0305,NGC3070,149.5289335,10.35977621,-22.28,2.58,587734949127520283,14.87843037,14.99349785,13.11468792,12.32632637,11.92338657,11.71151924,18.83867836,8.081241608,25.28981209,0.017976,11.088000297
305,K0306,UGC05358,149.6963915,11.38869916,-18.58,1.77,587738409251373097,18.81564903,16.63225937,15.34508038,14.77708244,14.67437077,15.04329395,26.96212387,11.39270496,27.12155533,0.0097046,15.444000244
306,K0307,UGC05359,149.7151973,19.21497748,-21.41,2.23,587742062132265068,17.41092873,16.39658165,14.74978542,14.10687733,13.75861073,13.61114979,22.82878685,9.878027916,24.02950478,0.0282961,10.295999527
307,K0308,NGC3075,149.7344984,14.41878051,-20.25,2.09,587745539980918833,16.92742538,15.66148567,14.04059887,13.49955559,13.18005943,13.31568146,29.46055412,13.15151787,29.29211044,0.011922,15.048000335
308,K0309,UGC05396,150.4186868,10.75642759,-20.69,2.56,587735344265494665,17.91100883,16.53413582,14.49833584,13.90080547,13.57025337,13.70641327,27.89894485,12.53937435,26.26075363,0.0180852,13.067999839
309,K0310,SDSSJ100141.02+371447.4,150.421491,37.2476906,-16.65,0.67,587735662086258754,19.1261425,15.76104927,15.51729774,15.05417442,14.50333309,14.73095703,24.83781433,11.56909084,29.94630623,0.00523,59.400001525
310,K0311,NGC3106,151.0218772,31.18545849,-22.16,2.96,587739408380264507,15.32877159,15.70795059,13.49155235,12.68834209,12.32069969,12.21295738,28.57403946,10.99334621,33.6073494,0.0207095,19.00799942
311,K0312,NGC3057,151.414626,80.28667147,-17.99,1.97,587746029058981975,18.63440514,15.73390961,14.04851246,13.70728207,13.63685131,14.48843288,38.81631088,18.13683891,34.42422867,0.005084,25.343999862
312,K0313,UGC05481,152.4643894,30.32087048,-21.44,2.93,587739406770045012,16.68470192,16.43669891,14.35898113,13.45107937,12.96948147,12.69957352,26.37444878,10.94283104,28.04547882,0.021135,13.067999839
313,K0314,UGC05498NED01,153.0152466,23.08544236,-21.03,2.63,588023045873336454,16.81530952,16.54584503,14.7160368,13.85207939,13.37334442,13.02151203,15.71775532,7.127402782,22.08448029,0.021028699,7.5240001678
314,K0315,UGC05499,153.073483,27.86206426,-21.03,2.87,587739646739480698,17.00326347,16.31855583,14.08286762,13.33687019,12.97158909,12.85472679,31.9291153,14.13479424,35.39980698,0.0158561,16.236000061
315,K0316,IC0598,153.2023637,43.14553159,-19.83,2.29,588297864722776098,15.15230465,15.20099545,13.55710888,12.88169956,12.53073215,12.3299284,14.76915359,6.315380573,18.89914131,0.00753827,6.3359999656
316,K0317,NGC3153,153.2104576,12.6665873,-20.08,1.92,587738410326687783,17.55714035,15.24585819,13.7782135,13.22346687,13.03214359,13.44435501,33.47800827,15.06978321,33.91949081,0.009373,17.819999694
317,K0318,NGC3158,153.460495,38.76489628,-22.82,3.1,588016892785590288,15.2385273,15.37513638,13.09408951,12.239748,11.77307796,11.54924774,22.20174599,9.075237274,28.26805496,0.023129299,17.819999694
318,K0319,NGC3160,153.4796419,38.84292662,-21.33,2.75,588016892785590409,16.95639038,16.49353027,14.59145069,13.70749187,13.25679398,12.99798489,21.7862587,9.506453514,25.80287361,0.0228914,9.50399971
319,K0320,UGC05520,153.7518016,65.13992551,-19.84,2.04,587725552817602637,17.42099953,15.78076077,14.31393719,13.64920235,13.5095377,13.84554005,34.2652092,13.47728634,30.42632103,0.0109994,15.840000152
320,K0321,UGC05529,153.7661827,21.17418171,-20.19,1.88,587741828578738271,18.23742485,16.59506798,15.13868427,14.65832329,14.39294529,14.42251492,23.17308044,9.922585487,24.22875786,0.0206561,9.1079998016
321,K0322,NGC3179,154.4883623,41.11430498,-22.11,2.57,588017605211390003,15.28128338,15.63564777,13.8060751,13.02902699,12.65438652,12.38459015,11.0906086,4.871082783,14.06663418,0.023884401,5.1479997634
322,K0323,NGC3182,154.887627,58.20573049,-20.09,2.53,588009370684555317,15.3121767,14.93337536,13.07257652,12.37057495,11.97265625,11.90349293,25.83209038,10.93242359,30.8053093,0.00705809,14.652000427
323,K0324,NGC3209,155.1600745,25.50506453,-22.39,2.85,587741488755965988,14.971591,15.38635826,13.35700226,12.48023987,12.05123997,11.81877232,21.23224831,8.279396057,27.09020424,0.020611,12.671999931
324,K0325,UGC05597,155.4690805,23.86083085,-20.56,2.15,587741708338200688,16.72504807,16.52655983,14.99707413,14.3234539,13.95445442,13.75679302,17.23463249,7.044071674,22.25486946,0.020958,5.9400000572
325,K0326,UGC05598,155.5583565,20.58941123,-20.47,2.17,587742014882578623,17.58827591,16.4283123,14.82266903,14.19611931,13.84558582,13.71690464,22.78042412,10.07875633,24.81424713,0.0187573,10.692000389
326,K0327,UGC05604,155.6696932,46.23867932,-20.85,3.55,587732153109512274,18.01963997,17.1082325,14.14093208,13.52289581,13.29567337,13.63996029,43.39793777,19.55378151,39.78769684,0.016863,22.572000503
327,K0328,NGC3230,155.9331599,12.56776044,-21.47,2.89,587738409790931037,14.88869572,15.02039528,12.91608334,12.04136658,11.59989738,11.37005997,22.75876808,9.596042633,27.31211662,0.0094,10.692000389
328,K0329,UGC05642,156.4243347,11.73911876,-18.77,1.51,588017704531001384,17.92652893,15.74452782,14.67124557,14.15096664,13.87555504,13.72508526,26.61786461,11.21629429,28.99821091,0.00774107,11.484000206
329,K0330,NGC3237,156.4304033,39.64637352,-21.99,2.66,588016892786638923,15.27579212,15.76985455,13.89375973,13.08368492,12.68028641,12.47924995,14.03909683,5.887572765,20.2679863,0.0234548,7.9200000762
330,K0331,UGC05657,156.7158159,41.88860277,-20.82,2.69,588017627220082745,17.31782722,16.90901375,15.02129555,14.19361305,13.76151466,13.55574608,21.31639481,9.168780327,23.21951675,0.022952801,9.1079998016
331,K0332,NGC3251,157.3201421,26.09922954,-21.59,2.52,587741531706359935,16.38716125,15.44857311,13.60669899,12.85711288,12.47378063,12.29070759,31.5494709,13.24761772,37.09687424,0.0169899,13.067999839
332,K0333,UGC05680,157.3584062,60.29555324,-21.55,2.75,588009368015470706,15.86942196,16.2451992,14.32178211,13.46820068,13.04046822,12.76728058,13.60251141,5.583492756,16.49821281,0.023337699,5.1479997634
333,K0334,UGC05695,157.4449332,13.01816817,-19.22,1.85,587735348026605686,18.11351013,16.1095295,14.67028427,14.16406155,13.98483086,13.93646908,26.55941391,12.18930721,25.7462635,0.00985679,13.067999839
334,K0335,UGC05693,157.4570013,39.01257332,-21.36,2.2,588016891713159330,17.55891037,16.21685982,14.65198517,13.96755695,13.59380341,13.32620525,26.53551483,11.31184864,26.63360214,0.025991499,12.671999931
335,K0336,UGC05713,157.9120556,25.98391321,-21.23,2.5,587741710486863897,16.19973373,16.1985321,14.44429111,13.65081215,13.22048092,12.98918915,18.13872337,8.008545876,24.36674118,0.0210323,8.3159999847
336,K0337,UGC05727,158.3451659,64.50162763,-19.07,1.93,587725816945639430,18.1706562,16.25645828,14.7771883,14.29601669,14.08512497,14.08931923,22.61447525,10.43459702,24.20067024,0.010781,11.088000297
337,K0338,UGC05760,159.0887854,13.71148256,-19.86,2.23,587735348564197404,17.57640266,15.85849762,14.33377743,13.55720425,13.16501236,13.03623772,27.20442581,11.77255344,26.84496498,0.01001,13.859999656
338,K0339,NGC3300,159.1601739,14.17110466,-21.12,2.83,587735349101133857,15.44691372,15.27977562,13.17041206,12.36083889,11.9605093,11.7741909,26.31718445,10.87266159,29.29858017,0.0100871,11.484000206
339,K0340,NGC3303,159.2503622,18.1358879,-21.28,2.7,587742567860469785,16.13531303,16.37520218,14.51348591,13.61329365,13.18263626,12.89255142,14.16349792,6.198846817,18.42384911,0.02,17.423999786
340,K0341,UGC05771,159.3305749,43.58758838,-21.91,2.72,588297863114063883,15.55261517,16.02707863,14.14208031,13.26912212,12.83046436,12.57692432,18.35410118,7.218744755,24.19441414,0.0247513,10.295999527
341,K0342,NGC3304,159.4079562,37.45563603,-21.98,2.69,587738947748757598,15.58099461,15.82707787,13.89428234,13.08083248,12.65555573,12.41158867,20.80447388,7.819978714,27.87777519,0.0232045,7.5240001678
342,K0343,NGC3320,159.9020975,47.39791501,-20.04,1.97,588295841780400173,16.88175774,14.76666355,13.15319252,12.7498188,12.4827404,12.56458569,32.20606613,13.70556831,30.30253983,0.007806,16.236000061
343,K0344,NGC3332,160.1182177,9.18254566,-22.12,3.04,587732771582705757,15.38248253,15.72547913,13.43508911,12.61454678,12.16540718,11.98596382,23.72701454,9.245998383,28.86122894,0.0195168,16.631999969
344,K0345,NGC3334,160.3799696,37.3128443,-22.32,2.84,587738947212214312,15.51311779,15.69665527,13.67987537,12.81608772,12.40435886,12.21951389,23.61343002,9.938508034,29.0483799,0.024082899,12.276000022
345,K0346,UGC05820,160.8714043,80.89114709,-19.55,2.75,587745966782414859,17.72467422,16.83029366,14.64460087,14.02553272,13.71587658,13.64115715,22.35879517,10.18918896,23.68327713,0.01248,10.295999527
346,K0347,NGC3352,161.0622132,22.37118414,-22.06,2.74,587741815713235025,15.34183216,15.42264748,13.45247078,12.63276005,12.21827793,11.98352814,20.47223663,8.650026321,28.41313171,0.019404,12.276000022
347,K0348,UGC05855,161.1539474,26.1816858,-21.31,2.35,587741709951238281,16.84806633,16.03204536,14.36442089,13.59522438,13.14741611,12.8776226,23.37256241,10.06587219,26.14655495,0.0207715,9.8999996185
348,K0349,UGC05859,161.2616807,43.70473367,-21.66,2.96,588017606287556679,16.05821609,16.57450294,14.38810349,13.57867527,13.16540718,12.95637512,15.33572006,6.928701401,19.42199707,0.0253658,7.1279997825
349,K0350,NGC3363,161.2893985,22.0784868,-21.48,2.19,587741828044947503,16.52454567,15.49469566,13.94869423,13.23286247,12.86332989,12.68704605,22.44288063,10.17849445,24.25152779,0.0193554,13.067999839
350,K0351,UGC05894,161.9140303,26.29481803,-21.5,2.31,587741709951565841,16.67926216,15.87985611,14.19292736,13.48890114,13.12196541,13.10250187,25.97096443,10.97432709,29.38588905,0.021756001,11.484000206
351,K0352,IC0642,162.0338418,18.1886882,-22.1,2.7,587742572145082414,15.79433346,15.48457336,13.54526329,12.72231293,12.30868244,12.12273884,28.53586769,11.7857914,32.67464447,0.020074399,16.236000061
352,K0353,NGC3381,162.103403,34.71141067,-19.32,1.84,587739097249808422,16.83587265,14.71698475,13.27277184,12.82727337,12.67423153,13.0023365,39.32157135,17.82915497,36.23767853,0.005416,21.780000686
353,K0354,UGC05924,162.300558,22.01597634,-21.89,2.58,587742015422267416,15.79238892,16.03143501,14.20608711,13.3991375,12.97164822,12.74966526,18.80724716,7.437965393,24.55609894,0.0255116,9.8999996185
354,K0355,NGC3395,162.4582336,32.98009796,-19.48,0.93,587739407310848040,17.91784668,13.67760944,12.91649437,12.6879015,12.58683968,12.59151649,26.7332058,13.39592838,26.83399391,0.00523181,19.00799942
355,K0356,UGC05957,162.794786,20.17043218,-20.27,2.45,587742060527026351,17.0986557,16.31377602,14.58401299,13.79935551,13.37293339,13.05947208,21.15010262,9.117779732,23.13120079,0.0140127,8.3159999847
356,K0357,NGC3419A,162.8330547,14.0234388,-19.2,1.57,587735348565770380,17.46005058,15.92868423,14.68554497,14.27002716,14.06227779,13.88613415,18.15045547,8.298660278,25.27255058,0.0102603,10.295999527
357,K0358,NGC3426,162.9239507,18.48082117,-21.94,2.48,587742567861977146,15.59212971,15.49701118,13.75492287,12.93057632,12.52170944,12.27181721,16.27090836,7.262290001,21.9486599,0.020330699,9.8999996185
358,K0359,NGC3415,162.9274801,43.71262332,-21.09,2.23,588017627759116296,15.15866375,14.66207123,13.09728241,12.39866066,12.03338623,11.80658531,16.52506256,7.126495361,22.05812263,0.010858,9.1079998016
