x,y,age,mass,raio
31.0,22.0,8.70220873019,140.868691578,8.60232526704
25.0,29.0,8.70898717283,330.342425582,11.0
47.0,14.0,8.71019960297,76.1557164017,18.6010752377
35.0,24.0,8.71317041273,419.772343839,5.09901951359
41.0,12.0,8.71333261601,91.5923118124,17.7200451467
26.0,29.0,8.71352577513,288.934047842,10.0
47.0,25.0,8.71523133013,286.980004735,11.7046999107
51.0,19.0,8.71586778163,293.035209221,18.0277563773
53.0,29.0,8.71622637783,141.910894184,17.0
27.0,11.0,8.71788431506,11.5752179283,20.1246117975
29.0,11.0,8.71788431506,21.1682187278,19.3132079158
31.0,12.0,8.71788431506,34.669506976,17.7200451467
28.0,10.0,8.71788431506,19.830542319,20.6155281281
29.0,10.0,8.71788431506,20.7270594283,20.2484567313
26.0,11.0,8.71788431506,10.3001702052,20.591260282
30.0,11.0,8.71788431506,25.6371407459,18.973665961
27.0,10.0,8.71788431506,12.2579525217,21.0237960416
30.0,10.0,8.71788431506,20.6043479967,19.9248588452
31.0,13.0,8.71788431506,44.7812465891,16.7630546142
32.0,13.0,8.71788431506,55.7810343598,16.4924225025
24.0,13.0,8.71788431506,11.1227213154,20.0
30.0,9.0,8.71788431506,16.4919829349,20.8806130178
29.0,9.0,8.71788431506,18.61613143,21.1896201004
28.0,9.0,8.71788431506,8.07549709275,21.5406592285
30.0,12.0,8.71788431506,30.1529262071,18.0277563773
29.0,12.0,8.71788431506,24.4466893953,18.3847763109
27.0,12.0,8.71788431506,15.5221685535,19.2353840617
26.0,12.0,8.71788431506,12.0961169694,19.7230829233
25.0,12.0,8.71788431506,10.4067939723,20.2484567313
26.0,13.0,8.71788431506,15.5611159391,18.8679622641
27.0,13.0,8.71788431506,18.1350849445,18.3575597507
28.0,13.0,8.71788431506,24.954203146,17.88854382
29.0,13.0,8.71788431506,28.3536967091,17.4642491966
30.0,13.0,8.71788431506,36.1393620822,17.0880074906
25.0,13.0,8.71788431506,12.9338708748,19.4164878389
30.0,8.0,8.71788431506,17.2087903706,21.8403296678
28.0,12.0,8.71788431506,19.4400474601,18.7882942281
28.0,11.0,8.71788431506,23.0685884304,19.6977156036
28.0,15.0,8.71788431506,34.6953938815,16.1245154966
32.0,15.0,8.71788431506,70.2968652823,14.5602197786
31.0,15.0,8.71788431506,54.9053839258,14.8660687473
33.0,14.0,8.71788431506,74.8226768741,15.2970585408
32.0,14.0,8.71788431506,63.064686263,15.5241746963
31.0,14.0,8.71788431506,51.0011733245,15.8113883008
29.0,15.0,8.71788431506,42.7390780714,15.6524758425
30.0,14.0,8.71788431506,42.7336757114,16.1554944214
29.0,14.0,8.71788431506,35.4543490399,16.5529453572
33.0,15.0,8.71788431506,82.1819809242,14.3178210633
27.0,14.0,8.71788431506,24.7989318672,17.4928556845
26.0,14.0,8.71788431506,19.1880292753,18.0277563773
28.0,14.0,8.71788431506,28.4880057801,17.0
27.0,15.0,8.71788431506,27.6953205021,16.6433169771
26.0,15.0,8.71788431506,20.634230547,17.2046505341
30.0,15.0,8.71788431506,46.7788396657,15.2315462117
25.0,14.0,8.71788431506,13.8848605869,18.6010752377
27.0,16.0,8.71788431506,29.2020344157,15.8113883008
28.0,17.0,8.71788431506,42.9352730634,14.4222051019
28.0,16.0,8.71788431506,36.1756453066,15.2643375225
29.0,16.0,8.71788431506,45.1238020706,14.7648230602
32.0,16.0,8.71788431506,82.9585833143,13.6014705087
41.0,40.0,8.72139436512,201.849141433,12.0830459736
38.0,18.0,8.7214504158,198.177807516,11.1803398875
33.0,16.0,8.72557555052,252.417036426,13.3416640641
47.0,17.0,8.72559463395,121.222640311,16.2788205961
37.0,11.0,8.72659645538,141.790570749,18.0277563773
51.0,12.0,8.72672295703,124.290933608,22.6715680975
42.0,40.0,8.72677296029,245.779566954,12.5299640861
23.0,39.0,8.72734320917,590.334142513,16.4012194669
37.0,14.0,8.72780441362,245.528654365,15.0332963784
53.0,20.0,8.7279383051,409.661316595,19.2353840617
45.0,38.0,8.72876373608,397.16509276,12.7279220614
46.0,17.0,8.72913305622,146.939737689,15.6204993518
26.0,39.0,8.73068456931,726.504495411,14.1421356237
54.0,24.0,8.73147350951,183.135335927,18.6815416923
48.0,12.0,8.73271195666,153.476797356,20.8086520467
29.0,47.0,8.73448517626,135.9554377,19.3132079158
45.0,35.0,8.73542821596,433.372340736,10.8166538264
46.0,38.0,8.73717579104,209.557906763,13.4536240471
46.0,13.0,8.74229062362,91.3383195971,18.8679622641
39.0,19.0,8.74267259967,295.635855054,10.4403065089
48.0,35.0,8.74288836413,487.873812618,13.416407865
37.0,18.0,8.74417892832,166.257108492,11.0453610172
30.0,48.0,8.74508605663,104.925410268,19.9248588452
25.0,38.0,8.74569666263,787.444998927,14.2126704036
40.0,12.0,8.74865971093,144.976357384,17.4642491966
37.0,44.0,8.75040944445,296.836547376,15.0332963784
50.0,19.0,8.75241757646,239.982504047,17.2046505341
36.0,12.0,8.7530620756,141.026013755,17.0
35.0,12.0,8.7530620756,121.838077569,17.0293863659
35.0,11.0,8.7530620756,101.044033278,18.0277563773
36.0,11.0,8.7530620756,128.155684801,18.0
48.0,20.0,8.7539002592,528.462833215,15.0
36.0,25.0,8.75480002623,467.926924861,4.0
53.0,18.0,8.75646141779,292.265317162,20.2484567313
54.0,25.0,8.75656103925,169.108900158,18.4390889146
37.0,45.0,8.75835094543,172.394330596,16.0312195419
51.0,28.0,8.75984449711,143.479854959,15.0332963784
52.0,20.0,8.76132348683,392.737297158,18.3575597507
34.0,15.0,8.76135283429,121.268982072,14.1421356237
26.0,43.0,8.7617267332,339.66621825,17.2046505341
45.0,37.0,8.7620944469,467.443104394,12.0415945788
26.0,40.0,8.76535561282,574.196976534,14.8660687473
25.0,40.0,8.76535561282,487.854573371,15.5563491861
25.0,39.0,8.76535561282,584.801614826,14.8660687473
44.0,38.0,8.76543492487,428.562057423,12.0415945788
25.0,28.0,8.76690285612,348.027997858,11.0453610172
23.0,38.0,8.76900791082,460.018047326,15.8113883008
22.0,37.0,8.77036003623,235.453144221,16.1245154966
43.0,40.0,8.77167793216,333.166153181,13.0384048104
52.0,13.0,8.77185594975,153.959018641,22.627416998
24.0,40.0,8.77429916833,552.201671508,16.2788205961
48.0,17.0,8.7746632925,107.296865315,16.9705627485
49.0,33.0,8.77506418341,451.065814523,13.6014705087
27.0,23.0,8.77609625502,152.35314372,10.8166538264
31.0,20.0,8.78109813554,224.632044715,10.295630141
49.0,34.0,8.78188560506,383.399278956,13.9283882772
23.0,29.0,8.78284279041,215.347236367,13.0
38.0,43.0,8.78552161752,374.097827683,14.1421356237
52.0,19.0,8.78809819014,322.239377046,18.8679622641
45.0,36.0,8.78937671339,537.21450252,11.401754251
23.0,23.0,8.79000735964,39.7568970758,14.3178210633
22.0,21.0,8.79000735964,22.7607882283,16.1245154966
23.0,21.0,8.79000735964,26.4971270419,15.2643375225
18.0,20.0,8.79000735964,8.35021314685,20.1246117975
21.0,23.0,8.79000735964,23.9643705336,16.1554944214
20.0,23.0,8.79000735964,16.5208602529,17.0880074906
20.0,18.0,8.79000735964,8.7249440137,19.4164878389
22.0,20.0,8.79000735964,20.4305203566,16.6433169771
22.0,18.0,8.79000735964,11.5473568562,17.8044938148
25.0,21.0,8.79000735964,37.7810140265,13.6014705087
26.0,16.0,8.79000735964,20.472635415,16.4012194669
28.0,18.0,8.79000735964,43.1160875861,13.6014705087
27.0,18.0,8.79000735964,36.9988904638,14.2126704036
25.0,16.0,8.79000735964,19.6050772972,17.0293863659
24.0,21.0,8.79000735964,34.1506194589,14.4222051019
27.0,17.0,8.79000735964,29.2925316647,15.0
24.0,16.0,8.79000735964,16.1206755563,17.691806013
23.0,16.0,8.79000735964,14.2348997993,18.3847763109
21.0,18.0,8.79000735964,13.7851448129,18.6010752377
26.0,17.0,8.79000735964,27.0916925719,15.6204993518
25.0,18.0,8.79000735964,28.3000926304,15.5563491861
22.0,23.0,8.79000735964,34.1210764806,15.2315462117
25.0,17.0,8.79000735964,23.300998948,16.2788205961
23.0,14.0,8.79000735964,9.09061893454,19.8494332413
24.0,18.0,8.79000735964,20.725321737,16.2788205961
23.0,18.0,8.79000735964,13.7344576987,17.0293863659
24.0,14.0,8.79000735964,10.7763360797,19.2093727123
22.0,16.0,8.79000735964,11.9533311144,19.1049731745
21.0,16.0,8.79000735964,8.97288206931,19.8494332413
26.0,18.0,8.79000735964,34.4552940108,14.8660687473
19.0,20.0,8.79000735964,9.05122896818,19.2353840617
18.0,21.0,8.79000735964,7.01745332297,19.6977156036
20.0,20.0,8.79000735964,11.551531101,18.3575597507
21.0,19.0,8.79000735964,14.4327781362,18.0277563773
22.0,19.0,8.79000735964,15.9664591149,17.2046505341
23.0,19.0,8.79000735964,17.8047763775,16.4012194669
24.0,19.0,8.79000735964,22.4394187114,15.6204993518
25.0,19.0,8.79000735964,30.8166013063,14.8660687473
26.0,19.0,8.79000735964,39.3720085443,14.1421356237
27.0,19.0,8.79000735964,45.2871782613,13.4536240471
28.0,19.0,8.79000735964,50.6632027231,12.8062484749
23.0,22.0,8.79000735964,33.3393114296,14.7648230602
21.0,21.0,8.79000735964,17.0853722274,17.0
28.0,20.0,8.79000735964,63.496311566,12.0415945788
27.0,20.0,8.79000735964,52.6544252408,12.7279220614
26.0,20.0,8.79000735964,43.4783616807,13.4536240471
25.0,20.0,8.79000735964,33.8576871734,14.2126704036
24.0,20.0,8.79000735964,28.6449386237,15.0
20.0,17.0,8.79000735964,7.3369577732,20.0
23.0,20.0,8.79000735964,22.9067609138,15.8113883008
24.0,23.0,8.79000735964,52.5629362685,13.416407865
19.0,19.0,8.79000735964,8.04746207087,19.7230829233
20.0,19.0,8.79000735964,10.6589587332,18.8679622641
25.0,22.0,8.79000735964,46.866019634,13.0384048104
21.0,20.0,8.79000735964,15.9055967126,17.4928556845
19.0,22.0,8.79000735964,10.815271864,18.3847763109
24.0,17.0,8.79000735964,17.0599541481,16.9705627485
23.0,17.0,8.79000735964,13.4430944056,17.691806013
22.0,17.0,8.79000735964,11.5249156328,18.4390889146
20.0,22.0,8.79000735964,14.0513740165,17.4642491966
21.0,17.0,8.79000735964,10.1269625647,19.2093727123
21.0,22.0,8.79000735964,20.5466539896,16.5529453572
24.0,22.0,8.79000735964,41.7445385044,13.8924439894
24.0,15.0,8.79000735964,16.2963563773,18.4390889146
20.0,21.0,8.79000735964,11.2226006118,17.88854382
22.0,22.0,8.79000735964,26.0359601034,15.6524758425
25.0,15.0,8.79000735964,16.4489031207,17.8044938148
26.0,21.0,8.79000735964,46.0031866204,12.8062484749
23.0,15.0,8.79000735964,15.6580020628,19.1049731745
22.0,15.0,8.79000735964,13.7371968895,19.7989898732
26.0,22.0,8.79000735964,56.9207068371,12.2065556157
19.0,21.0,8.79000735964,8.70335173808,18.7882942281
52.0,12.0,8.79063441931,154.149497807,23.3452350599
28.0,25.0,8.79074694981,273.294265028,8.94427191
39.0,44.0,8.790981801,227.178914422,15.2970585408
47.0,26.0,8.7916629471,274.747566356,11.401754251
39.0,12.0,8.79262962721,207.934462432,17.2626765016
39.0,18.0,8.79323474355,169.252350428,11.401754251
55.0,24.0,8.7937039991,292.41848081,19.6468827044
48.0,14.0,8.79387671375,89.1582659506,19.2093727123
48.0,16.0,8.79387671375,101.077252017,17.691806013
48.0,15.0,8.79387671375,91.5198726223,18.4390889146
50.0,20.0,8.79407544202,351.478863246,16.6433169771
51.0,21.0,8.79601986277,358.747231562,17.0
47.0,34.0,8.79616248371,389.628714174,12.0830459736
28.0,26.0,8.79676824166,188.495735572,8.54400374532
51.0,27.0,8.80031214822,161.50238678,15.1327459504
48.0,7.0,8.80104549192,103.035751299,25.0599281723
49.0,7.0,8.80104549192,101.25458322,25.5538646784
49.0,6.0,8.80104549192,99.7026882611,26.4196896272
48.0,8.0,8.80104549192,97.8297824955,24.1867732449
48.0,6.0,8.80104549192,90.4964389369,25.9422435421
32.0,20.0,8.80164425514,235.251777389,9.8488578018
46.0,25.0,8.80169468483,433.483326626,10.7703296143
41.0,9.0,8.80297642414,86.4099816379,20.6155281281
25.0,44.0,8.8031506305,241.054939962,18.6010752377
51.0,5.0,8.80355827761,66.6376438935,28.3019433962
51.0,6.0,8.80355827761,74.9637794198,27.4590604355
52.0,6.0,8.80355827761,87.2828659714,28.0178514522
52.0,5.0,8.80355827761,73.2579252793,28.8444102037
50.0,6.0,8.80355827761,70.7928412769,26.9258240357
50.0,5.0,8.80355827761,63.641545708,27.7848879789
26.0,28.0,8.80468263628,455.198476464,10.0498756211
51.0,18.0,8.80739341081,275.206410694,18.6010752377
48.0,25.0,8.80750021655,305.323281539,12.6491106407
28.0,24.0,8.8090527425,218.781499017,9.43398113206
53.0,24.0,8.80985283427,238.117320354,17.7200451467
47.0,38.0,8.80987860849,175.383624203,14.2126704036
41.0,39.0,8.80991784506,300.229053669,11.1803398875
48.0,24.0,8.81210206242,317.096298039,13.0
52.0,22.0,8.8122946728,453.957464157,17.4642491966
21.0,36.0,8.8178019904,164.111881265,16.5529453572
32.0,41.0,8.81978915328,526.91532705,12.6491106407
45.0,16.0,8.82041018578,111.281985934,15.8113883008
45.0,15.0,8.82041018578,106.7222816,16.6433169771
45.0,14.0,8.82041018578,106.318614772,17.4928556845
41.0,42.0,8.82087938674,297.045462288,13.9283882772
27.0,26.0,8.8228181352,197.623026461,9.48683298051
33.0,18.0,8.82392388301,219.833399083,11.401754251
25.0,37.0,8.82519670726,974.228779191,13.6014705087
54.0,21.0,8.82536035503,406.61830673,19.6977156036
46.0,39.0,8.82633636028,264.347983451,14.1421356237
45.0,40.0,8.82633636028,236.434493242,14.2126704036
46.0,40.0,8.82633636028,191.531074802,14.8660687473
38.0,17.0,8.82787021645,99.2761644035,12.1655250606
38.0,16.0,8.82787021645,92.0654517322,13.152946438
38.0,15.0,8.82787021645,95.0190633536,14.1421356237
33.0,41.0,8.82838161004,453.655578782,12.3693168769
25.0,35.0,8.82861387631,763.474086801,12.5299640861
24.0,28.0,8.82894989357,271.381882821,12.0415945788
46.0,34.0,8.82940480323,369.21504549,11.1803398875
47.0,24.0,8.82961352078,364.651580694,12.0830459736
25.0,30.0,8.8298355817,491.817055216,11.0453610172
51.0,17.0,8.8299091193,205.288416887,19.2093727123
29.0,40.0,8.83062160235,528.649688232,13.0384048104
38.0,19.0,8.83092576984,250.703554959,10.1980390272
36.0,17.0,8.83140936714,172.188204237,12.0
37.0,17.0,8.83251341254,159.243249592,12.0415945788
30.0,40.0,8.83568422964,602.604872037,12.5299640861
23.0,47.0,8.83596511696,155.826990499,22.2036033112
22.0,47.0,8.83596511696,150.36081377,22.803508502
53.0,19.0,8.83807199993,487.54241345,19.7230829233
27.0,25.0,8.83883786813,411.860226337,9.8488578018
50.0,21.0,8.83987718783,378.0739813,16.1245154966
41.0,13.0,8.84096957775,129.071131998,16.7630546142
39.0,22.0,8.84358586106,829.610451888,7.61577310586
42.0,12.0,8.84418752461,109.355458422,18.0277563773
53.0,22.0,8.84479301942,389.189788944,18.3847763109
29.0,39.0,8.84491958503,778.218172721,12.2065556157
25.0,45.0,8.84647649729,123.855902968,19.4164878389
32.0,22.0,8.8472255359,285.624262081,8.0622577483
59.0,25.0,8.84753568354,58.2559460352,23.3452350599
57.0,25.0,8.84753568354,85.0206199788,21.3775583264
58.0,25.0,8.84753568354,74.6366426537,22.360679775
65.0,26.0,8.84753568354,12.9612570186,29.1547594742
59.0,27.0,8.84753568354,43.0274373559,23.0867927612
60.0,27.0,8.84753568354,33.0820102749,24.0831891576
61.0,27.0,8.84753568354,28.9361000512,25.079872408
64.0,26.0,8.84753568354,15.143624214,28.1602556807
57.0,24.0,8.84753568354,95.9357983289,21.5870331449
61.0,25.0,8.84753568354,32.2101162685,25.3179778023
58.0,24.0,8.84753568354,80.7937379887,22.5610283454
59.0,24.0,8.84753568354,65.4411274229,23.5372045919
58.0,26.0,8.84753568354,67.3501627575,22.2036033112
60.0,24.0,8.84753568354,46.4044497951,24.5153013443
61.0,24.0,8.84753568354,34.3004813833,25.495097568
59.0,26.0,8.84753568354,50.8821785893,23.1948270095
60.0,26.0,8.84753568354,39.3162961055,24.1867732449
61.0,26.0,8.84753568354,31.6455156259,25.179356624
62.0,26.0,8.84753568354,27.3048313714,26.1725046566
63.0,26.0,8.84753568354,20.030804589,27.1661554144
62.0,24.0,8.84753568354,24.0164689934,26.4764045897
63.0,24.0,8.84753568354,15.8954303169,27.4590604355
65.0,25.0,8.84753568354,10.7659049683,29.2745623366
64.0,25.0,8.84753568354,11.8175178564,28.2842712475
62.0,25.0,8.84753568354,25.3831596472,26.3058928759
60.0,25.0,8.84753568354,42.7321220355,24.3310501212
63.0,25.0,8.84753568354,17.1285285286,27.2946881279
59.0,29.0,8.84753568354,32.3474887757,23.0
59.0,23.0,8.84753568354,75.4797985197,23.769728648
59.0,28.0,8.84753568354,35.8833290577,23.0217288664
60.0,28.0,8.84753568354,27.3787904239,24.0208242989
61.0,28.0,8.84753568354,23.717688312,25.0199920064
62.0,28.0,8.84753568354,16.8468660556,26.0192236625
63.0,28.0,8.84753568354,14.1302930755,27.0185121722
64.0,28.0,8.84753568354,12.2195105912,28.0178514522
62.0,32.0,8.84753568354,9.64604894428,26.1725046566
63.0,30.0,8.84753568354,8.45791180284,27.0185121722
62.0,30.0,8.84753568354,11.6212378285,26.0192236625
61.0,30.0,8.84753568354,20.0308721117,25.0199920064
60.0,30.0,8.84753568354,24.1835321932,24.0208242989
60.0,31.0,8.84753568354,25.6413181943,24.0831891576
58.0,28.0,8.84753568354,55.4891844021,22.0227155455
58.0,23.0,8.84753568354,94.040378463,22.803508502
62.0,29.0,8.84753568354,12.2882981288,26.0
61.0,29.0,8.84753568354,18.8728965132,25.0
60.0,29.0,8.84753568354,23.8412259017,24.0
61.0,31.0,8.84753568354,19.4328115632,25.079872408
62.0,31.0,8.84753568354,11.0103238532,26.0768096208
64.0,27.0,8.84753568354,16.5755924311,28.0713376952
63.0,27.0,8.84753568354,16.4247105624,27.0739727414
62.0,27.0,8.84753568354,22.8063441722,26.0768096208
60.0,23.0,8.84753568354,51.8329366895,24.7386337537
63.0,29.0,8.84753568354,9.62578068167,27.0
45.0,39.0,8.84952962641,374.09121873,13.4536240471
47.0,11.0,8.85175103921,154.97443427,21.0950231097
47.0,13.0,8.85175103921,169.910535083,19.4164878389
47.0,12.0,8.85175103921,168.095848529,20.2484567313
22.0,32.0,8.8519092966,223.893579433,14.3178210633
37.0,42.0,8.85258668294,310.846638842,13.0384048104
54.0,22.0,8.85289683647,349.760109052,19.3132079158
44.0,37.0,8.85365367757,458.695141508,11.313708499
42.0,21.0,8.85432695969,356.322579014,10.0
48.0,34.0,8.85470717149,403.107040949,13.0
42.0,38.0,8.85641151583,446.319803247,10.8166538264
54.0,23.0,8.85827723494,228.348914468,18.973665961
55.0,17.0,8.85960016047,175.235858177,22.4722050542
46.0,14.0,8.86006772015,68.8226518869,18.0277563773
52.0,29.0,8.86053840543,212.524778944,16.0
31.0,18.0,8.86158261608,199.614453377,12.0830459736
29.0,18.0,8.86158261608,138.838452095,13.0384048104
30.0,18.0,8.86158261608,166.69276623,12.5299640861
30.0,16.0,8.86158261608,118.759786242,14.3178210633
29.0,19.0,8.86158261608,157.93031146,12.2065556157
31.0,16.0,8.86158261608,146.277613831,13.9283882772
31.0,17.0,8.86158261608,170.544744622,13.0
29.0,17.0,8.86158261608,112.347349897,13.8924439894
30.0,17.0,8.86158261608,138.767171925,13.416407865
32.0,17.0,8.86158261608,201.800632751,12.6491106407
39.0,23.0,8.86228760437,937.047117011,6.7082039325
31.0,41.0,8.86235725205,537.538352752,13.0
56.0,40.0,8.86534917247,12.1136683485,22.825424421
60.0,35.0,8.86534917247,10.4388422137,24.7386337537
55.0,33.0,8.86534917247,55.7197592773,19.4164878389
56.0,33.0,8.86534917247,42.2205665238,20.3960780544
56.0,39.0,8.86534917247,11.691152584,22.360679775
59.0,37.0,8.86534917247,12.9471302451,24.3515913238
55.0,39.0,8.86534917247,17.4754619702,21.4709105536
61.0,34.0,8.86534917247,8.14133933737,25.495097568
60.0,34.0,8.86534917247,12.6700816528,24.5153013443
59.0,34.0,8.86534917247,17.6925046687,23.5372045919
58.0,34.0,8.86534917247,19.6471268181,22.5610283454
57.0,34.0,8.86534917247,28.5534021034,21.5870331449
55.0,30.0,8.86534917247,79.469919301,19.0262975904
54.0,30.0,8.86534917247,93.3259967154,18.0277563773
58.0,33.0,8.86534917247,21.1099664859,22.360679775
59.0,33.0,8.86534917247,15.0542422459,23.3452350599
60.0,33.0,8.86534917247,15.7113293844,24.3310501212
61.0,33.0,8.86534917247,9.56023426133,25.3179778023
55.0,38.0,8.86534917247,19.6295116384,21.0237960416
56.0,38.0,8.86534917247,14.8400663697,21.9317121995
57.0,38.0,8.86534917247,12.4283852567,22.8473193176
58.0,38.0,8.86534917247,13.9731127265,23.769728648
56.0,34.0,8.86534917247,35.9374446667,20.6155281281
55.0,34.0,8.86534917247,47.9705227764,19.6468827044
54.0,34.0,8.86534917247,60.1806567125,18.6815416923
57.0,33.0,8.86534917247,31.3821163203,21.3775583264
52.0,35.0,8.86534917247,74.9536055682,17.0880074906
54.0,35.0,8.86534917247,48.319668357,18.973665961
55.0,35.0,8.86534917247,35.5492966562,19.9248588452
59.0,35.0,8.86534917247,14.221201905,23.769728648
55.0,32.0,8.86534917247,58.103542176,19.2353840617
54.0,32.0,8.86534917247,76.5404581478,18.2482875909
54.0,36.0,8.86534917247,39.324612956,19.3132079158
58.0,35.0,8.86534917247,19.5657056515,22.803508502
57.0,35.0,8.86534917247,26.8614213325,21.8403296678
56.0,32.0,8.86534917247,48.741779623,20.2237484162
56.0,35.0,8.86534917247,30.572646547,20.8806130178
57.0,32.0,8.86534917247,35.4275840253,21.2132034356
58.0,32.0,8.86534917247,25.4145252419,22.2036033112
55.0,36.0,8.86534917247,26.0536938268,20.2484567313
