x,y,age,mass,raio
56.0,36.0,8.86534917247,21.4665197504,21.1896201004
53.0,35.0,8.86534917247,60.0106893572,18.0277563773
57.0,36.0,8.86534917247,20.7226372195,22.1359436212
59.0,36.0,8.86534917247,14.211878945,24.0416305603
59.0,32.0,8.86534917247,19.5676818461,23.1948270095
60.0,32.0,8.86534917247,19.1814856628,24.1867732449
56.0,31.0,8.86534917247,57.6995310005,20.0997512422
57.0,39.0,8.86534917247,9.06914625018,23.2594066992
61.0,32.0,8.86534917247,16.4910599877,25.179356624
55.0,37.0,8.86534917247,21.160848014,20.6155281281
56.0,37.0,8.86534917247,19.225979282,21.5406592285
57.0,37.0,8.86534917247,17.4101525159,22.4722050542
58.0,37.0,8.86534917247,16.7359436372,23.4093998214
55.0,31.0,8.86534917247,69.5060582597,19.1049731745
54.0,31.0,8.86534917247,84.6912690861,18.1107702763
58.0,36.0,8.86534917247,17.6405351371,23.0867927612
53.0,34.0,8.86534917247,73.378351862,17.7200451467
26.0,24.0,8.8663188375,233.38052074,11.1803398875
50.0,22.0,8.86644237158,346.250304187,15.6524758425
36.0,45.0,8.8668582946,168.304373451,16.0
42.0,9.0,8.86795871698,75.822710004,20.8806130178
26.0,31.0,8.86852618851,583.901383886,10.1980390272
38.0,14.0,8.86861602835,194.393344003,15.1327459504
34.0,22.0,8.86899084641,390.799703635,7.28010988928
49.0,20.0,8.86936973804,429.114891681,15.8113883008
33.0,22.0,8.87069519335,397.508113106,7.61577310586
35.0,19.0,8.87094518292,186.095498588,10.0498756211
36.0,19.0,8.87094518292,178.291844507,10.0
35.0,17.0,8.87094518292,163.887066754,12.0415945788
36.0,18.0,8.87094518292,168.805258096,11.0
35.0,18.0,8.87094518292,179.569776626,11.0453610172
36.0,20.0,8.87094518292,195.307823095,9.0
28.0,47.0,8.8711659052,131.171040773,19.6977156036
52.0,7.0,8.87127785296,151.218197739,27.2029410175
52.0,9.0,8.87127785296,118.176220783,25.6124969497
53.0,9.0,8.87127785296,103.337486491,26.2488094968
51.0,8.0,8.87127785296,135.528189653,25.8069758011
52.0,8.0,8.87127785296,132.597816229,26.4007575649
53.0,8.0,8.87127785296,115.160319807,27.0185121722
34.0,21.0,8.87284609875,311.383222259,8.24621125124
26.0,42.0,8.87367629352,403.155655459,16.4012194669
36.0,44.0,8.8750880004,311.262232099,15.0
54.0,20.0,8.87601396543,393.376369981,20.1246117975
52.0,28.0,8.87711476357,82.3559909314,16.0312195419
36.0,16.0,8.8782614084,158.06886325,13.0
36.0,15.0,8.8782614084,160.444326863,14.0
37.0,15.0,8.8782614084,156.055060199,14.0356688476
37.0,16.0,8.8782614084,154.595611412,13.0384048104
35.0,25.0,8.87864801822,942.224696714,4.12310562562
51.0,13.0,8.87983757643,151.894104642,21.9317121995
31.0,24.0,8.8817846627,229.194599713,7.07106781187
36.0,41.0,8.88188822089,277.656620488,12.0
32.0,23.0,8.88297845606,203.289148027,7.21110255093
39.0,43.0,8.88360236031,290.847504226,14.3178210633
33.0,20.0,8.88379603642,227.716127584,9.48683298051
36.0,24.0,8.88416649331,413.924188979,5.0
40.0,23.0,8.8846932555,777.101893621,7.21110255093
46.0,12.0,8.88511915023,114.442893605,19.7230829233
21.0,38.0,8.8864476167,203.673605352,17.4928556845
36.0,43.0,8.88825082487,443.28964447,14.0
32.0,19.0,8.88859209182,277.15485498,10.7703296143
37.0,41.0,8.89011186259,270.726054512,12.0415945788
51.0,22.0,8.89045096492,388.752663078,16.5529453572
46.0,24.0,8.89069010782,422.051122409,11.1803398875
50.0,12.0,8.89072858706,75.2027579824,22.0227155455
50.0,13.0,8.89072858706,71.7545251549,21.2602916255
50.0,11.0,8.89072858706,79.0359549507,22.803508502
39.0,11.0,8.89215126919,207.892458429,18.2482875909
29.0,42.0,8.89218841951,323.745859298,14.7648230602
42.0,13.0,8.89238261812,139.824058939,17.0880074906
21.0,35.0,8.89308031981,245.535404953,16.1554944214
23.0,36.0,8.89351226523,396.976787879,14.7648230602
40.0,20.0,8.89518022007,264.757858524,9.8488578018
25.0,42.0,8.89541099089,448.038868731,17.0293863659
23.0,35.0,8.89563091309,442.697475107,14.3178210633
55.0,25.0,8.89607179428,254.493456262,19.4164878389
53.0,25.0,8.89774920362,238.505519439,17.4642491966
33.0,42.0,8.89949945084,258.95846914,13.3416640641
50.0,42.0,8.89977784293,23.2836150218,19.1049731745
44.0,49.0,8.89977784293,15.181030809,21.5406592285
54.0,42.0,8.89977784293,17.6244765836,22.2036033112
55.0,42.0,8.89977784293,18.1018608409,23.0217288664
47.0,43.0,8.89977784293,42.8047310432,17.8044938148
49.0,42.0,8.89977784293,31.9165681261,18.3847763109
46.0,43.0,8.89977784293,46.8038319726,17.2046505341
51.0,42.0,8.89977784293,17.7689351443,19.8494332413
52.0,42.0,8.89977784293,13.3740098843,20.6155281281
53.0,42.0,8.89977784293,14.9801874277,21.400934559
49.0,43.0,8.89977784293,26.6031458169,19.1049731745
48.0,43.0,8.89977784293,37.8521715862,18.4390889146
53.0,41.0,8.89977784293,15.4721729815,20.8086520467
47.0,42.0,8.89977784293,47.1309289501,17.0293863659
50.0,39.0,8.89977784293,50.4251365432,17.2046505341
49.0,39.0,8.89977784293,65.4219865704,16.4012194669
49.0,38.0,8.89977784293,82.9056203016,15.8113883008
50.0,48.0,8.89977784293,12.0365470086,23.6008474424
49.0,48.0,8.89977784293,9.23975334785,23.0217288664
48.0,40.0,8.89977784293,62.1261752065,16.2788205961
49.0,40.0,8.89977784293,51.8361416962,17.0293863659
50.0,40.0,8.89977784293,38.7199632339,17.8044938148
51.0,40.0,8.89977784293,32.4472910029,18.6010752377
52.0,40.0,8.89977784293,25.2565708267,19.4164878389
53.0,40.0,8.89977784293,20.6807457722,20.2484567313
54.0,40.0,8.89977784293,17.5531232366,21.0950231097
55.0,40.0,8.89977784293,15.1990142316,21.9544984001
46.0,41.0,8.89977784293,67.885985172,15.6204993518
47.0,41.0,8.89977784293,56.6532860773,16.2788205961
48.0,48.0,8.89977784293,11.8573172066,22.4722050542
48.0,41.0,8.89977784293,50.2649376716,16.9705627485
49.0,41.0,8.89977784293,40.9755414806,17.691806013
50.0,41.0,8.89977784293,31.6723013291,18.4390889146
47.0,48.0,8.89977784293,15.9291320392,21.9544984001
51.0,41.0,8.89977784293,23.5096359172,19.2093727123
46.0,48.0,8.89977784293,15.2731657491,21.4709105536
52.0,41.0,8.89977784293,16.7216897446,20.0
45.0,49.0,8.89977784293,12.7210067171,21.9317121995
54.0,41.0,8.89977784293,15.1595171644,21.6333076528
55.0,41.0,8.89977784293,16.0022155802,22.4722050542
45.0,48.0,8.89977784293,14.5776385781,21.0237960416
44.0,48.0,8.89977784293,17.8402222696,20.6155281281
46.0,42.0,8.89977784293,53.2868991711,16.4012194669
48.0,42.0,8.89977784293,41.571965978,17.691806013
46.0,49.0,8.89977784293,12.5335618044,22.360679775
50.0,43.0,8.89977784293,18.3527919553,19.7989898732
52.0,43.0,8.89977784293,14.2209260244,21.2602916255
49.0,47.0,8.89977784293,12.9536461766,22.2036033112
48.0,47.0,8.89977784293,14.2427948584,21.6333076528
44.0,45.0,8.89977784293,34.898830281,17.88854382
45.0,45.0,8.89977784293,27.5777471473,18.3575597507
46.0,45.0,8.89977784293,27.8590427458,18.8679622641
