obj,#Populacao,Rm/re,std,tm,tm_std,tp,tp_std,M_t,M_p,I1,I2,I3,I4,I5,I6,I7,a,b,f=a+b/2,tetha,Exc,flong,Sim,Conc
K0003,1,0.71347938715,0.155447223688,8.87010036453,0.256780855145,8.57649419687,0.0713417841453,263492.761952,37720.8896818,0.678782051282,0.0397321550587,0.0369926028187,0.0563482705871,0.00107626077023,0.00895930058993,-0.00152042181393,37.0115340153,27.3486078226,32.180070919,0.116248381076,0.261078781244,1.34170193744,0.489743589744,0.180409784089
K0003,2,0.825723747663,0.253668739664,8.87010036453,0.256780855145,8.7616282559,0.0550166288411,263492.761952,51944.687986,0.949817554241,0.348182970089,0.00256898201288,0.254766798848,0.00269513404125,0.0703704276396,0.00052999005232,49.0124990931,23.6897805368,36.3511398149,0.0301799852845,0.516658383573,0.484231946652,0.530769230769,0.229552990513
K0003,3,0.735721088608,0.227267841944,8.87010036453,0.256780855145,8.90457221356,0.0363416442237,263492.761952,62823.0590445,0.756704290878,0.0560077592221,0.1958263983,0.731921166012,-0.000642027082709,-0.0104757690879,-0.033330530055,39.3150631569,28.4462574372,33.880660297,0.35585327138,0.276453980916,0.78551729879,0.383033419023,0.244443953881
K0003,4,0.440010060534,0.180337037735,8.87010036453,0.256780855145,9.23806242203,0.140391250055,263492.761952,110938.422857,0.288195754736,0.0204594785142,0.016086211389,0.0351754434615,8.43375147576e-06,0.000582205174638,-0.000135859503761,25.9202635176,15.0385475008,20.4794055092,0.131916033758,0.419815022691,0.593408353969,0.759948652118,0.361729745734
K0012,1,0.745060867607,0.347630788703,8.56918910601,0.407048243651,8.06444766166,0.460304341297,334709.888606,55689.7305772,0.859780177224,0.364749020923,1.2926601854,1.61097176375,0.11278045293,0.15869305288,-0.202437100746,36.0119439823,15.055575866,25.5337599242,-0.0960130809409,0.581928265981,0.42867414576,0.672686230248,0.424490823564
K0012,2,0.846454596694,0.357867157905,8.56918910601,0.407048243651,8.5515548767,0.0551622039224,334709.888606,73799.929214,1.07428318106,0.672857692978,1.18763696776,1.02750578225,-0.0293538588586,0.154990617102,-0.0826556536174,40.9705030747,15.0015890706,27.9860460727,0.186932127991,0.63384415751,0.411136781279,0.690744920993,0.442989210483
K0012,3,0.891011011871,0.393239039361,8.56918910601,0.407048243651,8.69259601517,0.0393019512259,334709.888606,72241.234251,1.21198986019,1.12146897991,1.69757624921,2.13706595617,0.859578902947,0.700638091721,-0.116133551615,44.7549779482,11.6164565266,28.1857172374,0.286768146096,0.740443252144,0.391707449527,0.839002267574,0.43766608532
K0012,4,0.658942955355,0.331137894836,8.56918910601,0.407048243651,8.96915178407,0.125656980185,334709.888606,132966.312667,0.693280235867,0.322307739351,0.765862396568,0.796170429814,-0.0113985426423,0.0747570339683,0.0549849756869,33.3875061052,10.5353639276,21.9614350164,-0.158038367544,0.684451905622,0.35306277853,0.805429864253,0.548850355694
K0014,1,0.718774068472,0.265798457923,8.6629332961,0.397616291185,8.10599937559,0.211286301201,166685.932239,22937.7800759,0.747381721037,0.0304559634433,0.217037465504,0.153257554575,0.00556161264808,0.00963099827912,0.0166920864673,33.7286561324,26.587889029,30.1582725807,0.00430491815898,0.21171217363,1.26856055978,0.858995137763,0.313009385569
K0014,2,0.782399182762,0.321755390554,8.6629332961,0.397616291185,8.58712948684,0.0662674562656,166685.932239,43847.6485947,0.91073553478,0.306624798906,0.604852496798,0.953159529106,0.132858032183,0.142444729408,-0.128357462311,42.5106957945,20.9889504955,31.749823145,0.17076096273,0.506266597071,1.91903583638,0.982171799028,0.416092907813
K0014,3,0.783153338441,0.316982243947,8.6629332961,0.397616291185,8.82517081159,0.0738772568582,166685.932239,45889.1083494,0.911317337564,0.417175552532,0.299285039545,0.682589183927,0.065639004146,0.119571214559,-0.0357173535343,43.7649015333,18.068592756,30.9167471447,0.124791168301,0.587144215502,2.3206429013,0.751219512195,0.437922284588
K0014,4,0.605608053552,0.251737051323,8.6629332961,0.397616291185,9.13427204288,0.114894361618,166685.932239,53923.526667,0.548253288919,0.0340673677477,0.0743135022145,0.0318215737875,-0.000604028172031,-0.000272815972352,0.000120203495214,30.0473388738,21.16727499,25.6073069319,-0.130818084717,0.295535785086,1.40137148297,0.75974025974,0.423903902169
K0027,1,0.637908484214,0.355506569123,8.98628815484,0.24441719536,8.64147869548,0.140609589916,266111.172736,116267.932596,0.67799677545,0.315613363479,0.309700372579,0.983473879824,0.0857358333326,0.161167295415,-0.0032488878701,38.8276514759,11.8870365844,25.3573440302,0.604208248884,0.693851259798,1.35345066783,0.819078947368,0.628180334493
K0027,2,0.704793898339,0.28799344323,8.98628815484,0.24441719536,8.93348585321,0.0687904764937,266111.172736,64101.1298313,0.738264997327,0.132052523349,0.128096485869,0.42720571661,0.0243896179972,0.063135121119,-0.00595866673711,36.5706105094,21.3330227694,28.9518166394,0.384874634767,0.416662110031,1.44685066639,0.751235584843,0.424080269019
K0027,3,0.675580645876,0.244454695403,8.98628815484,0.24441719536,9.13388186766,0.0448618956768,266111.172736,42720.5091722,0.657412559133,0.0501667387036,0.178522752997,0.254123906402,-0.00608391857977,-0.00654662302449,-0.00348948536885,32.7110034877,22.9387868992,27.8248951934,0.0716537067796,0.298744017199,1.42039709417,0.879736408567,0.276957235943
K0027,4,0.837883079743,0.241642863041,8.98628815484,0.24441719536,9.23728776656,0.0762673493067,266111.172736,43021.6011372,0.97018810792,0.375809607655,0.326559494332,2.43268815214,0.372792605929,0.461200121575,0.147533399605,43.8048413952,20.8055724251,32.3052069102,0.663901047927,0.52503943029,1.16558397051,0.422442244224,0.264600023292
K0030,1,0.67869593206,0.226545370421,8.81369041952,0.247235714495,8.50216262139,0.234566670835,469752.552009,57048.1434325,0.651665023011,0.0827647267777,0.00121343610836,0.0373739769491,3.72221918552e-05,-0.00385649832303,-6.26770232081e-05,38.2804341879,23.8286220789,31.0545281334,-0.343642400439,0.377524769914,1.42688944116,0.987179487179,0.33058640913
K0030,2,0.754154178993,0.224976375407,8.81369041952,0.247235714495,8.77771377266,0.0387074847814,469752.552009,62427.3823425,0.788408941486,0.0601845563924,0.1298238416,0.385588397673,-0.032718110816,-0.0308519534747,0.00165271276359,40.1575097217,29.1068773727,34.6321935472,0.271392096128,0.275182211886,1.31394054691,0.961538461538,0.294594314284
K0030,3,0.711566333724,0.227280513068,8.81369041952,0.247235714495,8.90091528463,0.0376191934769,469752.552009,77388.6685946,0.712092174913,0.0468723435703,0.031736075128,0.0139120414481,-0.000382615890841,-0.00185321778319,-2.17850696746e-05,38.0117055709,27.7694272162,32.8905663936,0.19059611334,0.269450638978,1.33653804968,0.881748071979,0.291100007302
K0030,4,0.555154768369,0.262631500765,8.81369041952,0.247235714495,9.07434009544,0.112387693842,469752.552009,272364.328679,0.480669565834,0.000564154871626,0.0116381757285,0.187650604671,-0.00228311277863,0.00128871857365,-0.000218000013355,28.0337067338,26.6810354728,27.3573711033,-0.239611916601,0.0482516020357,0.957072575002,0.944801026958,0.569415421135
K0031,1,0.625788618931,0.213963182575,8.89626926954,0.275213309835,8.53845379399,0.134623540684,1048249.06674,216391.508878,0.556993642794,0.0267096018776,0.000265182115887,0.106082809025,-0.000156932145463,0.00713329473306,3.26879730784e-05,38.3925547018,28.3765700849,33.3845623934,-0.602424954287,0.260883514907,0.899980403471,0.762463343109,0.337046035563
K0031,2,0.616057831703,0.247968947141,8.89626926954,0.275213309835,8.80905043793,0.0475454262097,1048249.06674,321707.110952,0.561589788721,0.00904849962424,0.0631933327151,0.0293243477318,0.000901587566643,0.00252857063239,-0.00162196029281,36.6556352701,30.8932001966,33.7744177334,-0.165837184016,0.157204616181,1.17532154082,0.830889540567,0.412164656397
K0031,3,0.659275188619,0.262101556346,8.89626926954,0.275213309835,8.9910246438,0.0656868850513,1048249.06674,326614.411018,0.642211885373,0.00213165325273,0.077837938886,0.207512456954,-0.00100142887951,-0.00201598145469,-0.00247338669622,37.4923387362,34.887216512,36.1897776241,-0.595959067584,0.06948412161,1.02695440503,0.861900097943,0.400517849154
K0031,4,0.777622266296,0.194380615054,8.89626926954,0.275213309835,9.24666627637,0.104078538561,1048249.06674,183020.639076,0.818999620865,0.00171202427016,0.0925096289475,0.172158671086,-0.00793718393716,0.00322541579296,-0.000590762361891,41.9357726308,39.868050165,40.9019113979,0.223741630534,0.049306888513,1.04663275622,0.598825831703,0.186052667283
K0033,1,0.765569307418,0.268361997967,9.03358213533,0.255009636307,8.69654616201,0.115873608803,984913.891901,139176.576357,0.838028038891,0.273732449043,0.0423540463867,0.106063102725,4.94940762118e-05,-0.0121382500104,0.000707353326181,49.5269921705,23.8186922125,36.6728421915,-0.0494058365836,0.519076544554,0.483322034033,0.355160932297,0.374495617877
K0033,2,0.716819437973,0.236247704433,9.03358213533,0.255009636307,8.96473027611,0.0454145906054,984913.891901,193464.128308,0.72537974208,0.061599741007,0.188066121236,0.518506711336,-0.00761686934897,-0.0270445327972,0.000380864670239,41.8852956683,29.3238912362,35.6045934523,-0.0958039591194,0.299900101735,0.705070600651,0.46614872364,0.287175668515
K0033,3,0.619748106612,0.208277192459,9.03358213533,0.255009636307,9.12210202583,0.0512450731325,984913.891901,266109.848971,0.545542507371,0.0381528863387,0.0109503725928,0.0395372372364,-3.8152356618e-06,0.00175532718241,8.35176239394e-05,36.49773311,25.0935516485,30.7956423793,0.0217978137232,0.312462733702,1.45389925131,0.93659621802,0.289978203633
K0033,4,0.58766632198,0.216838593557,9.03358213533,0.255009636307,9.35110352874,0.122428295054,984913.891901,385998.319903,0.500185185185,0.0148525638409,0.00349798405634,0.0828171725157,0.000169904931445,0.00505104447298,0.000481439636241,33.4619381486,26.0953130275,29.7786255881,-0.316243713927,0.2201493855,1.22031614958,0.848888888889,0.364068234983
K0034,1,0.83534737327,0.149176653568,8.96742924406,0.270778781252,8.65266952295,0.0565465476543,785048.864917,51406.0307316,0.917026165416,0.06433915727,0.0421477027876,0.668880794397,-0.0298346931556,0.0905095783161,0.0365330340813,49.4879579338,37.2529125793,43.3704352566,-0.359484318931,0.247232778747,1.23519094255,0.151051625239,0.147107878548
K0034,2,0.729717233135,0.185172958252,8.96742924406,0.270778781252,8.868883711,0.0726649488018,785048.864917,109224.949468,0.721793667216,0.0916839439688,0.0235391428596,0.06555105933,-0.000109735059026,-0.00514062741017,-0.000446538098581,46.2972622638,29.6065568837,37.9519095738,-0.368192808864,0.36051171417,0.725103597768,0.946462715105,0.25244526874
K0034,3,0.670521747876,0.191527272831,8.96742924406,0.270778781252,9.01969105858,0.0659538176404,785048.864917,156476.3139,0.620461201392,0.0127571700035,0.0204497533672,0.308552860899,-0.0032400731578,0.0075591187143,0.00133078828441,39.1325652951,32.5528541059,35.8427097005,0.379931877699,0.168139020266,1.14195200264,0.77969348659,0.25771432411
K0034,4,0.439035697123,0.225647247434,8.96742924406,0.270778781252,9.3285683417,0.196314599372,785048.864917,467551.140044,0.310567065772,0.0224824919384,0.027536647727,0.130045547396,0.000835919186867,0.0055709262863,-0.000581342659958,31.0235905546,18.3223132827,24.6729519186,0.743156042361,0.409407068776,0.960056628279,0.861244019139,0.513877193867
K0039,1,1.06690665826,0.410477829045,9.0456179377,0.225425260223,8.73768418587,0.0902663802587,138663.945915,23190.2244541,1.66124844291,2.38623409527,3.8985990906,10.3207177391,21.933955609,7.45386541482,0.121979685772,52.2024290207,9.95131937403,31.0768741973,-0.328442403832,0.809370568368,2.56635163057,0.409411764706,0.408532631256
K0039,2,0.774749988922,0.337734456667,9.0456179377,0.225425260223,9.00074088656,0.0432686070945,138663.945915,21269.2763944,0.91013260947,0.357566308576,0.500855575153,0.147220496492,0.0811296099683,0.104017243387,-0.0206331220985,35.7612881168,16.2700700026,26.0156790597,-0.317668663106,0.545036802102,1.80127127003,0.77358490566,0.389333643362
