,#Populacao,Conc,Exc,I1,I2,I3,I4,I5,I6,I7,M_p,M_t,Rm/re,Sim,a,b,f=a+b/2,flong,obj,std,tetha,tm,tm_std,tp,tp_std
K0014,3,0.437922284588,0.587144215502,0.911317337564,0.417175552532,0.299285039545,0.682589183927,0.065639004146,0.119571214559,-0.0357173535343,45889.1083494,166685.932239,0.783153338441,0.751219512195,43.7649015333,18.068592756,30.9167471447,2.3206429013,,0.316982243947,0.124791168301,8.6629332961,0.397616291185,8.82517081159,0.0738772568582
K0014,4,0.423903902169,0.295535785086,0.548253288919,0.0340673677477,0.0743135022145,0.0318215737875,-0.000604028172031,-0.000272815972352,0.000120203495214,53923.526667,166685.932239,0.605608053552,0.75974025974,30.0473388738,21.16727499,25.6073069319,1.40137148297,,0.251737051323,-0.130818084717,8.6629332961,0.397616291185,9.13427204288,0.114894361618
K0027,1,0.628180334493,0.693851259798,0.67799677545,0.315613363479,0.309700372579,0.983473879824,0.0857358333326,0.161167295415,-0.0032488878701,116267.932596,266111.172736,0.637908484214,0.819078947368,38.8276514759,11.8870365844,25.3573440302,1.35345066783,,0.355506569123,0.604208248884,8.98628815484,0.24441719536,8.64147869548,0.140609589916
K0027,2,0.424080269019,0.416662110031,0.738264997327,0.132052523349,0.128096485869,0.42720571661,0.0243896179972,0.063135121119,-0.00595866673711,64101.1298313,266111.172736,0.704793898339,0.751235584843,36.5706105094,21.3330227694,28.9518166394,1.44685066639,,0.28799344323,0.384874634767,8.98628815484,0.24441719536,8.93348585321,0.0687904764937
K0027,3,0.276957235943,0.298744017199,0.657412559133,0.0501667387036,0.178522752997,0.254123906402,-0.00608391857977,-0.00654662302449,-0.00348948536885,42720.5091722,266111.172736,0.675580645876,0.879736408567,32.7110034877,22.9387868992,27.8248951934,1.42039709417,,0.244454695403,0.0716537067796,8.98628815484,0.24441719536,9.13388186766,0.0448618956768
K0027,4,0.264600023292,0.52503943029,0.97018810792,0.375809607655,0.326559494332,2.43268815214,0.372792605929,0.461200121575,0.147533399605,43021.6011372,266111.172736,0.837883079743,0.422442244224,43.8048413952,20.8055724251,32.3052069102,1.16558397051,,0.241642863041,0.663901047927,8.98628815484,0.24441719536,9.23728776656,0.0762673493067
K0030,1,0.33058640913,0.377524769914,0.651665023011,0.0827647267777,0.00121343610836,0.0373739769491,3.72221918552e-05,-0.00385649832303,-6.26770232081e-05,57048.1434325,469752.552009,0.67869593206,0.987179487179,38.2804341879,23.8286220789,31.0545281334,1.42688944116,,0.226545370421,-0.343642400439,8.81369041952,0.247235714495,8.50216262139,0.234566670835
K0030,2,0.294594314284,0.275182211886,0.788408941486,0.0601845563924,0.1298238416,0.385588397673,-0.032718110816,-0.0308519534747,0.00165271276359,62427.3823425,469752.552009,0.754154178993,0.961538461538,40.1575097217,29.1068773727,34.6321935472,1.31394054691,,0.224976375407,0.271392096128,8.81369041952,0.247235714495,8.77771377266,0.0387074847814
K0030,3,0.291100007302,0.269450638978,0.712092174913,0.0468723435703,0.031736075128,0.0139120414481,-0.000382615890841,-0.00185321778319,-2.17850696746e-05,77388.6685946,469752.552009,0.711566333724,0.881748071979,38.0117055709,27.7694272162,32.8905663936,1.33653804968,,0.227280513068,0.19059611334,8.81369041952,0.247235714495,8.90091528463,0.0376191934769
K0030,4,0.569415421135,0.0482516020357,0.480669565834,0.000564154871626,0.0116381757285,0.187650604671,-0.00228311277863,0.00128871857365,-0.000218000013355,272364.328679,469752.552009,0.555154768369,0.944801026958,28.0337067338,26.6810354728,27.3573711033,0.957072575002,,0.262631500765,-0.239611916601,8.81369041952,0.247235714495,9.07434009544,0.112387693842
K0031,1,0.337046035563,0.260883514907,0.556993642794,0.0267096018776,0.000265182115887,0.106082809025,-0.000156932145463,0.00713329473306,3.26879730784e-05,216391.508878,1048249.06674,0.625788618931,0.762463343109,38.3925547018,28.3765700849,33.3845623934,0.899980403471,,0.213963182575,-0.602424954287,8.89626926954,0.275213309835,8.53845379399,0.134623540684
K0031,2,0.412164656397,0.157204616181,0.561589788721,0.00904849962424,0.0631933327151,0.0293243477318,0.000901587566643,0.00252857063239,-0.00162196029281,321707.110952,1048249.06674,0.616057831703,0.830889540567,36.6556352701,30.8932001966,33.7744177334,1.17532154082,,0.247968947141,-0.165837184016,8.89626926954,0.275213309835,8.80905043793,0.0475454262097
K0031,3,0.400517849154,0.06948412161,0.642211885373,0.00213165325273,0.077837938886,0.207512456954,-0.00100142887951,-0.00201598145469,-0.00247338669622,326614.411018,1048249.06674,0.659275188619,0.861900097943,37.4923387362,34.887216512,36.1897776241,1.02695440503,,0.262101556346,-0.595959067584,8.89626926954,0.275213309835,8.9910246438,0.0656868850513
K0031,4,0.186052667283,0.049306888513,0.818999620865,0.00171202427016,0.0925096289475,0.172158671086,-0.00793718393716,0.00322541579296,-0.000590762361891,183020.639076,1048249.06674,0.777622266296,0.598825831703,41.9357726308,39.868050165,40.9019113979,1.04663275622,,0.194380615054,0.223741630534,8.89626926954,0.275213309835,9.24666627637,0.104078538561
K0033,1,0.374495617877,0.519076544554,0.838028038891,0.273732449043,0.0423540463867,0.106063102725,4.94940762118e-05,-0.0121382500104,0.000707353326181,139176.576357,984913.891901,0.765569307418,0.355160932297,49.5269921705,23.8186922125,36.6728421915,0.483322034033,,0.268361997967,-0.0494058365836,9.03358213533,0.255009636307,8.69654616201,0.115873608803
K0033,2,0.287175668515,0.299900101735,0.72537974208,0.061599741007,0.188066121236,0.518506711336,-0.00761686934897,-0.0270445327972,0.000380864670239,193464.128308,984913.891901,0.716819437973,0.46614872364,41.8852956683,29.3238912362,35.6045934523,0.705070600651,,0.236247704433,-0.0958039591194,9.03358213533,0.255009636307,8.96473027611,0.0454145906054
K0033,3,0.289978203633,0.312462733702,0.545542507371,0.0381528863387,0.0109503725928,0.0395372372364,-3.8152356618e-06,0.00175532718241,8.35176239394e-05,266109.848971,984913.891901,0.619748106612,0.93659621802,36.49773311,25.0935516485,30.7956423793,1.45389925131,,0.208277192459,0.0217978137232,9.03358213533,0.255009636307,9.12210202583,0.0512450731325
K0033,4,0.364068234983,0.2201493855,0.500185185185,0.0148525638409,0.00349798405634,0.0828171725157,0.000169904931445,0.00505104447298,0.000481439636241,385998.319903,984913.891901,0.58766632198,0.848888888889,33.4619381486,26.0953130275,29.7786255881,1.22031614958,,0.216838593557,-0.316243713927,9.03358213533,0.255009636307,9.35110352874,0.122428295054
K0034,1,0.147107878548,0.247232778747,0.917026165416,0.06433915727,0.0421477027876,0.668880794397,-0.0298346931556,0.0905095783161,0.0365330340813,51406.0307316,785048.864917,0.83534737327,0.151051625239,49.4879579338,37.2529125793,43.3704352566,1.23519094255,,0.149176653568,-0.359484318931,8.96742924406,0.270778781252,8.65266952295,0.0565465476543
