,#Populacao,Conc,Exc,I1,I2,I3,I4,I5,I6,I7,M_p,M_t,Rm/re,Sim,a,b,f=a+b/2,flong,obj,std,tetha,tm,tm_std,tp,tp_std
K0034,2,0.25244526874,0.36051171417,0.721793667216,0.0916839439688,0.0235391428596,0.06555105933,-0.000109735059026,-0.00514062741017,-0.000446538098581,109224.949468,785048.864917,0.729717233135,0.946462715105,46.2972622638,29.6065568837,37.9519095738,0.725103597768,,0.185172958252,-0.368192808864,8.96742924406,0.270778781252,8.868883711,0.0726649488018
K0034,3,0.25771432411,0.168139020266,0.620461201392,0.0127571700035,0.0204497533672,0.308552860899,-0.0032400731578,0.0075591187143,0.00133078828441,156476.3139,785048.864917,0.670521747876,0.77969348659,39.1325652951,32.5528541059,35.8427097005,1.14195200264,,0.191527272831,0.379931877699,8.96742924406,0.270778781252,9.01969105858,0.0659538176404
K0034,4,0.513877193867,0.409407068776,0.310567065772,0.0224824919384,0.027536647727,0.130045547396,0.000835919186867,0.0055709262863,-0.000581342659958,467551.140044,785048.864917,0.439035697123,0.861244019139,31.0235905546,18.3223132827,24.6729519186,0.960056628279,,0.225647247434,0.743156042361,8.96742924406,0.270778781252,9.3285683417,0.196314599372
K0039,1,0.408532631256,0.809370568368,1.66124844291,2.38623409527,3.8985990906,10.3207177391,21.933955609,7.45386541482,0.121979685772,23190.2244541,138663.945915,1.06690665826,0.409411764706,52.2024290207,9.95131937403,31.0768741973,2.56635163057,,0.410477829045,-0.328442403832,9.0456179377,0.225425260223,8.73768418587,0.0902663802587
K0039,2,0.389333643362,0.545036802102,0.91013260947,0.357566308576,0.500855575153,0.147220496492,0.0811296099683,0.104017243387,-0.0206331220985,21269.2763944,138663.945915,0.774749988922,0.77358490566,35.7612881168,16.2700700026,26.0156790597,1.80127127003,,0.337734456667,-0.317668663106,9.0456179377,0.225425260223,9.00074088656,0.0432686070945
K0039,3,0.426454259857,0.477522496444,0.634812210751,0.131442240464,0.0132184093604,0.121574478537,6.61713158559e-05,0.0124588629857,-0.00096012184695,33119.6161465,138663.945915,0.650518355878,0.858490566038,29.0820021365,15.1946918747,22.1383470056,1.38323286657,,0.273928413185,-0.494856439769,9.0456179377,0.225425260223,9.12526461618,0.0531212383335
K0039,4,0.720893408796,0.616546952442,0.89156505874,0.439554732671,0.407122196755,2.40935101,0.650743075546,0.671016518969,-0.0812342791858,61084.8289203,138663.945915,0.72936466184,0.344339622642,36.3078785601,13.9223666842,25.1151226221,1.86908210098,,0.409742974844,-0.364213012514,9.0456179377,0.225425260223,9.31950832105,0.109741917943
K0040,1,0.472145913466,0.633062345198,1.03022595641,0.617357448249,0.318049472728,0.127818424049,0.00210157148492,-0.0152025822018,0.00929234366173,16687.4753729,96438.5397585,0.819323034755,0.462962962963,34.3035509911,12.5872645521,23.4454077716,1.94347891586,,0.373824623838,0.352014473998,8.8510174374,0.229637309786,8.60171556006,0.099493231245
K0040,2,0.367712937287,0.391192073134,0.598328365076,0.0754773029278,0.0743810449127,0.0135565006024,0.000296630086086,-0.000934597771614,0.00121965241645,18304.1844527,96438.5397585,0.633457491063,0.835913312693,23.7486117938,14.4583431121,19.1034774529,1.23594253666,,0.261280450362,0.549455180452,8.8510174374,0.229637309786,8.76478305266,0.0294884122991
K0040,3,0.48757403025,0.771282740824,1.5785927211,2.02107594238,2.68036128665,6.80468096426,6.32377789971,3.60395681273,0.446437066138,22973.9475607,96438.5397585,1.01584266059,0.947368421053,44.0244692663,10.0691559472,27.0468126067,1.77305988368,,0.454907982286,0.479427049099,8.8510174374,0.229637309786,8.88287050307,0.048880183347
K0040,4,0.757327142272,0.802644203754,1.4386987319,1.77110207884,2.88815177789,5.34128517449,6.92666668326,3.73856175697,0.0815594392723,38472.9323722,96438.5397585,0.934370069508,0.66253869969,42.2979196302,8.34773960815,25.3228296192,2.3400603202,,0.506212374876,0.363490438629,8.8510174374,0.229637309786,9.15547246627,0.185484074207
K0045,1,0.329171384106,0.213687046007,0.494040838301,0.0135795545994,0.0303188414691,0.0539031768135,-0.00148110438395,6.56016807756e-06,-0.000968109337493,96390.5472438,374192.547848,0.584906348082,0.449720670391,29.5692300866,23.2506686567,26.4099493716,0.842025019607,,0.214257314616,-0.382146231201,9.0477278974,0.209050283375,8.77259964471,0.219618032933
K0045,2,0.288490595938,0.158230954647,0.614166224525,0.0109737973292,0.0297132937978,0.050602593361,0.00034905328485,0.00171060620167,-7.19919824613e-05,94961.1885473,374192.547848,0.657203229616,0.837988826816,32.0857674637,27.0088058474,29.5472866556,1.11749484901,,0.224595747192,0.432504875594,9.0477278974,0.209050283375,9.03851327168,0.0299334146286
K0045,3,0.240037731886,0.556228727692,1.01617902063,0.464841005566,0.0734594215495,0.0743510597279,-0.000789396116549,0.00530590841903,0.000749799821415,69570.1161665,374192.547848,0.851276228422,0.966386554622,49.2412766245,21.8518639777,35.5465703011,1.65218007057,,0.26679324586,0.403811889785,9.0477278974,0.209050283375,9.14275692513,0.00970920111064
K0045,4,0.476354696925,0.491474210655,0.737990121766,0.188987743069,0.175300192515,0.05837385133,1.53234348191e-05,6.98650900795e-05,9.40398532874e-07,113115.595728,374192.547848,0.693116773038,0.970629370629,40.95101681,20.8246481478,30.8878324789,1.09215114466,,0.313754715902,0.710490633938,9.0477278974,0.209050283375,9.23728013426,0.0696426858203
K0053,1,0.426339508578,0.699417441314,1.54094793579,1.65269587199,3.24308387073,12.7995461899,15.6258131967,5.46314718511,2.39569040865,6120.59067235,218892.103176,1.03799692948,0.109510086455,44.2900098407,13.3128044821,28.8014071614,1.59470365377,,0.366523078111,-0.51078108373,8.66923192237,0.35531094231,8.27943768056,0.0941480208638
K0053,2,0.265832618631,0.345960433241,0.718999410343,0.0830398550582,0.00221313670966,0.105974566943,-0.000248471723246,0.0114501434482,-0.000216980873775,12075.1880582,218892.103176,0.724749716492,0.772334293948,26.4380984464,17.2915624538,21.8648304501,1.36609450733,,0.200205763264,-0.358292569869,8.66923192237,0.35531094231,8.48801506738,0.056083014039
K0053,3,0.394002153946,0.721580092939,1.24793110691,1.14142814139,1.44488926686,5.1615068255,3.13044520393,2.00630839395,-0.526374426149,26106.3062415,218892.103176,0.926303887557,0.585507246377,39.9781463149,11.1307117815,25.5544290482,1.71349276341,,0.343055891534,-0.479374840026,8.66923192237,0.35531094231,8.73554229301,0.0979594010788
K0053,4,0.526033538568,0.565496760992,0.321001369909,0.0479804764138,0.0104462150814,0.0591404944839,0.000154007688946,0.00367652470756,-0.000138637160188,174466.129936,218892.103176,0.444047693769,0.809248554913,19.3316247586,8.39965357292,13.8656391658,1.13603537988,,0.233670523955,-0.69190194594,8.66923192237,0.35531094231,9.17506887435,0.19536648078
K0058,1,0.283588976964,0.514554164617,0.748618009934,0.214437160215,0.196181834296,0.0651719574325,-0.00354272785663,-0.002095731866,-0.00315046960943,24946.4118862,164064.846191,0.730505665038,0.699367088608,39.1353829238,18.9981086565,29.0667457901,0.957461419866,,0.23361990972,-0.750254046502,8.52765228784,1.01420483532,7.0314896615,0.790005995522
K0058,2,0.370619571243,0.347795074098,0.465229931101,0.0351766093176,0.059859095338,0.00411066195151,0.000321336573971,0.0017661814188,-0.000173889318495,53079.1866588,164064.846191,0.557549934336,0.895569620253,28.7248889894,18.7345140949,23.7297015421,1.51590496947,,0.233921578689,-0.109204164689,8.52765228784,1.01420483532,8.63272833159,0.282139545124
K0058,3,0.315085488036,0.356244951444,0.610534139582,0.0638902254694,0.043588592828,0.111991590241,0.000769779693714,0.00318472996698,2.178982995e-05,42772.3239758,164064.846191,0.650066521846,0.638095238095,32.9811630461,21.2317902182,27.1064766322,1.44993256479,,0.235865885106,-0.269480659665,8.52765228784,1.01420483532,9.00732971869,0.0705476528081
K0058,4,0.247552833211,0.334206939478,0.873593847715,0.113550939039,0.24297514085,0.263605377827,-0.0423933563834,-0.0632555421585,0.000167998384981,43080.5867334,164064.846191,0.786528456155,0.29793977813,39.0862586731,26.0233597863,32.5548092297,0.973899497506,,0.258276797715,-0.751097477614,8.52765228784,1.01420483532,9.44109455141,0.299643027975
K0069,1,0.217868129481,0.37559635769,0.918854213826,0.162693170292,0.1187197465,0.377425302834,0.0264232206456,0.0719178212163,0.0356604375451,20980.1844426,347556.566797,0.825592137903,0.274238227147,43.6951527211,27.2834125103,35.4892826157,1.47218848985,,0.200008575869,0.287139261717,8.58717027206,0.2616405066,8.29845322254,0.11019261554
K0069,2,0.250108058254,0.45205382088,0.614139317531,0.109238420235,0.0218002620664,0.019787038892,-5.15147490235e-06,0.00103929134046,1.89595313113e-05,53047.2330135,347556.566797,0.665789014424,0.82271468144,36.9334133627,20.237522734,28.5854680484,0.584957443649,,0.197599144229,-0.212898000071,8.58717027206,0.2616405066,8.43748364375,0.0545333436185
K0069,3,0.385824527482,0.564711345062,0.922862654321,0.395452340193,0.346891533895,0.689275402536,0.00773357121461,-0.0176982691326,0.0354775117321,81553.2478543,347556.566797,0.797585420418,0.580555555556,47.2701411303,20.5761561514,33.9231486408,0.734048185322,,0.294395166325,-0.557705011064,8.58717027206,0.2616405066,8.67718540004,0.068089710277
K0069,4,0.553108499,0.558413635537,0.427020954484,0.082747903944,0.0673408821737,0.172712201112,0.00457135066007,0.0220423827447,0.0032624781221,191892.802949,347556.566797,0.507985003653,0.693481276006,32.1024766153,14.1760159388,23.139246277,1.64544900308,,0.277346425941,0.409003947196,8.58717027206,0.2616405066,8.93571892517,0.136722172376
K0071,1,0.280463313177,0.449791042561,0.852420349373,0.20816175767,0.184700490745,1.93639968555,0.130711226643,0.279224762558,0.1445923977,30744.5176808,394019.85666,0.782938903002,0.124567474048,38.8949868749,21.400370178,30.1476785264,1.17442473942,,0.239008122678,0.634191335672,8.94650240294,0.333435413753,8.52750727476,0.169917795048
K0071,2,0.413203336296,0.674741738923,1.10651820658,0.80065551202,0.446026159611,1.83484732942,0.326440722393,0.545067453976,-0.0869862576987,47392.0473785,394019.85666,0.870627421857,0.644714038128,48.0574008526,15.6310666332,31.8442337429,1.81430766279,,0.332324992564,0.424764878421,8.94650240294,0.333435413753,8.86341441114,0.0527800654728
K0071,3,0.273316170585,0.589792507176,0.920529602408,0.429490406472,0.122612112095,0.0463677800204,-5.9071692367e-05,-0.00097015166976,5.52144326253e-05,60172.2263255,394019.85666,0.804570618264,0.623916811092,42.6447069878,17.4931783357,30.0689426617,1.17601191982,,0.274042070338,0.671538584082,8.94650240294,0.333435413753,9.02804626261,0.0531108453404
K0071,4,0.552754474867,0.174474649808,0.356111963812,0.00455013069414,0.000378482522409,0.0503796869768,-3.47226042371e-05,0.00127336859275,5.71898076457e-05,255711.065276,394019.85666,0.477007585878,0.568457538995,22.1087285915,18.2513159128,20.1800222521,1.04255445261,,0.227992705182,-0.674551968317,8.94650240294,0.333435413753,9.36776782464,0.208433226854
K0081,1,0.291661711678,0.44422391849,0.890999034509,0.221334024801,0.101682084285,0.00523136889802,0.000551868479753,-0.00599948730604,0.00109733524314,38788.7718046,330366.216325,0.8023312366,0.907103825137,38.6637254932,21.4883738512,30.0760496722,1.02737915577,,0.238241544386,0.75981533673,9.08983526347,0.28976775728,8.6986886247,0.164386209925
K0081,2,0.296138679617,0.284987602915,0.515341120997,0.0277784245909,0.0251379754067,0.0993384872225,0.00126822411064,0.00749378912976,0.00163803712186,65096.5133388,330366.216325,0.605919181078,0.602189781022,27.3401291509,19.5485312808,23.4443302159,1.37046206212,,0.193101787398,-0.16901016327,9.08983526347,0.28976775728,9.02847350151,0.0542171395293
K0081,3,0.442125651766,0.644179026557,0.905618972774,0.492904501818,0.551286663051,1.83756152867,0.296418599699,0.362437557581,0.102863909676,80304.4651067,330366.216325,0.773795897799,0.653284671533,41.9765273048,14.9361288073,28.4563280561,1.24971148977,,0.334710420595,0.642005339045,9.08983526347,0.28976775728,9.20835815368,0.0698262049612
K0081,4,0.722330747526,0.706110446363,0.938778704246,0.623318133255,0.144660520059,0.533951271851,0.00203475361798,0.0701221632035,-0.00824650429835,146176.466075,330366.216325,0.752922800913,0.729927007299,43.5223957484,12.7907774597,28.1565866041,1.57053251947,,0.41233815815,0.52183577357,9.08983526347,0.28976775728,9.42453454524,0.13401115589
K0084,1,0.1948312192,0.412677316587,0.867303540165,0.178436187102,0.0367310995434,1.06275743065,0.0581681964797,0.19084562384,-0.000697848280405,60743.277486,762560.64233,0.803859429459,0.134777376655,46.2981173056,27.1919344929,36.7450258992,1.35352467727,,0.186789099221,-0.461636666214,8.50127065701,0.320750108545,8.03601149298,0.135283320128
K0084,2,0.307271462492,0.207269892632,0.612444085316,0.0195299781622,0.0121206544232,0.183010701356,-0.000833858362085,0.0109933532833,-0.00271908032333,155544.954137,762560.64233,0.659067558655,0.945848375451,35.3574047166,28.0288792373,31.6931419769,0.81602206482,,0.215868745726,-0.24858835663,8.50127065701,0.320750108545,8.4423135992,0.0662049973986
K0084,3,0.476449454914,0.352510527482,0.507605046847,0.0431447597072,0.0199370297153,0.138675337415,0.00249516722923,0.0175971954511,0.00166095466102,291412.246203,762560.64233,0.576038048191,0.709288299156,34.4383158474,22.2984469625,28.3683814049,1.54442663057,,0.256690906256,0.000126095451586,8.50127065701,0.320750108545,8.66147978904,0.0575126912289
K0084,4,0.366376280498,0.369431588083,0.595444912179,0.065864777416,0.0907329982408,0.339656113983,-6.57139789357e-05,0.0102839247068,0.00880036140551,254758.453698,762560.64233,0.640351408157,0.592771084337,37.6093496179,23.7152678618,30.6623087398,0.701099553893,,0.23879078747,-0.329237250209,8.50127065701,0.320750108545,8.86547587527,0.0845177281339
K0089,1,0.164892721257,0.129106060413,0.854879602009,0.0137891776452,0.0480366609853,0.891143535902,-0.0106639310364,0.0236319966583,-0.0346796442513,41144.7528988,382232.766038,0.800266026843,0.332603938731,42.1589500613,36.7159741077,39.4374620845,1.04593590104,,0.176748616396,-0.618970155863,8.74240056044,0.216133408922,8.47457717687,0.0704994919106
K0089,2,0.200586618131,0.283398821,0.778381873606,0.062595853995,0.106357834691,0.159716340542,-0.003284366737,0.00857550634567,-0.00170841969766,65307.981677,382232.766038,0.758867063883,0.979189485214,43.3379190303,31.0560038725,37.1969614514,0.82689481066,,0.187140698566,-0.473365701819,8.74240056044,0.216133408922,8.65316788764,0.0591965230131
K0089,3,0.331417434826,0.420568154108,0.454892156498,0.0511736932517,0.00794843072869,0.12113267315,0.00109367848217,0.0132198315862,2.19502495505e-05,111718.708735,382232.766038,0.56043713522,0.617743702081,35.2661814303,20.4343486037,27.850265017,1.63603633498,,0.207243456456,0.205149096475,8.74240056044,0.216133408922,8.8172614269,0.0495269015354
K0089,4,0.551763166568,0.573180393112,0.492820630326,0.116234492629,0.0554837010587,0.352731494643,0.00790926899209,0.034814613062,0.000373790669762,164061.322728,382232.766038,0.559726550708,0.617743702081,39.0183538708,16.6537984605,27.8360761657,1.22094567784,,0.271191875338,-0.641005445696,8.74240056044,0.216133408922,9.02488909468,0.103784792512
K0095,1,0.133162198482,0.247893872446,0.875772019334,0.059025218968,0.0349099028933,0.154007152643,0.00578622654555,0.00540730632789,-1.84315195412e-05,59174.2973528,427695.224348,0.817826700178,0.603383458647,48.7918304536,36.6966346587,42.7442325561,1.0793785246,,0.137185209038,0.646199890816,8.86375611344,0.32652755957,8.4602338318,0.227841313591
K0095,2,0.209873695075,0.201591278204,0.81734411216,0.0327484400926,0.0202766164234,0.387026993964,-0.0115307826724,0.0276715163316,-0.00919866445361,59627.2321644,427695.224348,0.780536135634,0.994360902256,46.0912402824,36.7996482399,41.4454442612,0.810601256079,,0.180443512637,0.181705370222,8.86375611344,0.32652755957,8.75146236247,0.0490801173715
K0095,3,0.392257093524,0.124717755787,0.529929671125,0.00492477510076,0.00719392858777,0.16878969236,-0.000498728537009,0.00452920817738,-0.00157690834803,101119.760714,427695.224348,0.602580349541,0.885122410546,35.7019050083,31.2492435383,33.4755742733,1.08438857787,,0.228596931776,-0.457085065732,8.86375611344,0.32652755957,8.98091137258,0.0682410721067
K0095,4,0.522653710569,0.300401690617,0.384544177761,0.0173758103012,0.0121346977025,0.176713062204,0.000163896647896,0.00761032403863,-0.00159616467442,207569.502209,427695.224348,0.49174644675,0.32925682032,33.1328323588,23.1796735033,28.1562529311,1.15715700651,,0.244736849769,-0.567120072486,8.86375611344,0.32652755957,9.26258375505,0.138752932625
K0117,1,0.320233461366,0.391184768255,0.652781679029,0.0898369896145,0.0929163433627,0.0109594206626,-0.00105707912551,-0.00593879925999,-7.73845160186e-05,48922.7838638,244280.726396,0.672705935919,0.629422718808,31.984302438,19.472530501,25.7284164695,1.084264544,,0.245948283419,-0.697031939015,8.91000122254,0.267088254893,8.53645134806,0.182560114057
K0117,2,0.33822402018,0.309538117735,0.647129199047,0.0525792466887,0.155783288594,0.0874517092102,8.86110354581e-05,-0.0024839312087,-0.002263965303,65164.4457166,244280.726396,0.663494803567,0.916201117318,30.6803965403,21.1836443438,25.932020442,1.40266351509,,0.26148006491,-0.201234568613,8.91000122254,0.267088254893,8.86242683984,0.0672826263455
K0117,3,0.480253149358,0.610737068749,0.908250502227,0.447859233749,0.391865797762,1.19719373458,0.194957570614,0.292722858405,-0.0719253327575,65004.1808309,244280.726396,0.769614477056,0.856074766355,41.0840175191,15.9924850871,28.5382513031,1.49564912113,,0.344817388193,-0.512776390028,8.91000122254,0.267088254893,9.04724191485,0.053657454606
K0117,4,0.289901700343,0.61038177293,1.04509634663,0.592312428379,0.321121233146,0.728163404847,0.0343831329558,0.0718068282039,0.0397616094253,64967.9011686,244280.726396,0.846558758855,0.90671641791,44.1063960362,17.1846558261,30.6455259311,2.38626977122,,0.321195873879,-0.155154375766,8.91000122254,0.267088254893,9.19448409231,0.0534486962498
K0125,1,0.363561255757,0.637337752404,0.953425605536,0.535502980089,0.539638033971,3.86673648098,0.923563958339,0.888589969357,-0.35979118646,13077.9912354,123675.948983,0.810815532067,0.0,23.9367947083,8.68097176915,16.3088832387,1.35583100315,,0.308045501268,-0.587900759443,8.62222229895,0.385688407364,8.13721098944,1.42528366522e-14
K0125,2,0.382869092741,0.270200619744,0.693463114037,0.0447248817052,0.0893033102196,0.935674333514,0.0531732380461,0.0594276373069,0.000696800074329,32522.2722771,123675.948983,0.685206417824,0.591715976331,17.4891865058,12.7635974731,15.1263919894,1.24381184318,,0.272942179364,-0.394689237426,8.62222229895,0.385688407364,8.40119911078,0.233493743301
K0125,3,0.456415255226,0.355627480806,0.665452890305,0.0756101767559,0.199013882845,0.625052271197,0.00287178122624,0.0369603830593,0.0421907848013,29111.0510543,123675.948983,0.652270479423,0.769230769231,17.828739914,11.4883500524,14.6585449832,1.37293201557,,0.311005568852,-0.367117387816,8.62222229895,0.385688407364,8.94628561586,0.0408200182849
K0125,4,0.411093990949,0.627626751508,0.835334897237,0.399281419242,0.352897871183,1.69446493839,0.287959933476,0.42157664856,0.146634749186,48964.6344161,123675.948983,0.744678643778,0.0,22.2692852388,8.29248608597,15.2808856624,1.50279717342,,0.31752099738,-0.517488077752,8.62222229895,0.385688407364,9.00706336912,0.0239501573343
K0129,1,0.209788750748,0.56662569586,0.917746724479,0.393786740022,0.247165541839,0.265319044254,-0.00618542767929,-0.037142861167,-0.00420691157325,22352.3593557,254828.883447,0.824369099513,0.203883495146,35.6833759548,15.4642582238,25.5738170893,0.486587627863,,0.203432138302,-0.222595065384,9.0465169189,0.314543298531,8.65248073151,0.0961304163082
K0129,2,0.539229213462,0.489072018935,0.87966584975,0.26570871672,0.0330809306178,0.0223108770179,-0.000778281472063,-0.00504526460006,-2.34071561112e-05,40928.1520121,254828.883447,0.740453080314,0.529126213592,33.9056257469,17.3233329096,25.6144793283,0.595589548109,,0.378197522828,-0.310890003778,9.0465169189,0.314543298531,8.90709630468,0.0902745729339
K0129,3,0.483715078217,0.751008121612,1.3141820345,1.34732697295,0.609160169425,1.19916603226,0.0088125520452,0.125641931859,0.0597259302208,65818.3607503,254828.883447,0.93248791461,0.6,45.0493004183,11.2169099312,28.1331051748,0.370881867531,,0.397618158576,-0.269346636397,9.0465169189,0.314543298531,9.16338220925,0.0653113416308
K0129,4,0.458145365937,0.472313808409,0.472451619396,0.0711008732459,0.0988248636405,0.205556844275,0.0079591131615,0.0298030331262,-0.00699744727587,125557.053891,254828.883447,0.547135606964,0.676399026764,24.648315388,13.0065756762,18.8274455321,0.559950103467,,0.266485248447,0.193625568412,9.0465169189,0.314543298531,9.46376547643,0.107703329044
K0141,1,0.402359478109,0.647799325115,0.759874131944,0.350654131101,0.236852391098,1.36411738747,-0.0192993519234,0.251036534861,-0.0291529383505,5393.08548723,21585.3377907,0.713194731904,0.854166666667,22.7855507383,8.02508634764,15.405318543,0.832698343492,,0.299799995874,-0.668153083966,8.57790295085,0.248409456867,8.32867637116,0.0537364101777
K0141,2,0.25492001882,0.897001778746,3.22409396701,9.96289621827,12.5663179695,54.0265003556,-25.4582869164,49.7037169665,-28.2566477644,1970.64033575,21585.3377907,1.52664634074,0.739583333333,49.4986043041,5.09826819785,27.298436251,0.678129400356,,0.456021872547,-0.591618804028,8.57790295085,0.248409456867,8.43258448551,0.0466263200284
K0141,3,0.823217376194,0.79680457221,1.67313019391,2.37297634303,9.23614424555,32.7723620692,-3.80912042067,13.8403426308,6.27619379046,7217.73446121,21585.3377907,0.942083596303,1.0,34.9450891773,7.10068234455,21.0228857609,0.68682959516,,0.646372064438,-0.585159995984,8.57790295085,0.248409456867,8.60422229522,0.122329521488
K0141,4,0.500552548436,0.656114675195,0.847454839505,0.446512594316,0.595973900256,2.74175271537,0.109104490343,0.499909828189,0.115846332288,6929.8116052,21585.3377907,0.747351746693,0.722513089005,24.0621331679,8.27461447995,16.1683738239,0.784866797896,,0.324858421426,-0.63234549187,8.57790295085,0.248409456867,8.94686292046,0.0801020046571
K0143,1,0.364006924784,0.144128116756,0.411249640908,0.00403134180784,0.0131773197865,0.0607313609942,-0.000138047067188,0.0021155183425,0.000697523205516,41661.8295968,178423.744262,0.532905125455,0.874576271186,16.7361306382,14.3239836475,15.5300571428,0.860005911996,,0.200192442861,-0.123784210593,9.134936748,0.302409714838,8.83277888888,0.0959894248211
K0143,2,0.351335639023,0.545097908981,0.575153871072,0.142828949728,0.0668755159539,0.354859308343,0.0182766558192,0.0695516914739,-0.00920770005631,32416.1641295,178423.744262,0.624974411505,0.340136054422,23.6730153379,10.7689041779,17.2209597579,2.05423114636,,0.247205649313,-0.17589197036,9.134936748,0.302409714838,8.96141870735,0.0441838114127
K0143,3,0.439464479388,0.686417798736,1.00441945486,0.679912647654,1.03713855169,4.44276449022,1.13404449922,0.911799994287,-0.332216823845,42058.8851402,178423.744262,0.819078317494,0.843537414966,32.7939737837,10.2836064873,21.5387901355,0.855627860913,,0.343484029819,0.690629770283,9.134936748,0.302409714838,9.17360466898,0.0767680949543
K0143,4,0.214264996986,0.726595023277,1.31463383382,1.28089166315,0.757754953286,5.33954897942,1.73207657653,1.8182631605,0.6004446759,62286.8653958,178423.744262,0.974711640718,0.150170648464,37.8627736104,10.3518707376,24.107322174,1.09448647352,,0.280505184332,-0.733007640005,9.134936748,0.302409714838,9.5744674771,0.181501944325
K0144,1,0.446089377733,0.686621241972,0.889706449473,0.533752724307,0.493960576468,2.45599614151,0.563416198479,0.65287686599,-0.190398144128,37454.794272,305505.030021,0.756216403909,0.181405895692,37.8033863755,11.8467782716,24.8250823235,1.92072564201,,0.357265308609,-0.398823012111,8.89062732156,0.343401634105,8.4440326963,0.191227581568
K0144,2,0.472130369908,0.753416519406,1.2397663525,1.20482199006,2.30087627358,8.33956113844,3.83672116383,2.29001146402,-1.33197414501,75388.3527929,305505.030021,0.892420503705,0.884353741497,45.4047991516,11.1960734104,28.300436281,0.885779973294,,0.422269153241,0.71702373487,8.89062732156,0.343401634105,8.77470865268,0.0690505746794
