x,y,age,mass
33.0,5.0,8.38059302685,24.0010510205
40.0,4.0,8.38059302685,21.277390348
31.0,11.0,8.38059302685,34.0010015085
30.0,5.0,8.38059302685,19.2756970877
31.0,5.0,8.38059302685,20.3280686924
32.0,5.0,8.38059302685,22.7555233198
34.0,9.0,8.38059302685,27.0808412286
34.0,5.0,8.38059302685,24.3895957787
35.0,5.0,8.38059302685,23.2879434955
36.0,5.0,8.38059302685,21.3817892209
37.0,5.0,8.38059302685,20.8804275241
38.0,5.0,8.38059302685,20.3465704514
39.0,5.0,8.38059302685,18.5639814956
40.0,5.0,8.38059302685,19.5611312929
30.0,6.0,8.38059302685,20.9782929144
31.0,6.0,8.38059302685,24.5101426364
32.0,6.0,8.38059302685,26.5467163261
33.0,6.0,8.38059302685,27.9777914112
39.0,4.0,8.38059302685,20.2885471836
38.0,4.0,8.38059302685,20.1145516689
37.0,4.0,8.38059302685,21.3397301716
36.0,4.0,8.38059302685,21.0373093028
32.0,3.0,8.38059302685,17.1162344959
33.0,3.0,8.38059302685,19.7567271812
34.0,3.0,8.38059302685,18.551508839
35.0,3.0,8.38059302685,18.4900800276
36.0,3.0,8.38059302685,19.7617788026
37.0,3.0,8.38059302685,19.5789155809
38.0,3.0,8.38059302685,18.1684829381
39.0,3.0,8.38059302685,18.4025290161
34.0,6.0,8.38059302685,26.7659965773
40.0,3.0,8.38059302685,17.050481309
36.0,11.0,8.38059302685,32.9029307155
32.0,11.0,8.38059302685,32.8026489923
30.0,4.0,8.38059302685,19.5516379982
31.0,4.0,8.38059302685,17.9176711072
32.0,4.0,8.38059302685,18.4793453321
33.0,4.0,8.38059302685,19.8833305107
34.0,4.0,8.38059302685,21.930124741
35.0,4.0,8.38059302685,22.3052623709
37.0,11.0,8.38059302685,33.1214055223
31.0,3.0,8.38059302685,19.2419368514
35.0,6.0,8.38059302685,23.6580959726
37.0,6.0,8.38059302685,19.2825277244
31.0,8.0,8.38059302685,30.8447038682
32.0,8.0,8.38059302685,27.9005039493
33.0,8.0,8.38059302685,26.3560743112
34.0,8.0,8.38059302685,26.301659903
35.0,8.0,8.38059302685,26.4023795376
36.0,8.0,8.38059302685,25.4037537441
37.0,8.0,8.38059302685,24.1105718933
38.0,8.0,8.38059302685,23.887970162
39.0,8.0,8.38059302685,21.9981417738
40.0,8.0,8.38059302685,22.3505001881
39.0,9.0,8.38059302685,23.83708446
38.0,9.0,8.38059302685,23.7073297319
37.0,9.0,8.38059302685,23.3298813372
36.0,9.0,8.38059302685,24.9550489448
31.0,9.0,8.38059302685,29.9814865525
32.0,9.0,8.38059302685,28.5741427494
33.0,9.0,8.38059302685,27.8335328211
31.0,10.0,8.38059302685,29.7419998156
32.0,10.0,8.38059302685,28.6560321914
33.0,10.0,8.38059302685,28.8390224857
