#CALIFA_ID,ned_name,ppak_file,ra,dec,b,l,d_Mpc,modz,INFOmodz,IRSA_E(B-V),e_IRSA_E(B-V),Mr,u-r,objID,run,rerun,camcol,field,obj,type,flags,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,petroR50_r,petroR90_r,isoA_g,isoB_g,isoA_r,isoB_r,isoAgrad_r,isoBgrad_r,specObjID,z,zErr,zConf,zStatus,specClass,velDisp,velDispErr,eClass,J,eJ,H,eH,K,eK,FUV,eFUV,NUV,eNUV,Fnu_12,Fnu_25,Fnu_60,Fnu_100,NEDNAME,CHANDRA_flux_aper_b,CHANDRA_hard_hs,mjd,plate,fiberid,FIRST_flux_int,FIRST_e_flux_int,FIRST_MajAx,FIRST_MinAx,FIRST_PosAng,abs_U,abs_G,abs_R,abs_I,abs_Z,abs_J,abs_H,abs_K,eabs_U,eabs_G,eabs_R,eabs_I,eabs_Z,eabs_J,eabs_H,eabs_K,MU50R,PETROTHETA,PETROTH50,PETROTH90,SERSIC_N,SERSIC_TH50,SERSIC_FLUX,CLASS,SUBCLASS,int_r_mag,PA,PA_align,PA_err,BA,BA_err,re,r90,r20,hlma,el_mag,hlr,circ_mag,sky,ba2,pa2
K0029,NGC0217,NGC0217,10.39122297,-10.02142922,-72.7354663,114.7164833,50.58,33.52,N,0.0341,0.0010,-21.53,2.93,587727226231455809,1740,40,3,90,65,3,35221148405780,15.6122427,15.10384274,12.94406605,12.0886488,11.64572048,11.42854977,0.18384029,0.135267943,0.098107591,0.074392021,0.052744869,32.72351074,13.95541286,41.52706909,155.2059784,51.84849548,175.9457092,56.71002197,6.248037815,1.749590516,184871559997947904,0.0131494,0.000184421,0.999091983,4.0,2.0,190.3074799,4.531135559,-0.203909993,14.757,0.084,11.612,,11.366,,0,0,0,0,0.25,0.28,0.40,1.43,NGC0217,0,0,52148,0656,315,0,0,0,0,0,-18.085758,-20.136223,-20.955376,-21.387905,-21.617523,-22.252361,-22.8685,-22.414742,0.00823113216671302,0.00692100913850047,0.00666432970838226,0.00684728620820981,0.00583120844097744,0.00579789903851701,0.00636202127778016,0.00849974632507093,19.774008,33.586426,14.240861,41.93022,3.2357168,23.117704,9117.0205,GALAXY,BROADLINE,11.892419815,111.37274169,-69.452255,0.9360965490,0.2689952254,0.0206451546,14.652000427,47.916000366,4.7519998550,17.0282,12.057221329,9.108,12.1469112266,177.08407742,0.2689952254,111.37274169
K0030,NGC0237,NGC0237,10.86600634,-0.1249298,-62.92874527,118.548203,53.21,33.63,N,0.0174,0.0003,-20.75,1.84,587731186208669747,2662,40,3,355,51,3,1125934535151632,16.57227135,14.80939674,13.48383808,12.92892551,12.64154816,12.46884823,0.090283893,0.066430032,0.048180599,0.036533888,0.025902983,22.60809326,10.86966419,26.25396919,122.2969513,69.16126251,125.5168228,72.88446808,5.225472927,3.141221046,0,0.013883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.136,0.089,13.288,0.104,13.029,0.095,0,0,0,0,0.26,0.38,1.78,4.55,NGC0237,0,0,51794,0393,191,2.93,0.098,10.96,8.42,39.6,-18.437466,-19.612583,-20.165161,-20.439014,-20.578922,-20.974258,-21.11122,-20.95459,0.00391273903314027,0.00386085553856136,0.00385101441881415,0.00384616420121131,0.00385719476947418,0.00424988436064655,0.00445771873836396,0.00506425552734371,20.093382,24.854156,11.917125,28.829077,2.2949197,13.2547,3384.3484,GALAXY,STARFORMING,12.680890083,143.53237915,-36.467621,71.501625061,0.5741313099,0.0224150586,11.880000114,37.223999023,4.7519998550,10.2961,12.8602461707,7.92,12.9302032711,166.310932212,0.5741313099,143.53237915
K0031,NGC0234,NGC0234,10.88497099,14.342568,-48.48486118,120.0451557,57.02,33.78,N,0.0911,0.0010,-21.42,2.23,587724232101199896,1043,40,2,72,24,3,1125934535151632,16.55013657,15.05195713,13.28533173,12.60669422,12.28259563,12.22078228,0.471173257,0.346684784,0.251444727,0.190662935,0.135182396,34.83192825,16.76579857,32.05033493,105.6940689,94.79872131,117.0929031,102.7663727,4.081388474,3.214939117,118160834642837504,0.0148695,9.94e-05,0.999274015,3.0,2.0,-9999.0,-9999.0,0.039022699,13.894,0.059,13.158,0.059,12.991,0.067,0,0,0,0,1.16,0.46,3.14,9.22,NGC0234,0,0,51879,0419,189,0,0,0,0,0,-18.706238,-20.229473,-20.829998,-21.096863,-21.077803,-21.944904,-22.199707,-21.958364,0.00556498852026343,0.00531803243223351,0.00533244402386866,0.00530710716646808,0.00527927440807851,0.00576133574495166,0.00594456950497667,0.0062117854839394,20.504118,34.627277,16.915209,31.654045,3.187699,15.645529,3130.8423,GALAXY,STARFORMING,12.316054344,73.184463501,74.549461,1.0626667738,0.8509340286,0.0049086548,19.403999328,41.580001831,8.7119998931,12.276,12.4331878908,11.484,12.462777977,174.487155546,0.8509340286,73.184463501
K0032,MCG-02-03-015,MCG-02-03-015,11.94347942,-9.83505089,-72.68516844,119.8980899,75.86,34.40,N,0.0362,0.0014,-21.10,2.55,587727179528339473,1729,40,4,161,17,3,36775792656,15.86038876,16.05096626,14.21527004,13.40724277,12.96131897,12.75201225,0.197325751,0.145190418,0.105304196,0.079848982,0.056613926,18.80014229,8.00958252,25.04810333,157.4290924,32.57535172,158.8314209,36.96690369,4.806807995,1.454489112,184871559167475712,0.019130999,0.000161011,0.999662995,4.0,2.0,162.085022,5.307893753,-0.215813994,12.921,0.043,12.018,0.047,11.612,0.044,0,0,0,0,0.25,0.30,0.56,1.41,MCG-02-03-015,0,0,52148,0656,117,0,0,0,0,0,-18.213413,-19.700588,-20.463936,-20.891113,-21.099888,-21.786278,-21.97469,-21.741589,0.00913522740093188,0.00894449262544472,0.00778175477325056,0.0074376262072197,0.00637295826349633,0.00650387637535848,0.00656834726589261,0.00704424674531145,19.875654,22.193409,9.303606,27.194344,3.2749848,7.1563106,1705.7928,GALAXY,,13.200329780,25.065050125,23.968048,0.4382164478,0.3279592096,0.0178839620,8.3159999847,32.076000213,1.9800000190,9.108,13.3252934309,5.5445,13.422488118,183.862884116,0.3279592096,25.065050125
K0033,NGC0257,NGC0257,12.00629643,8.29706949,-54.56498208,121.4756483,68.55,34.18,N,0.0557,0.0027,-21.69,2.40,587744046934327332,5656,40,6,95,36,3,1125968894890000,16.02730942,15.18645477,13.27925491,12.64773846,12.22893715,12.19302082,0.290926039,0.214060605,0.155254617,0.117724873,0.0834684,35.42246628,15.0223732,31.72183037,135.6640167,76.52199554,140.8824615,81.585495,3.586606026,2.288010836,0,0.017539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0.31,2.05,6.04,NGC0257,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.296351432,91.250007629,-87.911995,1.2989680767,0.5760747790,0.0083302790,17.027999877,39.599998474,5.9400000572,14.256,12.478086095,11.0881,12.5150760206,110.622801323,0.576074779,91.250007629
K0034,NGC0309,NGC0309,14.17775494,-9.91386646,-72.74069501,127.3126093,74.13,34.35,N,0.0401,0.0012,-21.77,4.39,587727226233094186,1740,40,3,115,42,3,34628309008,16.39753532,17.17747498,13.41365147,12.69059086,12.33329296,12.82443142,0.20666343,0.152060986,0.110287309,0.083627529,0.059292957,46.10991669,21.88043213,41.43546677,147.081955,101.5818405,157.7058716,110.0787125,6.708546162,3.207349539,185434501034278912,0.018901199,0.000189255,0.997102022,4.0,2.0,125.0592041,6.084668636,-0.142095998,13.804,0.050,13.054,0.074,12.780,0.060,0,0,0,0,0.26,0.32,1.94,6.32,NGC0309,0,0,52146,0658,237,0,0,0,0,0,-18.925041,-20.349037,-21.033112,-21.376728,-20.40005,-22.70282,-22.747248,-22.671848,0.00679217289014224,0.00582277736581628,0.00576212252623437,0.00579454412380206,0.00733798679103674,0.00644518352080009,0.00722816811331223,0.008392039495959,21.437729,50.079823,24.125246,42.649517,5.392032,29.750385,3112.9521,GALAXY,STARFORMING,12.523888588,109.41528320,-72.06572,3.6373550891,0.8415715694,0.0315625481,20.591999054,68.508003234,7.1279997825,13.464,12.3168983494,10.692,12.5940206601,183.568970892,0.8415715694,109.4152832
K0035,NGC0364,NGC0364,16.17012646,-0.8027456,-63.48320254,130.3632125,66.68,34.12,N,0.0319,0.0008,-21.25,2.99,588015508202717203,3325,41,2,216,19,3,268570640,15.48722172,16.01671982,13.8130064,12.95211983,12.52483654,12.33724117,0.162715748,0.119724698,0.086834341,0.06584385,0.046684112,25.75004005,8.852049828,27.42811775,99.12683868,70.79812622,120.0823975,77.83476257,4.608783722,2.006299496,111686639717187584,0.0170784,0.000199477,0.999288023,4.0,2.0,238.4669342,6.214116096,-0.195602998,12.730,0.047,11.984,0.053,11.652,0.048,0,0,0,0,0,0,0,0,NGC0364,0,0,51816,0396,218,0,0,0,0,0,-17.812222,-19.811249,-20.628963,-21.062393,-21.215569,-21.803772,-21.98001,-21.828602,0.00729120716871489,0.00645020342974087,0.00644775132415857,0.00644825731332327,0.00646801077104898,0.00678608594509989,0.0071601883788281,0.00760809196661569,19.631332,25.558737,9.036669,27.430038,3.9154086,9.655983,3255.9272,GALAXY,,12.734399795,50.701503753,50.701508,7.9600520134,0.7843708992,0.0054242573,9.5039997100,34.451999664,1.9800000190,6.732,12.9566668134,5.94,13.0231295022,124.806797597,0.7843708992,50.701503753
K0036,NGC0429,NGC0429,18.23926906,-0.34499709,-62.72244293,134.7363555,73.79,34.34,N,0.0311,0.0011,-20.93,2.57,588015508740505613,3325,41,3,230,13,3,268570640,15.38941288,16.15215683,14.33292675,13.50119305,13.08682537,12.79658985,0.163023591,0.119951203,0.086998619,0.065968417,0.046772432,9.175147057,3.810113668,12.0534687,115.0826035,26.78253174,133.2142487,31.81781197,-20.54373741,2.285659313,111968019760021504,0.0187923,0.000171273,0.999427021,4.0,2.0,157.1655121,4.272207737,-0.183576003,12.800,0.054,11.968,0.061,11.697,0.052,0,0,0,0,0,0,0,0,NGC0429,0,0,51794,0397,112,0,0,0,0,0,-17.847927,-19.550085,-20.346048,-20.744373,-20.99429,-21.510386,-21.721527,-21.419231,0.00561328255333404,0.00572666611194361,0.00560573026717079,0.00566627680793469,0.00542909268351582,0.00527788291027319,0.00534235379086213,0.00566810234030844,18.366327,9.632901,4.0448933,12.304241,2.7806275,4.186352,1995.9329,GALAXY,,13.159722328,18.673097610,18.673096,0.3402086198,0.3986456990,0.0490072034,4.3559999465,27.323999404,1.1879999637,5.5445,13.349802623,3.96,13.4240553792,121.958833816,0.398645699,18.67309761
K0037,IC1652,IC1652,18.73448568,31.94850188,-30.65863457,128.7267807,67.92,34.16,N,0.0555,0.0016,-20.70,2.45,758877156284956742,4800,648,6,134,70,3,68988309552,15.76596642,16.19335175,14.34610748,13.61230373,13.08324814,12.88906288,0.281867921,0.207395747,0.150420696,0.114059463,0.080869578,12.24937916,5.365165234,17.18724823,110.8130569,33.92323685,123.4361572,35.87080383,3.520967722,2.594008684,0,0.017279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IC1652,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.211094856,72.738990783,-9.900009,0.7106495499,0.3149912953,0.0298365466,6.3359999656,27.719999313,1.9800000190,9.5041,13.3284139957,5.5445,13.3930858766,70.5449933514,0.3149912953,72.738990783
K0038,NGC0447,NGC0447,18.90683494,33.06776705,-29.53024828,128.755611,73.79,34.34,N,0.0599,0.0017,-21.46,2.71,758877156285415576,4800,648,6,141,152,3,35287720661012,15.6505127,15.90881348,13.6969738,13.04966927,12.45292568,12.26366806,0.320804685,0.236045033,0.171199545,0.129815429,0.092040762,26.4132328,9.357071877,31.18406296,144.8648834,81.1816864,138.7731628,77.93834686,0.520079553,12.15701771,0,0.018653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.744,0.057,12.000,0.053,11.744,0.043,0,0,0,0,0,0,0,0,NGC0447,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.308316230,102.85068512,20.295685,1.5743416547,0.6019982099,0.0780070424,20.591999054,63.360000610,4.3559999465,9.5041,12.9983790715,7.524,12.9856430517,81.8589215777,0.6019982099,102.85068512
K0039,NGC0444,NGC0444,18.95650808,31.08062313,-31.50088734,129.0563079,63.10,34.00,N,0.0620,0.0029,-19.97,1.94,758877155747692835,4800,648,5,128,291,3,70403372486744,18.32901955,16.29195213,14.78880501,14.20557308,13.93775463,13.9877882,0.323257267,0.237849623,0.172508389,0.130807891,0.092744425,33.90086365,14.68980312,33.08159256,150.6938934,34.68958282,156.4052429,37.30122757,5.40584898,1.586769938,0,0.016141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.891,,15.121,0.137,13.995,,0,0,0,0,0,0,0,0,NGC0444,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.111405372,63.585540771,-19.12146,0.2532640397,0.2384712249,0.0005454632,13.463999748,31.284000396,5.5440001487,15.84,14.0760459651,7.92,14.1968513364,73.6758200605,0.2384712249,63.585540771
K0040,UGC00809,UGC00809,18.96598717,33.81070446,-28.78632166,128.7200176,54.20,33.67,N,0.0587,0.0035,-19.41,2.08,758877156285743660,4800,648,6,146,556,3,1125934535151704,18.37888718,16.63570023,15.01262093,14.417696,14.12675285,14.01968002,0.304647535,0.224156767,0.162577182,0.123277359,0.087405182,27.27247047,11.89164925,27.4479351,129.4315033,27.70617485,139.9754028,30.31998634,5.349602699,1.652795076,0,0.01401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.582,,13.722,,14.407,0.144,0,0,0,0,0,0,0,0,UGC00809,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.254149437,105.97530365,23.483307,0.1469938009,0.1921375393,0.0071600140,11.880000114,29.700000762,4.7519998550,14.256,14.3803119844,7.128,14.3655166209,69.6977133381,0.1921375393,105.97530365
K0041,UGC00841,UGC00841,19.79178171,33.03062506,-29.48140465,129.6071351,73.45,34.33,N,0.0637,0.0029,-20.03,2.15,758877155211739511,4800,648,4,142,375,3,1125971042373648,18.11075401,16.77493668,15.07785702,14.47438622,14.12367058,14.08888054,0.331571549,0.24396719,0.176945359,0.134172305,0.09512984,24.05690956,10.32721043,26.04644966,128.3582611,27.15255356,132.6239319,29.51805115,5.527223587,1.276962399,0,0.018626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.163,0.091,14.315,0.090,13.923,0.114,0,0,0,0,0,0,0,0,UGC00841,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.377488136,136.13645935,53.59346,0.0568311102,0.2492652088,0.0040731835,9.8999996185,24.552000045,3.9600000381,12.276,14.4388716603,6.336,14.5264838427,70.6156360932,0.2492652088,136.13645935
K0042,NGC0477,NGC0477,20.33534599,40.48814817,-22.02748039,129.0596336,77.98,34.46,N,0.0528,0.0014,-20.79,2.39,758877280844054625,4829,648,6,211,97,3,70403372748816,17.46854782,16.33421707,14.57454491,13.81488132,13.47360897,13.27882767,0.275748342,0.202893019,0.147154942,0.111583143,0.079113834,32.14123917,14.31227589,30.78345871,129.8440704,56.23493576,136.5211334,61.1636467,5.313061237,2.358404636,0,0.01956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.362,0.059,13.634,0.070,13.441,0.064,0,0,0,0,0,0,0,0,NGC0477,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.147844314,44.497879028,-37.302124,1.0109149217,0.6565383076,0.0459799282,17.027999877,37.223999023,7.1279997825,12.672,13.197698174,9.9,13.3359813568,90.5582231827,0.6565383076,44.497879028
K0043,IC1683,IC1683,20.66220558,34.43712726,-27.99268358,130.216949,63.68,34.02,N,0.0513,0.0031,-20.75,2.54,758877154675523673,4800,648,3,152,89,3,103348572176,16.04297066,16.06303215,14.23221779,13.40468884,13.02866077,12.82561398,0.258694977,0.190345302,0.138054281,0.104682393,0.074221119,20.07843781,9.224518776,23.93745041,99.93610382,54.25660706,122.26371,64.26384735,6.104629517,2.756264925,0,0.016185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0.29,1.97,4.11,IC1683,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.153983116,67.787391662,-14.626602,6.1876192092,0.5945995450,0.0173906963,9.8999996185,34.451999664,2.7720000743,8.712,13.3613594765,7.128,13.4031676165,77.6634974544,0.594599545,67.787391662
K0044,NGC0499,NGC0499,20.79790079,33.46019063,-28.94457901,130.4978417,57.02,33.78,N,0.0699,0.0024,-21.88,2.83,758877154138194154,4800,648,2,145,234,3,52845546180624,15.03083515,15.09634781,12.98181343,12.09226704,11.61243534,11.32091904,0.363620132,0.267548233,0.1940483,0.14714095,0.104324773,24.58566856,9.684880257,28.67665482,139.1887817,84.31928253,140.671051,96.04257202,4.374914169,3.52931118,0,0.014567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC0499,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.726940155,153.64039611,71.135399,0.2672454118,0.6059516072,0.0082437749,13.463999748,52.271999359,3.5639998912,8.712,12.2548644285,7.524,12.1814862955,94.285732565,0.6059516072,153.64039611
K0045,NGC0496,NGC0496,20.79831372,33.52927366,-28.8761319,130.4871495,79.80,34.51,N,0.0720,0.0006,-21.12,2.32,758877154138259510,4800,648,2,146,54,3,68988047376,17.73213005,16.0791626,14.23294353,13.58478451,13.30166721,13.42282486,0.373157769,0.274565935,0.19913812,0.15100041,0.10706117,31.89110947,14.34085941,29.08408546,120.1609116,65.39156342,118.0055237,69.76154327,1.001206398,1.82466948,0,0.020054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.65,2.05,NGC0496,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.452198028,120.34719085,37.855194,0.6296635270,0.5771982669,0.0190934240,13.859999656,28.115999221,6.3359999656,12.672,13.425364723,9.9,13.4829250132,72.1579667673,0.5771982669,120.34719085
K0046,NGC0504,NGC0504,20.86626928,33.20435434,-29.18978356,130.6038774,54.70,33.69,N,0.0599,0.0016,-20.50,2.69,758877154138128424,4800,648,2,144,40,3,1125968894890000,15.48139954,16.1880722,14.23203564,13.35395908,12.90914726,12.57571793,0.307237297,0.226062268,0.16395922,0.124325313,0.088148192,9.692066193,4.336513042,13.75841045,133.0277405,41.38069916,147.0377197,49.93398666,3.020620346,3.423935652,0,0.014096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC0504,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.967864036,130.98391723,48.465912,1.6038006544,0.5283102393,0.1171857416,5.1479997634,30.888000488,1.5839999914,7.128,13.1497024974,5.1481,13.2101310036,75.1911434356,0.5283102393,130.98391723
K0047,NGC0517,NGC0517,21.1825233,33.42959176,-28.92869898,130.8657755,54.20,33.67,N,0.0574,0.0026,-20.87,2.65,758877278693556258,4829,648,2,165,34,3,68988047376,15.07332516,15.74567413,13.787714,12.95893383,12.51739311,12.22938061,0.293084621,0.21564889,0.156406552,0.118598357,0.084087715,13.43841553,5.508107185,19.07432938,119.862999,62.12953568,138.404953,69.38787079,5.232182026,2.919048786,0,0.014003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC0517,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.555495262,101.27965545,18.784653,0.6060922741,0.4822614490,0.0098560424,7.5240001678,39.599998474,1.5839999914,7.524,12.7859476909,5.5445,12.8385363169,90.1246403675,0.482261449,101.27965545
K0048,NGC0523,NGC0523,21.33648955,34.02495125,-28.32094,130.9095891,62.23,33.97,N,0.0540,0.0005,-20.94,2.73,758877278693818418,4829,648,2,169,50,3,1284264209551376,17.06575394,16.03816795,13.95353127,13.17464542,12.76721478,12.53499603,0.278221875,0.204713002,0.148474947,0.112584047,0.079823501,30.64961052,14.23094559,26.35930252,129.5093536,44.41897583,134.4920349,51.58161926,4.964122772,2.103138208,0,0.016223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0.27,2.05,4.70,NGC0523,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.636011123,169.68832397,87.244324,2.8563110828,0.2414723485,0.0662496164,8.3159999847,47.124000549,3.5639998912,19.404,12.7766606338,12.672,12.7016285007,92.6238011504,0.2414723485,169.68832397
K0049,UGC00987,UGC00987,21.38103269,32.13627354,-30.18239787,131.2783002,60.53,33.91,N,0.0596,0.0042,-20.89,2.43,758877278156095644,4829,648,1,156,156,3,1284264209551376,15.63473892,15.76438999,14.01096058,13.18964767,12.76487541,12.46565151,0.312408745,0.229867384,0.166719005,0.126417965,0.089631915,17.22265816,7.370933056,22.1228981,148.7241669,44.2766037,163.8070221,47.13466263,6.346253395,1.503795385,0,0.015524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC00987,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.956750869,111.10136413,28.495361,0.4470505416,0.3498648107,0.0114800985,7.9200000762,31.284000396,1.9800000190,10.692,13.0315086714,6.336,13.1386537439,89.0432048477,0.3498648107,111.10136413
K0050,NGC0528,NGC0528,21.38988188,33.67144291,-28.66382239,131.0197051,62.81,33.99,N,0.0620,0.0028,-21.36,2.88,758877153601454301,4800,648,1,147,221,3,103347785744,15.21512127,15.84313107,13.72858047,12.81133556,12.35553646,12.07375622,0.333090574,0.245084882,0.177755997,0.134786993,0.095565654,17.04853249,7.035301208,21.50145912,109.3008575,53.80249405,132.3399048,64.74942017,7.041922092,2.887879133,0,0.016084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC0528,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.510540962,140.45111084,57.971107,0.3411343991,0.4936710894,0.0226246453,7.9200000762,39.203998565,1.9800000190,8.316,12.7663041771,5.94,12.7879545792,77.3000365239,0.4936710894,140.45111084
K0051,NGC0529,NGC0529,21.41783812,34.71302553,-27.63055146,130.8684753,63.10,34.00,N,0.0484,0.0009,-21.80,2.75,758877278694080872,4829,648,2,173,360,3,68988047376,14.96418762,15.19623756,13.17465687,12.32988644,11.88436127,11.59952068,0.247238249,0.181915551,0.131940335,0.100046359,0.070934117,18.76617432,7.891080856,24.71247673,125.471077,86.11579132,138.5827484,102.0396729,6.279734612,4.455762386,0,0.016061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC0529,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.918518066,58.509826660,-23.88118,6.8271021843,0.8584898114,0.0085850711,11.088000297,51.083999633,2.7720000743,7.524,12.2788268269,7.524,12.2352733352,95.5014588597,0.8584898114,58.50982666
K0052,NGC0551,NGC0551,21.91930793,37.18298246,-25.12759729,130.8969209,68.55,34.18,N,0.0549,0.0013,-21.12,3.11,758877278695194777,4829,648,2,190,153,3,1126003254628368,16.94439888,16.46585846,14.09290886,13.21582699,12.91109943,12.78664875,0.29439652,0.216614157,0.157106653,0.119129233,0.084464103,29.09029579,13.22838783,28.01688004,119.3802185,51.18156052,134.0643768,58.07122803,4.955727577,2.026415348,0,0.017352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.281,0.071,13.665,0.075,13.395,0.088,0,0,0,0,0.25,0.25,0.53,1.83,NGC0551,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.947146415,36.084209442,-46.06279,0.5337342619,0.4348401725,0.0071363644,14.652000427,33.659999847,6.3359999656,14.6521,13.0090958537,9.9,13.093021794,90.0191626515,0.4348401725,36.084209442
K0053,UGC01057,UGC01057,22.22188917,13.79379874,-48.08075284,136.6107199,84.72,34.64,N,0.0465,0.0016,-20.71,1.98,587724232105984180,1043,40,2,145,180,3,36775792656,17.47479057,16.16022491,14.62828636,14.06338787,13.73880005,13.56079102,0.250151843,0.184059352,0.133495197,0.101225361,0.071770042,19.62734795,9.05546093,22.1193409,115.7670898,29.96260834,117.4548721,31.488554,5.367838383,1.005584717,119568268921929728,0.021159099,0.000161003,0.999332011,4.0,2.0,81.04251099,9.19172287,-0.185749993,0,0,0,0,0,0,16.720816,0.0056413193,-999.0,-999.0,0,0,0,0,UGC01057,0,0,51893,0424,014,0,0,0,0,0,-18.294495,-19.63652,-20.170849,-20.462723,-20.57574,0,0,0,0.00454099570049445,0.00271244514588276,0.00260700014995465,0.00258735847181501,0.00280130602489493,,,,20.738855,23.571007,10.378057,24.609047,1.7939191,11.796417,1344.6448,GALAXY,,14.016193389,147.40158081,-28.367418,0.1452553272,0.3028683662,0.0086696892,8.3159999847,19.403999328,3.5639998912,9.108,14.0429790067,5.5445,14.1050514738,175.287782346,0.3028683662,147.40158081
K0054,NGC0570,NGC0570,22.24433083,-0.94899858,-62.31398158,143.4750609,72.11,34.29,N,0.0273,0.0008,-21.50,2.64,587731511533568042,2738,40,1,67,42,3,158332090454032,15.94347763,15.57527828,13.69278336,12.86959743,12.47474098,12.30761528,0.141298249,0.103965908,0.075404748,0.057177138,0.040539302,24.78970528,10.84450722,30.32813835,102.2865677,73.18247986,142.1457062,79.73836517,8.716438293,2.090904236,112531068074065920,0.018469401,0.00015578,0.999441981,4.0,2.0,148.3621674,5.566813469,-0.180739,13.306,0.057,12.668,0.054,12.207,0.061,0,0,0,0,0,0,0,0,NGC0570,0,0,51817,0399,011,0,0,0,0,0,-18.386885,-20.129297,-20.919855,-21.303694,-21.419945,-21.972069,-22.174105,-21.98764,0.00540025152211489,0.00503811764236448,0.00504268354271312,0.00503848546351597,0.00504703865259411,0.00537451386178492,0.00556538247506695,0.00595899543731637,20.006166,25.042618,10.908849,28.287977,3.5448914,14.679564,3743.1824,GALAXY,,12.528678894,101.92929077,-78.070709,9.4283361434,0.7021922469,0.1400664448,13.463999748,46.728000640,3.9600000381,9.108,12.7871655433,7.524,12.8299408173,163.058280738,0.7021922469,101.92929077
