x,y,age,mass
46.0,18.0,8.5216611709,94.1872833652
45.0,18.0,8.5216611709,92.8991427692
46.0,19.0,8.5216611709,110.913725296
45.0,19.0,8.5216611709,104.884437185
44.0,19.0,8.5216611709,108.072772186
44.0,20.0,8.5216611709,110.522405065
45.0,20.0,8.5216611709,111.518238278
44.0,18.0,8.5216611709,99.7712527763
45.0,24.0,8.53139413868,162.33656689
46.0,23.0,8.54670254677,166.545807683
46.0,24.0,8.58829967396,197.803439025
35.0,45.0,8.59752766538,45.5617845394
46.0,44.0,8.59752766538,13.0466021789
45.0,44.0,8.59752766538,16.4074039155
44.0,44.0,8.59752766538,23.7654775485
43.0,44.0,8.59752766538,26.4388273635
42.0,44.0,8.59752766538,30.330831206
41.0,44.0,8.59752766538,32.3381156952
40.0,44.0,8.59752766538,34.5839171763
39.0,44.0,8.59752766538,40.2384867199
38.0,48.0,8.59752766538,18.5591022643
36.0,45.0,8.59752766538,45.2238362302
37.0,44.0,8.59752766538,49.5368468726
36.0,44.0,8.59752766538,51.8285488208
35.0,44.0,8.59752766538,50.5120587662
34.0,44.0,8.59752766538,51.818432655
46.0,43.0,8.59752766538,17.467415192
45.0,43.0,8.59752766538,20.0214537567
44.0,43.0,8.59752766538,25.1412676643
38.0,44.0,8.59752766538,46.8887959129
37.0,45.0,8.59752766538,42.4574932335
38.0,45.0,8.59752766538,40.0831189561
39.0,45.0,8.59752766538,32.8289502056
37.0,48.0,8.59752766538,22.2883991639
41.0,47.0,8.59752766538,19.0577317511
40.0,47.0,8.59752766538,19.9970686059
39.0,47.0,8.59752766538,22.1209738758
38.0,47.0,8.59752766538,27.487116633
37.0,47.0,8.59752766538,30.7031077977
44.0,46.0,8.59752766538,14.3739237478
43.0,46.0,8.59752766538,19.7629745351
42.0,46.0,8.59752766538,16.6958328121
41.0,46.0,8.59752766538,21.5667223582
39.0,48.0,8.59752766538,19.9725399635
40.0,46.0,8.59752766538,24.7326159231
38.0,46.0,8.59752766538,36.2920130006
37.0,46.0,8.59752766538,37.5563016137
36.0,46.0,8.59752766538,39.3122223822
45.0,45.0,8.59752766538,13.9499753678
44.0,45.0,8.59752766538,20.9752030882
43.0,45.0,8.59752766538,21.871581056
42.0,45.0,8.59752766538,23.4348768592
41.0,45.0,8.59752766538,22.9704975785
43.0,43.0,8.59752766538,26.1283914804
40.0,48.0,8.59752766538,14.1512836921
39.0,46.0,8.59752766538,30.5611987126
42.0,43.0,8.59752766538,34.957835482
41.0,42.0,8.59752766538,47.1999028309
40.0,43.0,8.59752766538,43.3770725455
34.0,41.0,8.59752766538,72.1128076522
43.0,40.0,8.59752766538,33.8897380254
42.0,40.0,8.59752766538,39.71090989
41.0,40.0,8.59752766538,44.9275511623
40.0,40.0,8.59752766538,48.6176305103
39.0,40.0,8.59752766538,51.250665484
38.0,40.0,8.59752766538,54.3098328661
37.0,40.0,8.59752766538,60.744271436
36.0,40.0,8.59752766538,67.0291536566
35.0,40.0,8.59752766538,72.7441880764
35.0,41.0,8.59752766538,63.4139136783
