x,y,age,mass
18.0,36.0,8.4116263767,13.6875769388
22.0,40.0,8.4116263767,9.37728929247
21.0,31.0,8.4116263767,58.4680883614
23.0,36.0,8.4116263767,37.1490977656
22.0,36.0,8.4116263767,28.4632298637
21.0,36.0,8.4116263767,21.6073644735
20.0,36.0,8.4116263767,19.7091212857
23.0,39.0,8.4116263767,18.4583758311
19.0,36.0,8.4116263767,19.0709083313
24.0,35.0,8.4116263767,46.3410214637
23.0,35.0,8.4116263767,39.9142756658
22.0,35.0,8.4116263767,32.8883652008
21.0,35.0,8.4116263767,26.8699085277
20.0,35.0,8.4116263767,23.9432450998
19.0,35.0,8.4116263767,21.0952403011
17.0,36.0,8.4116263767,11.354635314
18.0,35.0,8.4116263767,15.5567854758
22.0,39.0,8.4116263767,11.7235334796
24.0,36.0,8.4116263767,41.1960392799
23.0,38.0,8.4116263767,17.528311513
22.0,38.0,8.4116263767,13.2495569407
21.0,38.0,8.4116263767,13.819003426
20.0,38.0,8.4116263767,8.2812275989
19.0,38.0,8.4116263767,13.395745519
25.0,37.0,8.4116263767,36.6268693026
21.0,39.0,8.4116263767,14.2925905994
24.0,37.0,8.4116263767,32.2270663085
22.0,37.0,8.4116263767,20.4011119832
21.0,37.0,8.4116263767,13.9381209184
20.0,37.0,8.4116263767,10.8833697886
19.0,37.0,8.4116263767,9.4160982534
18.0,37.0,8.4116263767,7.80898119759
25.0,36.0,8.4116263767,46.0567233881
23.0,37.0,8.4116263767,25.2809548997
17.0,35.0,8.4116263767,13.8676809772
24.0,38.0,8.4116263767,22.6275333902
23.0,32.0,8.4116263767,67.501026768
21.0,33.0,8.4116263767,36.828164611
20.0,33.0,8.4116263767,34.8696039034
24.0,33.0,8.4116263767,70.7116419734
18.0,34.0,8.4116263767,21.7239418419
19.0,33.0,8.4116263767,36.0654710759
20.0,32.0,8.4116263767,40.100072773
22.0,33.0,8.4116263767,41.8153690141
22.0,32.0,8.4116263767,54.9695162864
21.0,32.0,8.4116263767,48.2181314
19.0,34.0,8.4116263767,28.3018313637
20.0,34.0,8.4116263767,29.0218540791
21.0,34.0,8.4116263767,30.3359448959
22.0,34.0,8.4116263767,36.0103353365
23.0,34.0,8.4116263767,43.7992366816
24.0,34.0,8.4116263767,57.4643278118
24.0,32.0,8.4116263767,80.0498412777
23.0,33.0,8.4116263767,58.0742984311
29.0,18.0,8.44834306985,33.0789646597
28.0,18.0,8.44834306985,43.8593730725
35.0,20.0,8.44834306985,28.2045531968
31.0,21.0,8.44834306985,51.4422459485
31.0,18.0,8.44834306985,24.2628292742
30.0,18.0,8.44834306985,30.3322898486
26.0,18.0,8.44834306985,53.9552650293
25.0,22.0,8.44834306985,134.534440672
25.0,21.0,8.44834306985,104.678340842
26.0,21.0,8.44834306985,95.692555526
27.0,21.0,8.44834306985,87.8128263764
28.0,21.0,8.44834306985,71.6249093814
26.0,22.0,8.44834306985,125.356866054
27.0,22.0,8.44834306985,113.82078139
28.0,22.0,8.44834306985,95.1419397566
29.0,22.0,8.44834306985,83.9021687678
30.0,22.0,8.44834306985,73.7301541462
27.0,18.0,8.44834306985,48.7030465448
34.0,20.0,8.44834306985,32.3414809851
33.0,21.0,8.44834306985,32.9619259763
33.0,18.0,8.44834306985,28.4468766671
34.0,21.0,8.44834306985,29.431110995
25.0,20.0,8.44834306985,75.1921060612
26.0,20.0,8.44834306985,86.395830587
35.0,19.0,8.44834306985,30.2551545652
34.0,19.0,8.44834306985,25.1983265724
33.0,19.0,8.44834306985,21.8274742504
27.0,20.0,8.44834306985,69.3088256406
29.0,21.0,8.44834306985,56.752919838
28.0,20.0,8.44834306985,55.7379129591
29.0,20.0,8.44834306985,42.8355221957
30.0,20.0,8.44834306985,38.4512389476
32.0,18.0,8.44834306985,27.5552399308
31.0,20.0,8.44834306985,39.2637946517
32.0,20.0,8.44834306985,31.0259889941
31.0,19.0,8.44834306985,29.8494849756
30.0,19.0,8.44834306985,32.985803734
33.0,20.0,8.44834306985,30.4178785978
29.0,19.0,8.44834306985,41.5905160734
28.0,19.0,8.44834306985,49.5035925214
27.0,19.0,8.44834306985,55.5681973642
26.0,19.0,8.44834306985,65.3897905991
26.0,24.0,8.44834306985,253.481741034
32.0,21.0,8.44834306985,44.3651052931
34.0,18.0,8.44834306985,28.3883573254
32.0,19.0,8.44834306985,23.05416165
25.0,19.0,8.44834306985,55.4015610979
31.0,22.0,8.44834306985,76.5971163152
31.0,17.0,8.44834306985,15.065772978
30.0,24.0,8.44834306985,154.228016157
31.0,23.0,8.44834306985,103.065035255
30.0,23.0,8.44834306985,108.589627449
29.0,23.0,8.44834306985,123.71233172
27.0,23.0,8.44834306985,162.693370728
26.0,23.0,8.44834306985,185.241217815
25.0,23.0,8.44834306985,184.485396409
32.0,17.0,8.44834306985,17.3983316457
27.0,15.0,8.44834306985,20.9049992985
28.0,15.0,8.44834306985,20.0414532287
