x,y,age,mass
33.0,22.0,8.34202572914,53.6019745672
28.0,19.0,8.34202572914,19.7459840691
29.0,19.0,8.34202572914,19.9567477253
30.0,19.0,8.34202572914,16.8496528117
31.0,19.0,8.34202572914,17.9286234601
32.0,19.0,8.34202572914,20.4128625212
33.0,19.0,8.34202572914,23.3010976865
32.0,16.0,8.34202572914,9.14964425387
31.0,16.0,8.34202572914,6.0317188119
30.0,16.0,8.34202572914,10.4734919036
27.0,26.0,8.34202572914,74.9200697634
28.0,26.0,8.34202572914,86.6559563725
29.0,26.0,8.34202572914,92.8580997483
27.0,24.0,8.34202572914,44.1667822434
25.0,24.0,8.34202572914,35.6222299328
24.0,24.0,8.34202572914,36.3022095359
22.0,20.0,8.34202572914,16.4986188414
23.0,20.0,8.34202572914,19.1828553606
24.0,20.0,8.34202572914,15.7336437734
25.0,20.0,8.34202572914,17.032096824
26.0,20.0,8.34202572914,21.3858803104
27.0,20.0,8.34202572914,21.3800175135
28.0,20.0,8.34202572914,19.8689487284
29.0,20.0,8.34202572914,22.4361437445
30.0,20.0,8.34202572914,23.5796671062
31.0,20.0,8.34202572914,25.0453695024
27.0,19.0,8.34202572914,16.4559447962
32.0,20.0,8.34202572914,30.1991698238
26.0,19.0,8.34202572914,14.3540916113
24.0,19.0,8.34202572914,17.7764194713
32.0,18.0,8.34202572914,17.3288058103
31.0,18.0,8.34202572914,16.3924293102
30.0,18.0,8.34202572914,12.1572630231
29.0,18.0,8.34202572914,12.66315441
28.0,18.0,8.34202572914,19.2409130926
27.0,18.0,8.34202572914,16.0240658591
26.0,18.0,8.34202572914,12.7887272276
25.0,18.0,8.34202572914,14.2666738313
32.0,22.0,8.34202572914,49.220379726
26.0,25.0,8.34202572914,46.7189589055
27.0,25.0,8.34202572914,58.3575589844
28.0,25.0,8.34202572914,70.0592123238
32.0,17.0,8.34202572914,19.5648774924
31.0,17.0,8.34202572914,15.955076735
30.0,17.0,8.34202572914,15.2634731959
29.0,17.0,8.34202572914,19.6918592239
28.0,17.0,8.34202572914,13.8941598821
27.0,17.0,8.34202572914,13.07310385
29.0,25.0,8.34202572914,73.3607405183
30.0,25.0,8.34202572914,77.9532086155
31.0,24.0,8.34202572914,69.2589747007
30.0,24.0,8.34202572914,64.3795456488
29.0,24.0,8.34202572914,59.591996202
28.0,24.0,8.34202572914,52.0756301068
23.0,19.0,8.34202572914,16.0497138084
25.0,19.0,8.34202572914,15.2663720321
33.0,20.0,8.34202572914,34.2284377344
26.0,24.0,8.34202572914,38.4096141906
32.0,23.0,8.34202572914,65.1721589356
25.0,23.0,8.34202572914,27.6384062531
25.0,21.0,8.34202572914,21.3863425358
26.0,23.0,8.34202572914,31.9174188271
27.0,21.0,8.34202572914,25.5571673672
28.0,21.0,8.34202572914,23.0007210768
29.0,21.0,8.34202572914,24.3241740083
24.0,21.0,8.34202572914,18.3713083054
23.0,21.0,8.34202572914,21.3702043575
27.0,23.0,8.34202572914,37.5438326904
28.0,23.0,8.34202572914,42.5583649803
29.0,23.0,8.34202572914,46.9746378441
30.0,23.0,8.34202572914,52.0361741668
31.0,23.0,8.34202572914,52.7892393863
26.0,21.0,8.34202572914,26.6018491518
33.0,21.0,8.34202572914,43.0038072939
24.0,23.0,8.34202572914,26.6784578468
27.0,22.0,8.34202572914,29.4855891356
31.0,22.0,8.34202572914,43.0473009553
30.0,21.0,8.34202572914,26.5281107017
30.0,22.0,8.34202572914,40.5913084715
31.0,21.0,8.34202572914,33.2681208186
32.0,21.0,8.34202572914,38.1885687994
29.0,22.0,8.34202572914,34.8304680301
28.0,22.0,8.34202572914,32.5936625056
23.0,22.0,8.34202572914,21.332868936
26.0,22.0,8.34202572914,27.2567478656
24.0,22.0,8.34202572914,21.3414780823
25.0,22.0,8.34202572914,23.0346303122
40.0,21.0,8.42860010993,59.2306735838
38.0,21.0,8.42860010993,52.8377976085
41.0,21.0,8.42860010993,64.534599432
39.0,21.0,8.42860010993,56.2124591746
37.0,21.0,8.42860010993,44.9961675086
41.0,13.0,8.42860010993,14.6542106236
35.0,21.0,8.42860010993,41.7562306949
42.0,16.0,8.42860010993,24.2729838051
43.0,16.0,8.42860010993,29.6361559286
34.0,19.0,8.42860010993,23.6475971143
42.0,13.0,8.42860010993,14.9185478114
34.0,21.0,8.42860010993,40.8332256191
40.0,13.0,8.42860010993,10.4692930565
36.0,21.0,8.42860010993,41.4283951403
37.0,14.0,8.42860010993,12.0244664538
38.0,17.0,8.42860010993,18.0554901424
40.0,22.0,8.42860010993,81.1216567423
35.0,18.0,8.42860010993,22.8218549539
36.0,18.0,8.42860010993,25.0239129722
37.0,18.0,8.42860010993,27.1594071949
38.0,18.0,8.42860010993,24.7978362019
39.0,18.0,8.42860010993,26.8568908488
40.0,18.0,8.42860010993,29.3448393253
41.0,18.0,8.42860010993,32.3882356431
42.0,18.0,8.42860010993,33.5431933614
36.0,22.0,8.42860010993,56.6779728288
37.0,22.0,8.42860010993,60.0061261809
42.0,12.0,8.42860010993,10.5793283583
43.0,18.0,8.42860010993,32.5465395388
43.0,17.0,8.42860010993,31.0163526081
42.0,17.0,8.42860010993,27.2834477793
41.0,17.0,8.42860010993,24.135117969
40.0,17.0,8.42860010993,24.6244293255
39.0,17.0,8.42860010993,21.4165043862
41.0,16.0,8.42860010993,19.9400717378
37.0,17.0,8.42860010993,17.5289747366
36.0,17.0,8.42860010993,16.9390071974
35.0,17.0,8.42860010993,17.2176095568
34.0,17.0,8.42860010993,16.4177694287
33.0,17.0,8.42860010993,17.0809037641
41.0,22.0,8.42860010993,86.367070449
