x,y,age,mass
14.0,11.0,8.17166457863,45.1060405805
13.0,12.0,8.17166457863,44.6486031739
13.0,11.0,8.17166457863,40.9532949961
14.0,12.0,8.17166457863,47.823260359
50.0,46.0,8.1970913742,34.1629698135
53.0,38.0,8.32574418747,63.9196056355
11.0,12.0,8.34236256556,41.4663845443
10.0,12.0,8.34236256556,34.4630051911
12.0,11.0,8.34236256556,45.4709780798
10.0,11.0,8.34236256556,32.355427887
9.0,11.0,8.34236256556,26.7855768305
11.0,11.0,8.34236256556,39.8227151821
12.0,12.0,8.34236256556,49.6144762923
12.0,10.0,8.34236256556,41.1645641154
11.0,10.0,8.34236256556,37.0357740111
10.0,10.0,8.34236256556,30.7975106816
9.0,10.0,8.34236256556,25.1983847197
11.0,17.0,8.35675931355,37.0041057194
10.0,17.0,8.35675931355,32.4021419619
15.0,14.0,8.38831805066,43.9275777312
27.0,65.0,8.40488972153,53.8814339924
6.0,42.0,8.40548928701,33.9353648988
43.0,50.0,8.40686249222,67.7796960601
14.0,15.0,8.41222466765,34.3575618453
42.0,50.0,8.41464620322,55.1485142812
42.0,49.0,8.42158935425,64.4833517988
41.0,46.0,8.42194046723,89.7262444093
41.0,47.0,8.43281407029,82.4070947851
43.0,51.0,8.44481771081,50.8010579227
5.0,15.0,8.44673012654,17.6660065996
10.0,13.0,8.44673012654,38.3632983108
8.0,14.0,8.44673012654,29.6018857575
7.0,14.0,8.44673012654,24.6829986822
6.0,14.0,8.44673012654,20.3711125764
10.0,14.0,8.44673012654,41.6755266847
6.0,15.0,8.44673012654,21.5793345559
6.0,16.0,8.44673012654,23.563028344
8.0,15.0,8.44673012654,32.4880546276
9.0,15.0,8.44673012654,36.8486575337
10.0,15.0,8.44673012654,43.6683214801
5.0,16.0,8.44673012654,18.5264676914
7.0,16.0,8.44673012654,29.2134121799
8.0,16.0,8.44673012654,33.7549848848
9.0,16.0,8.44673012654,38.2627197324
10.0,16.0,8.44673012654,43.2891189087
7.0,17.0,8.44673012654,28.6167568519
8.0,17.0,8.44673012654,33.0515500697
9.0,17.0,8.44673012654,37.8417095978
7.0,15.0,8.44673012654,26.5599069117
5.0,14.0,8.44673012654,26.0720912946
9.0,14.0,8.44673012654,35.8519262097
8.0,11.0,8.44673012654,24.1670907626
6.0,12.0,8.44673012654,17.2760435087
9.0,13.0,8.44673012654,33.2051945844
7.0,13.0,8.44673012654,22.4101490705
11.0,13.0,8.44673012654,46.1351862751
7.0,11.0,8.44673012654,20.9716718054
8.0,13.0,8.44673012654,27.7083763352
8.0,10.0,8.44673012654,26.083703832
8.0,12.0,8.44673012654,26.3140117362
9.0,12.0,8.44673012654,30.6705630041
7.0,12.0,8.44673012654,21.0868217099
16.0,11.0,8.45142661497,61.3707969784
43.0,60.0,8.4514509436,34.1607927319
16.0,53.0,8.45181731509,96.7267802246
16.0,14.0,8.45348594762,63.108811987
15.0,13.0,8.4535457184,32.0191901027
51.0,35.0,8.4576927187,38.1495225822
52.0,35.0,8.4576927187,36.0547150957
52.0,34.0,8.4576927187,34.9751146424
13.0,14.0,8.46073383125,43.5659146138
13.0,13.0,8.46073383125,43.4171518571
14.0,13.0,8.46073383125,46.4863204745
14.0,14.0,8.46073383125,45.9796634681
47.0,30.0,8.46306593756,89.5238073485
47.0,41.0,8.46569647428,83.5987089109
16.0,47.0,8.46630041589,138.981122017
15.0,12.0,8.47257467896,81.1856104689
51.0,45.0,8.47496047738,48.8583329438
53.0,44.0,8.47496047738,36.7280161817
52.0,44.0,8.47496047738,44.1059069222
51.0,44.0,8.47496047738,52.9085633699
52.0,45.0,8.47496047738,41.8339044074
53.0,45.0,8.47496047738,36.6048087507
51.0,43.0,8.47496047738,55.3333626148
53.0,46.0,8.47496047738,36.8968295026
52.0,46.0,8.47496047738,41.615350245
51.0,46.0,8.47496047738,45.1420821011
16.0,10.0,8.47631442649,51.7254708003
31.0,1.0,8.48122962677,84.2002478702
42.0,46.0,8.48174739919,113.868910457
40.0,46.0,8.48567028896,171.530088564
26.0,67.0,8.49153332504,39.686475787
27.0,67.0,8.49153332504,39.5301636184
12.0,13.0,8.49635367296,43.0725923131
12.0,16.0,8.49635367296,43.3273169535
11.0,15.0,8.49635367296,38.8822304647
11.0,14.0,8.49635367296,38.4277270899
12.0,15.0,8.49635367296,43.3963595527
12.0,14.0,8.49635367296,43.6524221407
12.0,49.0,8.50051290664,110.323054038
8.0,18.0,8.50382891095,36.4140055771
10.0,19.0,8.50382891095,51.6221752735
9.0,19.0,8.50382891095,46.3138784897
8.0,19.0,8.50382891095,39.0644922995
9.0,20.0,8.50382891095,48.2171373887
10.0,18.0,8.50382891095,49.3891323538
9.0,18.0,8.50382891095,43.5676219158
15.0,11.0,8.510926203,95.3224895372
53.0,43.0,8.51138376617,28.8509631055
54.0,43.0,8.51138376617,25.1670547655
53.0,41.0,8.51138376617,32.5454178275
52.0,42.0,8.51138376617,37.1963410644
53.0,42.0,8.51138376617,29.9577492319
52.0,43.0,8.51138376617,34.89049825
54.0,42.0,8.51138376617,25.9246340766
17.0,53.0,8.51346243769,85.764131613
40.0,45.0,8.51381338236,168.883985676
44.0,47.0,8.51414761365,85.4090445499
27.0,64.0,8.51648401435,55.8887439877
42.0,51.0,8.51658794938,47.8784155173
47.0,29.0,8.5208996334,117.547226536
17.0,47.0,8.52505847813,156.494186761
15.0,10.0,8.53189000923,68.5138956943
13.0,33.0,8.53497178479,94.9903700987
15.0,15.0,8.5357532103,50.7875369943
13.0,9.0,8.5396569353,34.2648969265
12.0,9.0,8.5396569353,32.0266107399
15.0,8.0,8.5396569353,35.4934888302
14.0,8.0,8.5396569353,31.4777680192
14.0,10.0,8.5396569353,44.957539656
10.0,5.0,8.5396569353,16.2312688392
11.0,5.0,8.5396569353,16.6135542575
15.0,6.0,8.5396569353,23.1146295456
13.0,5.0,8.5396569353,16.0714923982
14.0,5.0,8.5396569353,16.8827916858
15.0,5.0,8.5396569353,20.0923397353
13.0,8.0,8.5396569353,28.2960479433
12.0,8.0,8.5396569353,28.5331536906
11.0,8.0,8.5396569353,25.9009408529
10.0,8.0,8.5396569353,21.7886545205
15.0,3.0,8.5396569353,15.5724397795
14.0,3.0,8.5396569353,14.3882192033
13.0,3.0,8.5396569353,14.3348664526
15.0,2.0,8.5396569353,14.0553281338
9.0,8.0,8.5396569353,20.3362106879
13.0,10.0,8.5396569353,40.5139356992
14.0,9.0,8.5396569353,38.5450574193
10.0,6.0,8.5396569353,18.7557898367
11.0,6.0,8.5396569353,19.2536752009
12.0,6.0,8.5396569353,19.0130589923
13.0,6.0,8.5396569353,19.1990160298
14.0,6.0,8.5396569353,20.0464984675
15.0,1.0,8.5396569353,13.0381649876
10.0,7.0,8.5396569353,19.3860272495
12.0,5.0,8.5396569353,16.2862272171
12.0,7.0,8.5396569353,24.0969185715
8.0,9.0,8.5396569353,18.932381005
9.0,9.0,8.5396569353,22.1355865658
13.0,4.0,8.5396569353,14.9688387319
14.0,4.0,8.5396569353,15.079355641
15.0,4.0,8.5396569353,16.903115135
10.0,9.0,8.5396569353,25.8230444453
11.0,7.0,8.5396569353,22.4517055275
17.0,7.0,8.5396569353,37.2898500254
16.0,7.0,8.5396569353,32.8420119442
11.0,9.0,8.5396569353,30.3538741479
15.0,7.0,8.5396569353,28.8506973638
16.0,6.0,8.5396569353,28.9704966426
14.0,7.0,8.5396569353,25.4518244605
13.0,7.0,8.5396569353,22.3488827566
11.0,18.0,8.54160107613,53.6598210091
