x,y,age,mass
56.0,28.0,9.23556235188,558.123522641
23.0,50.0,9.24670077772,182.020130855
57.0,35.0,9.27403898814,287.693204969
4.0,39.0,9.28831925768,102.451697634
3.0,39.0,9.28831925768,99.255583958
0.0,38.0,9.28831925768,88.4947853653
1.0,38.0,9.28831925768,91.5262801484
3.0,37.0,9.28831925768,98.3781057414
4.0,41.0,9.28831925768,109.364677581
3.0,41.0,9.28831925768,102.684825296
2.0,38.0,9.28831925768,94.6581339129
3.0,38.0,9.28831925768,97.7387662436
1.0,37.0,9.28831925768,88.6452792406
0.0,37.0,9.28831925768,86.332506231
4.0,38.0,9.28831925768,100.881023222
2.0,40.0,9.28831925768,93.7378590005
2.0,41.0,9.28831925768,97.7532642527
1.0,39.0,9.28831925768,89.401032562
3.0,40.0,9.28831925768,101.534447195
2.0,37.0,9.28831925768,94.8213581429
4.0,40.0,9.28831925768,107.821012603
8.0,35.0,9.29447751809,249.212970112
31.0,9.0,9.3177269166,229.103874964
8.0,36.0,9.32439406426,256.220999462
54.0,49.0,9.32579973462,115.791616136
30.0,56.0,9.33208031278,237.367216771
49.0,59.0,9.35777801646,96.7235431107
19.0,20.0,9.36792270806,325.488821099
19.0,50.0,9.37070200059,279.13860145
55.0,29.0,9.37113828507,562.534049307
29.0,10.0,9.37442222202,201.551997106
54.0,48.0,9.37583354433,134.86221487
29.0,55.0,9.37707142961,248.265307473
49.0,7.0,9.38109755929,131.161264686
19.0,24.0,9.38140779204,539.349270654
57.0,28.0,9.38319894544,545.24417883
24.0,50.0,9.38686930843,254.394963995
53.0,50.0,9.38752837212,128.91075488
39.0,59.0,9.39044308606,156.341123386
58.0,37.0,9.39096763763,260.994154725
41.0,53.0,9.39110404356,209.602620778
17.0,50.0,9.39121752768,250.332874159
19.0,23.0,9.39164046401,436.074826715
42.0,55.0,9.39201163002,150.35640447
17.0,45.0,9.39295250679,229.216126824
42.0,53.0,9.39423187192,190.292317302
54.0,43.0,9.39625071604,170.708403561
42.0,54.0,9.39795278335,159.912750632
54.0,52.0,9.39938260253,121.015290427
53.0,51.0,9.39938260253,127.539078885
52.0,51.0,9.39938260253,129.780007296
53.0,52.0,9.39938260253,121.152789915
54.0,50.0,9.39938260253,128.715639187
54.0,51.0,9.39938260253,122.753606811
40.0,59.0,9.40000707915,126.666366472
30.0,55.0,9.40148173639,251.566381728
30.0,10.0,9.40176597219,282.721752065
57.0,36.0,9.40234904629,336.275054106
8.0,38.0,9.40461902732,236.364534876
36.0,54.0,9.40615912691,205.2184957
37.0,54.0,9.40671992207,196.003254784
58.0,39.0,9.40676900536,154.271820338
13.0,33.0,9.40699926539,338.135737483
7.0,35.0,9.40758919688,232.87222472
49.0,52.0,9.40925305829,151.492629653
30.0,8.0,9.40933741679,358.545318728
49.0,53.0,9.41149580217,139.848058035
48.0,50.0,9.41264081584,193.445012505
6.0,47.0,9.41307693366,123.108324231
6.0,48.0,9.41307693366,121.602194712
7.0,47.0,9.41307693366,128.824748918
8.0,47.0,9.41307693366,138.217783433
9.0,46.0,9.41307693366,139.878449281
8.0,46.0,9.41307693366,138.230028827
8.0,48.0,9.41307693366,133.38956755
7.0,48.0,9.41307693366,126.982432583
9.0,47.0,9.41307693366,136.92063418
7.0,46.0,9.41307693366,133.83544183
9.0,48.0,9.41307693366,138.254995774
56.0,29.0,9.41432092284,553.860447032
41.0,55.0,9.4154708703,163.091310212
15.0,45.0,9.41672769519,226.604488621
29.0,56.0,9.41710924593,261.542966125
52.0,50.0,9.42033802755,144.14641722
35.0,53.0,9.42222280229,247.576365341
23.0,49.0,9.42243397585,248.026338171
50.0,56.0,9.42297058421,123.229078841
49.0,56.0,9.42297058421,126.585038314
37.0,55.0,9.42639650785,173.142375551
22.0,49.0,9.42935599149,279.878567937
9.0,35.0,9.42958171476,318.311973742
10.0,35.0,9.42958171476,324.833036882
53.0,44.0,9.42984684083,188.115411726
23.0,48.0,9.43047288393,292.178066447
41.0,52.0,9.43136467655,234.801107889
16.0,10.0,9.43234092317,106.799666734
43.0,49.0,9.43248252652,215.639230159
42.0,52.0,9.43279221831,227.772189915
57.0,47.0,9.43617100527,137.731726148
58.0,47.0,9.43617100527,127.329805502
59.0,47.0,9.43617100527,127.032211395
60.0,47.0,9.43617100527,115.811588579
58.0,45.0,9.43617100527,140.302123103
57.0,46.0,9.43617100527,137.597357654
58.0,46.0,9.43617100527,132.775690047
59.0,46.0,9.43617100527,132.540868074
58.0,48.0,9.43617100527,124.131316897
35.0,49.0,9.43665644771,407.849946021
20.0,39.0,9.43706441908,443.293211213
29.0,8.0,9.43745346538,287.371086683
29.0,9.0,9.43745346538,282.429139703
41.0,56.0,9.4383944503,164.939288199
16.0,46.0,9.43890282807,216.369112706
8.0,42.0,9.44008866762,185.804529679
47.0,51.0,9.44069858836,187.705919053
43.0,53.0,9.4416069332,186.813693095
9.0,52.0,9.44260891716,162.420378807
10.0,52.0,9.44260891716,167.756112604
9.0,51.0,9.44260891716,169.613321578
11.0,52.0,9.44260891716,177.218017226
10.0,53.0,9.44260891716,162.740744993
9.0,53.0,9.44260891716,153.372554653
10.0,51.0,9.44260891716,175.598084104
54.0,17.0,9.44776607367,222.014160859
52.0,46.0,9.44842757422,193.109324853
18.0,50.0,9.45169557955,279.22447283
62.0,56.0,9.45201416959,128.69942094
63.0,55.0,9.45201416959,121.506006578
64.0,55.0,9.45201416959,114.260633118
66.0,57.0,9.45201416959,106.30601871
65.0,57.0,9.45201416959,112.224665346
64.0,57.0,9.45201416959,113.315806388
63.0,57.0,9.45201416959,118.673929879
65.0,55.0,9.45201416959,111.827535863
66.0,55.0,9.45201416959,107.247531535
67.0,55.0,9.45201416959,102.752042678
68.0,55.0,9.45201416959,97.1018076773
62.0,57.0,9.45201416959,121.928787861
61.0,57.0,9.45201416959,128.929733608
60.0,57.0,9.45201416959,129.290359167
59.0,57.0,9.45201416959,127.239817502
68.0,56.0,9.45201416959,180.285030303
62.0,55.0,9.45201416959,135.198037147
66.0,56.0,9.45201416959,103.063527779
65.0,56.0,9.45201416959,110.092084535
58.0,56.0,9.45201416959,159.644129617
59.0,56.0,9.45201416959,143.827835771
64.0,56.0,9.45201416959,114.79917525
63.0,56.0,9.45201416959,118.704060912
61.0,56.0,9.45201416959,129.706221311
67.0,56.0,9.45201416959,99.3147014919
62.0,52.0,9.45201416959,151.727177178
60.0,55.0,9.45201416959,148.71917225
65.0,53.0,9.45201416959,125.5406516
64.0,53.0,9.45201416959,129.601458253
63.0,53.0,9.45201416959,134.970069703
62.0,51.0,9.45201416959,159.078420758
63.0,51.0,9.45201416959,141.91373954
62.0,53.0,9.45201416959,147.2626278
61.0,53.0,9.45201416959,157.379415088
60.0,53.0,9.45201416959,157.780579522
59.0,53.0,9.45201416959,161.4678109
58.0,53.0,9.45201416959,166.367086182
59.0,52.0,9.45201416959,175.740976369
67.0,57.0,9.45201416959,99.6398427898
64.0,52.0,9.45201416959,135.335385711
63.0,52.0,9.45201416959,140.516626859
60.0,52.0,9.45201416959,175.428886753
66.0,53.0,9.45201416959,125.192028927
61.0,55.0,9.45201416959,139.93978911
61.0,51.0,9.45201416959,178.401829852
59.0,51.0,9.45201416959,186.796960391
59.0,55.0,9.45201416959,165.562295556
58.0,55.0,9.45201416959,173.27040651
57.0,55.0,9.45201416959,183.45661826
68.0,54.0,9.45201416959,102.662385195
67.0,54.0,9.45201416959,106.810962956
66.0,54.0,9.45201416959,119.012712807
65.0,54.0,9.45201416959,120.239082972
64.0,54.0,9.45201416959,116.995448563
61.0,52.0,9.45201416959,170.769028271
62.0,54.0,9.45201416959,143.453430198
61.0,54.0,9.45201416959,144.919035079
60.0,54.0,9.45201416959,151.524992634
59.0,54.0,9.45201416959,169.65179843
58.0,54.0,9.45201416959,169.970676086
57.0,54.0,9.45201416959,178.012988769
60.0,51.0,9.45201416959,184.047119489
63.0,54.0,9.45201416959,128.47298299
60.0,56.0,9.45201416959,136.030140166
61.0,59.0,9.45201416959,122.81314131
64.0,61.0,9.45201416959,106.160418161
59.0,59.0,9.45201416959,127.251966055
60.0,59.0,9.45201416959,124.878409817
65.0,60.0,9.45201416959,106.897139019
62.0,59.0,9.45201416959,120.049578661
63.0,59.0,9.45201416959,112.436216221
64.0,59.0,9.45201416959,112.654722652
60.0,60.0,9.45201416959,124.699051151
65.0,59.0,9.45201416959,66.5729611441
66.0,59.0,9.45201416959,66.4875425441
63.0,61.0,9.45201416959,102.534432094
62.0,61.0,9.45201416959,108.257835176
61.0,61.0,9.45201416959,123.618878766
60.0,61.0,9.45201416959,125.964336013
59.0,60.0,9.45201416959,129.177963206
62.0,60.0,9.45201416959,109.341030133
63.0,60.0,9.45201416959,108.356392858
63.0,63.0,9.45201416959,107.465557268
65.0,61.0,9.45201416959,106.619965568
62.0,62.0,9.45201416959,108.721133485
64.0,60.0,9.45201416959,108.071826852
59.0,58.0,9.45201416959,129.076055203
