x,y,age,mass
23.0,25.0,6.77497686291,67.8925452866
24.0,25.0,7.19031761063,141.794249666
32.0,25.0,7.24065731655,237.353926784
37.0,19.0,7.24065731655,23.8639573522
38.0,19.0,7.24065731655,37.4406474125
39.0,19.0,7.24065731655,35.1876335561
40.0,19.0,7.24065731655,40.2610864759
41.0,19.0,7.24065731655,36.7711794297
36.0,19.0,7.24065731655,28.646410904
38.0,24.0,7.24065731655,153.435792712
36.0,24.0,7.24065731655,170.350663098
35.0,24.0,7.24065731655,171.66932285
34.0,24.0,7.24065731655,171.4914889
33.0,24.0,7.24065731655,175.03095557
32.0,24.0,7.24065731655,174.512853377
31.0,24.0,7.24065731655,173.196792318
39.0,23.0,7.24065731655,101.670015893
37.0,24.0,7.24065731655,158.113999813
35.0,19.0,7.24065731655,30.1527038394
34.0,19.0,7.24065731655,34.2807261303
33.0,19.0,7.24065731655,25.6020893087
34.0,18.0,7.24065731655,26.6073159215
35.0,18.0,7.24065731655,33.909714719
36.0,18.0,7.24065731655,31.1031955013
37.0,18.0,7.24065731655,25.7505075084
38.0,18.0,7.24065731655,27.5007486479
39.0,18.0,7.24065731655,30.481532624
38.0,23.0,7.24065731655,108.513567087
40.0,18.0,7.24065731655,28.6523201211
42.0,18.0,7.24065731655,24.7135491815
34.0,25.0,7.24065731655,246.467507654
33.0,25.0,7.24065731655,244.165676084
35.0,21.0,7.24065731655,55.9936602676
31.0,19.0,7.24065731655,38.5682230929
32.0,19.0,7.24065731655,30.8256608069
41.0,18.0,7.24065731655,22.0454544281
33.0,18.0,7.24065731655,20.7143386006
37.0,23.0,7.24065731655,117.756825897
35.0,23.0,7.24065731655,121.301530054
36.0,22.0,7.24065731655,84.4381451812
35.0,22.0,7.24065731655,86.1042677024
34.0,22.0,7.24065731655,89.861647532
33.0,22.0,7.24065731655,98.7972661211
32.0,22.0,7.24065731655,100.992005913
31.0,22.0,7.24065731655,99.3338639428
41.0,21.0,7.24065731655,43.1773924112
40.0,21.0,7.24065731655,47.5963278481
39.0,21.0,7.24065731655,54.4870846041
38.0,21.0,7.24065731655,63.2496776258
37.0,21.0,7.24065731655,41.4056218301
31.0,21.0,7.24065731655,68.8712660787
32.0,21.0,7.24065731655,67.2346314935
33.0,21.0,7.24065731655,63.675570365
34.0,21.0,7.24065731655,58.7264255576
37.0,22.0,7.24065731655,81.0574794482
36.0,23.0,7.24065731655,119.947354845
38.0,22.0,7.24065731655,78.5700018115
40.0,22.0,7.24065731655,71.3145258476
34.0,23.0,7.24065731655,132.734644077
33.0,23.0,7.24065731655,133.834476314
32.0,23.0,7.24065731655,130.867908948
31.0,23.0,7.24065731655,137.700311433
31.0,20.0,7.24065731655,54.2660473994
32.0,20.0,7.24065731655,49.8955527049
33.0,20.0,7.24065731655,45.550387237
34.0,20.0,7.24065731655,40.9449074198
35.0,20.0,7.24065731655,36.6126431745
36.0,20.0,7.24065731655,34.5561834752
37.0,20.0,7.24065731655,35.9934887569
38.0,20.0,7.24065731655,41.7357279039
39.0,20.0,7.24065731655,61.899536806
40.0,20.0,7.24065731655,40.1877456119
41.0,20.0,7.24065731655,37.8496165708
39.0,22.0,7.24065731655,74.1195492132
32.0,18.0,7.24065731655,21.1627152392
36.0,21.0,7.24065731655,53.3768896818
34.0,17.0,7.24065731655,23.2723839599
30.0,17.0,7.24065731655,18.6841084464
33.0,17.0,7.24065731655,22.6039346003
35.0,17.0,7.24065731655,26.1494247815
36.0,17.0,7.24065731655,24.5667591747
37.0,17.0,7.24065731655,22.2593612711
38.0,17.0,7.24065731655,23.1186099683
39.0,17.0,7.24065731655,23.3036544863
40.0,17.0,7.24065731655,23.9608388369
34.0,15.0,7.24065731655,40.9568501742
33.0,15.0,7.24065731655,45.6905160903
32.0,15.0,7.24065731655,13.5725784723
31.0,15.0,7.24065731655,25.623933561
31.0,18.0,7.24065731655,28.0081713392
32.0,17.0,7.24065731655,23.2417029516
31.0,17.0,7.24065731655,22.3285935548
34.0,16.0,7.24065731655,17.9799751952
37.0,16.0,7.24065731655,24.8614801264
32.0,16.0,7.24065731655,17.2185524147
35.0,16.0,7.24065731655,25.4298938791
36.0,16.0,7.24065731655,23.1406787989
30.0,16.0,7.24065731655,28.6785075578
31.0,16.0,7.24065731655,15.3653772042
33.0,16.0,7.24065731655,17.1529835649
37.0,25.0,7.61700088819,388.497289151
28.0,28.0,7.61838553715,541.042739538
25.0,26.0,7.68050348169,220.246122144
36.0,25.0,7.73233645956,457.649903639
29.0,28.0,7.81769028216,315.424043942
39.0,27.0,7.84129457079,395.990031836
43.0,30.0,7.9204167625,707.664515498
47.0,28.0,7.97508752844,704.076002657
31.0,25.0,7.97980449506,353.03380564
27.0,31.0,8.01173685585,557.870447726
53.0,28.0,8.0241549876,358.538139758
52.0,26.0,8.0241549876,200.838686619
53.0,26.0,8.0241549876,186.277643223
53.0,27.0,8.0241549876,249.891537415
51.0,26.0,8.0241549876,226.94999063
52.0,27.0,8.0241549876,285.959131057
51.0,27.0,8.0241549876,324.980277625
50.0,27.0,8.03744177491,601.306154427
38.0,27.0,8.06513565977,520.693338456
16.0,28.0,8.08771032573,37.2235577475
35.0,25.0,8.10803389459,398.526604492
44.0,30.0,8.11327926211,819.900802805
50.0,28.0,8.16553310739,349.924681865
12.0,33.0,8.18717523559,104.194104393
49.0,31.0,8.19601340951,364.064322793
19.0,33.0,8.21621539864,63.6267346095
40.0,27.0,8.23211913578,129.56938291
10.0,28.0,8.2355881522,151.658859078
5.0,29.0,8.23649030631,61.6217623521
7.0,27.0,8.23649030631,76.4682857916
4.0,29.0,8.23649030631,50.0661974269
6.0,27.0,8.23649030631,73.178338191
5.0,27.0,8.23649030631,66.5742566445
4.0,27.0,8.23649030631,56.8549927368
7.0,29.0,8.23649030631,77.6354470059
6.0,29.0,8.23649030631,74.2486721438
3.0,27.0,8.23649030631,48.4282968729
8.0,29.0,8.23649030631,87.7088834071
4.0,31.0,8.23649030631,32.5645518128
5.0,26.0,8.23649030631,78.923527349
6.0,26.0,8.23649030631,65.1064100313
3.0,31.0,8.23649030631,30.4655833077
3.0,28.0,8.23649030631,46.6161538572
3.0,30.0,8.23649030631,34.2199307803
4.0,30.0,8.23649030631,40.350681143
5.0,30.0,8.23649030631,47.7927975045
6.0,30.0,8.23649030631,59.6135146863
5.0,31.0,8.23649030631,37.8513372969
7.0,30.0,8.23649030631,68.0406357008
2.0,30.0,8.23649030631,29.6501318626
5.0,28.0,8.23649030631,68.867279629
6.0,28.0,8.23649030631,73.9456751853
7.0,28.0,8.23649030631,80.0015644008
8.0,28.0,8.23649030631,89.1782353683
9.0,28.0,8.23649030631,93.4175222107
4.0,28.0,8.23649030631,63.1580991521
27.0,36.0,8.23742583189,91.8660979438
44.0,31.0,8.2386809462,566.471856343
28.0,29.0,8.24155780454,557.911851659
59.0,33.0,8.25038188022,47.5468418269
16.0,37.0,8.25584235666,41.9041980387
15.0,33.0,8.25584235666,158.567178734
11.0,37.0,8.25584235666,33.1259208883
17.0,35.0,8.25584235666,96.7179251479
14.0,38.0,8.25584235666,23.4034886278
13.0,33.0,8.25584235666,137.313473358
14.0,33.0,8.25584235666,149.573549971
16.0,33.0,8.25584235666,160.078065814
13.0,37.0,8.25584235666,27.6433009749
14.0,37.0,8.25584235666,36.2684288708
12.0,37.0,8.25584235666,33.1274591141
16.0,38.0,8.25584235666,27.6283525754
15.0,38.0,8.25584235666,25.5205211927
16.0,35.0,8.25584235666,89.9874660358
11.0,38.0,8.25584235666,23.3100428188
17.0,38.0,8.25584235666,31.1572876718
12.0,38.0,8.25584235666,22.0789945099
13.0,38.0,8.25584235666,23.075156302
15.0,37.0,8.25584235666,40.9404432272
15.0,35.0,8.25584235666,81.6065131741
14.0,36.0,8.25584235666,54.1369612835
13.0,35.0,8.25584235666,69.2285002814
15.0,40.0,8.25584235666,22.1133876612
16.0,40.0,8.25584235666,14.0142062134
11.0,39.0,8.25584235666,19.6323097313
12.0,39.0,8.25584235666,12.5346738659
13.0,39.0,8.25584235666,13.5286043855
14.0,39.0,8.25584235666,19.3239503942
14.0,35.0,8.25584235666,76.0948641788
15.0,39.0,8.25584235666,18.0603753709
16.0,32.0,8.25584235666,210.792333821
15.0,32.0,8.25584235666,201.521756799
14.0,32.0,8.25584235666,191.43187451
11.0,36.0,8.25584235666,43.8979696963
12.0,36.0,8.25584235666,46.2353855062
13.0,36.0,8.25584235666,49.9545027842
17.0,39.0,8.25584235666,19.1299325086
12.0,35.0,8.25584235666,63.614257823
